PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,ASG_CODE,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
,,2023021245weS:8AM-8PM,2023112451593620230203,2023,0,47,11,12,1593620230203007,5,4.00,0.00,0,0,1,7,3431,7,5,3,0,4,2,1,1,1,0,5,2,21,,,,O,we,1593620230203,3,,1593620230203004,1,4,S:8AM-8PM,37312,02,,,,1215,7,8,1,,,,1,32,2,2,8,8,15AUG23:08:29,,,,,,,,198.83642446,2023021245weS:8AM-8PM,,0,1593620230203004,03/03/2025
,SPOTTED SEATROUT,2023021245weS:8AM-8PM,2023112451593620230203,2023,4,25,23,12,1593620230203008,5,4.00,0.00,0,0,1,7,3431,7,5,1,2,3,1,0,0,3,3,5,2,21,,,,O,we,1593620230203,3,,1593620230203008,1,4,S:8AM-8PM,02324,02,6,0,PLYMOUTH,1220,7,8,1,169239,,,1,38,2,2,2,2,15AUG23:08:29,8835440102,,,,,,,293.62295689,2023021245weS:8AM-8PM,,0,1593620230203008,03/03/2025
,SPOTTED SEATROUT,2023021245weS:8AM-8PM,2023112451593620230203,2023,4,25,23,12,1593620230203009,5,4.00,0.00,0,0,1,7,3431,7,5,3,0,3,2,1,1,2,0,5,2,21,,,,O,we,1593620230203,3,,1593620230203008,1,4,S:8AM-8PM,02738,02,,,PLYMOUTH,1221,7,8,1,169239,,,1,70,2,2,8,8,15AUG23:08:29,8835440102,,,,,,,293.62295689,2023021245weS:8AM-8PM,,0,1593620230203008,03/03/2025
,,2023021235weS:8AM-8PM,2023112351593620230218,2023,0,5,83,12,1593620230218001,J,4.00,0.00,0,0,1,7,947,7,5,1,2,2,1,0,0,3,1,5,2,115,,,,O,we,1593620230218,7,,1593620230218001,1,3,S:8AM-8PM,72863,02,6,0,,1109,7,8,1,,,,2,58,2,2,2,2,15AUG23:08:29,,,,,,,,321.60157427,2023021235weS:8AM-8PM,,0,1593620230218001,03/03/2025
,,2023021235weS:8AM-8PM,2023112351593620230218,2023,0,5,143,12,1593620230218002,J,4.00,0.00,0,0,1,7,947,7,5,3,0,2,2,1,1,2,0,5,2,115,,,,O,we,1593620230218,7,,1593620230218001,1,3,S:8AM-8PM,72701,02,,,,1116,7,8,1,,,,1,64,2,2,8,8,15AUG23:08:29,,,,,,,,321.60157427,2023021235weS:8AM-8PM,,0,1593620230218001,03/03/2025
COMMON SNOOK,RED DRUM,2023021235weS:8AM-8PM,2023112351593620230218,2023,7,12,115,12,1593620230218003,J,4.00,0.00,12,2,1,7,947,7,5,2,1,2,1,0,0,1,0,5,1,115,,,,Y,we,1593620230218,7,,1593620230218003,1,3,S:8AM-8PM,34228,02,,,SARASOTA,1203,7,8,1,169290,167648,,1,58,1,2,8,8,15AUG23:08:29,8835440901,8835010105,,,,,,321.60157427,2023021235weS:8AM-8PM,,0,1593620230218003,03/03/2025
COMMON SNOOK,RED DRUM,2023021235weS:8AM-8PM,2023112351593620230218,2023,0,29,189,12,1593620230218004,J,4.00,0.00,1,0,1,7,947,7,5,2,1,2,2,0,1,1,0,5,1,115,,,,O,we,1593620230218,7,,1593620230218003,1,3,S:8AM-8PM,63143,02,,,,1206,7,8,1,169290,167648,,1,25,1,2,8,8,15AUG23:08:29,8835440901,8835010105,,,,,,321.60157427,2023021235weS:8AM-8PM,,0,1593620230218004,03/03/2025
,SHEEPSHEAD,2023011235weS:8AM-8PM,2023112351594220230107,2023,6,37,55,12,1594220230107003,K,5.00,0.00,10,1,1,7,504,7,5,1,4,4,1,0,0,2,10,5,1,57,,,,O,we,1594220230107,3,,1594220230107003,1,3,S:8AM-8PM,27954,01,10,1,DARE,1237,7,8,1,169189,,,1,62,2,2,2,2,15AUG23:08:29,8835430301,,,,,,,289.66852304,2023011235weS:8AM-8PM,,0,1594220230107003,03/03/2025
BLACK DRUM,SHEEPSHEAD,2023011235weS:8AM-8PM,2023112351594220230107,2023,7,12,57,12,1594220230107004,K,4.00,0.00,25,0,1,7,504,7,5,1,2,2,1,0,0,2,14,5,1,57,,,,Y,we,1594220230107,3,,1594220230107004,1,3,S:8AM-8PM,33596,01,14,1,HILLSBOROUGH,1257,7,8,1,169189,169288,,1,42,2,2,2,2,15AUG23:08:29,8835430301,8835440801,,,,,,79.364650465,2023011235weS:8AM-8PM,,0,1594220230107004,03/03/2025
BLACK DRUM,SHEEPSHEAD,2023011235weS:8AM-8PM,2023112351594220230107,2023,7,12,57,12,1594220230107005,K,4.00,0.00,25,0,1,7,504,7,5,3,0,2,2,1,1,1,0,5,1,57,,,,Y,we,1594220230107,3,,1594220230107004,1,3,S:8AM-8PM,33596,01,,,HILLSBOROUGH,1300,7,8,1,169189,169288,,2,46,2,1,8,8,15AUG23:08:29,8835430301,8835440801,,,,,,79.364650465,2023011235weS:8AM-8PM,,0,1594220230107004,03/03/2025
COMMON SNOOK,RED DRUM,2023021235wdS:8AM-8PM,2023112351594220230202,2023,7,12,57,12,1594220230202008,K,4.00,0.00,50,5,1,7,526,7,5,1,1,1,8,0,0,3,1,5,2,57,,,,Y,wd,1594220230202,7,,1594220230202008,1,3,S:8AM-8PM,33556,02,1,0,HILLSBOROUGH,1251,7,8,1,169290,167648,,1,55,2,1,1,8,15AUG23:08:29,8835440901,8835010105,,,,,,343.88990925,2023021235wdS:8AM-8PM,,0,1594220230202008,03/03/2025
,,2023021235weS:8AM-8PM,2023112351594220230217,2023,0,99,997,12,1594220230217003,K,4.00,0.00,0,0,1,7,725,7,5,1,1,5,1,0,0,3,1,5,2,57,,,,O,we,1594220230217,3,,1594220230217003,1,3,S:8AM-8PM,99997,02,1,0,,1212,7,8,1,,,,1,54,2,2,1,8,15AUG23:08:29,,,,,,,,49.544352374,2023021235weS:8AM-8PM,,0,1594220230217003,03/03/2025
,,2023021235weS:8AM-8PM,2023112351594220230217,2023,0,99,997,12,1594220230217004,K,4.00,0.00,0,0,1,7,725,7,5,2,1,5,2,0,1,2,0,5,2,57,,,,O,we,1594220230217,3,,1594220230217003,1,3,S:8AM-8PM,99997,02,,,,1213,7,8,1,,,,1,23,2,2,8,8,15AUG23:08:29,,,,,,,,49.544352374,2023021235weS:8AM-8PM,,0,1594220230217004,03/03/2025
,,2023021235weS:8AM-8PM,2023112351594220230217,2023,0,99,997,12,1594220230217005,K,4.00,0.00,0,0,1,7,725,7,5,2,1,5,2,0,1,2,0,5,2,57,,,,O,we,1594220230217,3,,1594220230217003,1,3,S:8AM-8PM,99997,02,,,,1214,7,8,1,,,,2,22,2,2,8,8,15AUG23:08:29,,,,,,,,49.544352374,2023021235weS:8AM-8PM,,0,1594220230217005,03/03/2025
,,2023021235weS:8AM-8PM,2023112351594220230217,2023,0,99,997,12,1594220230217006,K,4.00,0.00,0,0,1,7,725,7,5,2,1,5,2,0,1,2,0,5,2,57,,,,O,we,1594220230217,3,,1594220230217003,1,3,S:8AM-8PM,99997,02,,,,1214,7,8,1,,,,1,24,2,2,8,8,15AUG23:08:29,,,,,,,,49.544352374,2023021235weS:8AM-8PM,,0,1594220230217006,03/03/2025
,,2023021235weS:8AM-8PM,2023112351594220230217,2023,0,99,997,12,1594220230217007,K,4.00,0.00,0,0,1,7,725,7,5,2,1,5,2,0,1,1,0,5,2,57,,,,O,we,1594220230217,3,,1594220230217003,1,3,S:8AM-8PM,99997,02,,,,1218,7,8,1,,,,1,62,2,2,8,8,15AUG23:08:29,,,,,,,,49.544352374,2023021235weS:8AM-8PM,,0,1594220230217007,03/03/2025
,,2023021235weS:8AM-8PM,2023112351594220230217,2023,7,48,453,12,1594220230217008,K,4.00,0.00,1,0,1,7,725,7,5,2,1,2,1,0,0,3,0,5,1,57,,,,O,we,1594220230217,3,,1594220230217008,1,3,S:8AM-8PM,78734,02,,,,1328,7,8,1,,,,1,55,2,1,8,8,15AUG23:08:29,,,,,,,,49.544352374,2023021235weS:8AM-8PM,,0,1594220230217008,03/03/2025
,,2023021235weS:8AM-8PM,2023112351594220230217,2023,7,48,453,12,1594220230217009,K,4.00,0.00,1,0,1,7,725,7,5,2,1,2,2,0,1,3,0,5,1,57,,,,O,we,1594220230217,3,,1594220230217008,1,3,S:8AM-8PM,78734,02,,,,1328,7,8,1,,,,1,54,2,2,8,8,15AUG23:08:29,,,,,,,,49.544352374,2023021235weS:8AM-8PM,,0,1594220230217009,03/03/2025
SHEEPSHEAD,SPOTTED SEATROUT,2023021235weS:8AM-8PM,2023112351594220230217,2023,5,51,59,12,1594220230217010,K,5.00,0.00,0,0,1,7,725,7,5,1,1,2,1,0,0,4,2,5,2,57,,,,O,we,1594220230217,3,,1594220230217010,1,3,S:8AM-8PM,20120,02,2,0,,1353,7,8,1,169239,169189,,1,63,2,1,1,8,15AUG23:08:29,8835440102,8835430301,,,,,,49.544352374,2023021235weS:8AM-8PM,,0,1594220230217010,03/03/2025
SHEEPSHEAD,SPOTTED SEATROUT,2023021235weS:8AM-8PM,2023112351594220230217,2023,7,12,103,12,1594220230217011,K,5.00,0.00,0,0,1,7,725,7,5,2,1,2,2,0,1,2,0,5,2,57,,,,Y,we,1594220230217,3,,1594220230217010,1,3,S:8AM-8PM,33760,02,,,PINELLAS,1353,7,8,1,169239,169189,,1,25,2,2,8,8,15AUG23:08:29,8835440102,8835430301,,,,,,49.544352374,2023021235weS:8AM-8PM,,0,1594220230217011,03/03/2025
,GRUNT FAMILY,2023021287weS:8AM-8PM,2023112871507120230224,2023,0,27,123,12,1507120230224001,1,3.00,0.00,9,2,1,7,1788,8,7,2,1,2,1,0,0,5,0,3,,87,,,,O,we,1507120230224,3,,1507120230224001,1,8,S:8AM-8PM,55112,02,0,12,,1610,8,3,1,169055,,,1,52,2,2,8,8,15AUG23:08:29,8835400000,,,,,,,5950.3153415,2023021287weS:8AM-8PM,,0,1507120230224001,03/03/2025
,GRAY SNAPPER,2023021287weS:8AM-8PM,2023112871507120230224,2023,4,9,5,12,1507120230224002,1,7.00,0.00,45,45,1,7,205,8,7,1,4,4,1,0,0,3,21,3,,87,,,,O,we,1507120230224,3,,1507120230224002,1,8,S:8AM-8PM,06791,02,21,0,LITCHFIELD,1754,8,3,1,168848,,,1,69,2,2,2,2,15AUG23:08:29,8835360102,,,,,,,4793.547662,2023021287weS:8AM-8PM,,0,1507120230224002,03/03/2025
,GRAY SNAPPER,2023021287weS:8AM-8PM,2023112871507120230224,2023,4,9,5,12,1507120230224003,1,7.00,0.00,20,20,1,7,205,8,7,3,0,4,2,1,1,4,0,3,,87,,,,O,we,1507120230224,3,,1507120230224002,1,8,S:8AM-8PM,06786,02,,,LITCHFIELD,1754,8,3,1,168848,,,1,59,2,1,8,8,15AUG23:08:29,8835360102,,,,,,,4793.547662,2023021287weS:8AM-8PM,,0,1507120230224002,03/03/2025
,GRAY SNAPPER,2023021287weS:8AM-8PM,2023112871507120230224,2023,4,9,5,12,1507120230224004,1,7.00,0.00,12,2,1,7,205,8,7,3,0,4,2,1,1,4,0,3,,87,,,,O,we,1507120230224,3,,1507120230224002,1,8,S:8AM-8PM,06786,02,,,LITCHFIELD,1754,8,3,1,168848,,,1,65,2,2,8,8,15AUG23:08:29,8835360102,,,,,,,4793.547662,2023021287weS:8AM-8PM,,0,1507120230224002,03/03/2025
,GRAY SNAPPER,2023021287weS:8AM-8PM,2023112871507120230224,2023,0,26,139,12,1507120230224005,1,7.00,0.00,40,40,1,7,205,8,7,3,0,4,2,1,1,3,0,3,,87,,,,O,we,1507120230224,3,,1507120230224002,1,8,S:8AM-8PM,49423,02,,,,1754,8,3,1,168848,,,1,72,2,2,8,8,15AUG23:08:29,8835360102,,,,,,,4793.547662,2023021287weS:8AM-8PM,,0,1507120230224002,03/03/2025
,GRAY SNAPPER,2023021287weS:8AM-8PM,2023112871507120230224,2023,0,26,161,12,1507120230224006,1,3.00,0.00,40,18,1,7,205,8,7,1,2,2,1,0,0,6,2,3,,87,,,,O,we,1507120230224,3,,1507120230224006,1,8,S:8AM-8PM,48103,02,11,2,,1833,8,3,1,168848,,,1,78,2,1,2,2,15AUG23:08:29,8835360102,,,,,,,4793.547662,2023021287weS:8AM-8PM,,0,1507120230224006,03/03/2025
,GRAY SNAPPER,2023021287weS:8AM-8PM,2023112871507120230224,2023,0,39,35,12,1507120230224007,1,3.00,0.00,15,15,1,7,205,8,7,3,0,2,2,1,1,6,0,3,,87,,,,O,we,1507120230224,3,,1507120230224006,1,8,S:8AM-8PM,44126,02,0,2,,1833,8,3,1,168848,,,1,70,2,1,8,8,15AUG23:08:29,8835360102,,,,,,,4793.547662,2023021287weS:8AM-8PM,,0,1507120230224006,03/03/2025
,SNAPPER FAMILY,2023021287weS:8AM-8PM,2023112871507120230226,2023,0,18,3,12,1507120230226001,1,5.50,0.00,30,15,1,7,901,8,7,1,2,2,1,0,0,5,4,3,,87,,,,O,we,1507120230226,3,,1507120230226001,1,8,S:8AM-8PM,46825,02,4,3,,1439,8,3,1,168845,,,1,69,2,1,2,2,15AUG23:08:29,8835360000,,,,,,,616.82381228,2023021287weS:8AM-8PM,,0,1507120230226001,03/03/2025
,SNAPPER FAMILY,2023021287weS:8AM-8PM,2023112871507120230226,2023,0,18,3,12,1507120230226002,1,5.50,0.00,15,15,1,7,901,8,7,3,0,2,2,1,1,5,0,3,,87,,,,O,we,1507120230226,3,,1507120230226001,1,8,S:8AM-8PM,46825,02,0,3,,1440,8,3,1,168845,,,2,68,2,2,8,8,15AUG23:08:29,8835360000,,,,,,,616.82381228,2023021287weS:8AM-8PM,,0,1507120230226001,03/03/2025
,GRAY SNAPPER,2023021287weS:8AM-8PM,2023112871507120230226,2023,0,26,17,12,1507120230226003,1,5.00,0.00,20,10,1,7,901,8,7,1,2,2,1,0,0,5,5,3,,87,,,,O,we,1507120230226,3,,1507120230226003,1,8,S:8AM-8PM,48631,02,5,0,,1525,8,3,1,168848,,,2,67,2,1,2,2,15AUG23:08:29,8835360102,,,,,,,1001.0231407,2023021287weS:8AM-8PM,,0,1507120230226003,03/03/2025
,GRAY SNAPPER,2023021287weS:8AM-8PM,2023112871507120230226,2023,0,26,45,12,1507120230226004,1,3.50,0.00,50,12,1,7,901,8,7,1,2,2,1,0,0,8,7,3,,87,,,,O,we,1507120230226,3,,1507120230226004,1,8,S:8AM-8PM,48820,02,13,3,,1544,8,3,1,168848,,,1,67,2,2,2,2,15AUG23:08:29,8835360102,,,,,,,1001.0231407,2023021287weS:8AM-8PM,,0,1507120230226004,03/03/2025
,GRAY SNAPPER,2023021287weS:8AM-8PM,2023112871507120230226,2023,5,42,129,12,1507120230226005,1,5.00,0.00,32,32,1,7,901,8,7,1,5,5,1,0,0,3,6,3,,87,,,,O,we,1507120230226,3,,1507120230226005,1,8,S:8AM-8PM,15679,02,6,1,,1646,8,3,1,168848,,,1,76,2,1,2,2,15AUG23:08:29,8835360102,,,,,,,2153.6211261,2023021287weS:8AM-8PM,,0,1507120230226005,03/03/2025
,VERMILION SNAPPER,2023011217weS:8AM-8PM,2023112171535720230116,2023,0,27,59,12,1535720230116001,1,4.00,0.00,6,1,1,7,948,8,7,1,5,5,1,0,0,2,1,3,,5,,,,O,we,1535720230116,7,,1535720230116001,1,1,S:8AM-8PM,55398,01,10,2,,1647,8,3,1,168909,,,2,44,1,2,2,2,15AUG23:08:29,8835360501,,,,,,,3543.8530681,2023011217weS:8AM-8PM,,0,1535720230116001,03/03/2025
,VERMILION SNAPPER,2023011217weS:8AM-8PM,2023112171535720230116,2023,0,27,59,12,1535720230116002,1,4.00,0.00,35,10,1,7,948,8,7,3,0,5,2,1,1,4,0,3,,5,,,,O,we,1535720230116,7,,1535720230116001,1,1,S:8AM-8PM,55398,01,0,2,,1647,8,3,1,168909,,,1,48,1,1,8,8,15AUG23:08:29,8835360501,,,,,,,3543.8530681,2023011217weS:8AM-8PM,,0,1535720230116001,03/03/2025
,VERMILION SNAPPER,2023011217weS:8AM-8PM,2023112171535720230116,2023,0,27,59,12,1535720230116003,1,4.00,0.00,6,1,1,7,948,8,7,3,0,5,2,1,1,3,0,3,,5,,,,O,we,1535720230116,7,,1535720230116001,1,1,S:8AM-8PM,55398,01,0,1,,1647,8,3,1,168909,,,1,28,1,2,8,8,15AUG23:08:29,8835360501,,,,,,,3543.8530681,2023011217weS:8AM-8PM,,0,1535720230116001,03/03/2025
RED DRUM,SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271566020230122,2023,7,12,65,12,1566020230122001,1,2.50,0.00,20,6,1,7,281,8,7,2,1,2,1,0,0,6,0,3,,123,,,,Y,we,1566020230122,3,,1566020230122001,1,2,S:8AM-8PM,32344,01,0,7,JEFFERSON,1124,8,3,1,169239,169290,,1,45,2,2,8,8,15AUG23:08:29,8835440102,8835440901,,,,,,5920.9444607,2023011227weS:8AM-8PM,,0,1566020230122001,03/03/2025
RED DRUM,SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271566020230122,2023,7,12,65,12,1566020230122002,1,2.50,0.00,6,4,1,7,281,8,7,2,1,2,2,0,1,7,0,3,,123,,,,Y,we,1566020230122,3,,1566020230122001,1,2,S:8AM-8PM,32344,01,0,6,JEFFERSON,1124,8,3,1,169239,169290,,1,11,2,2,8,8,15AUG23:08:29,8835440102,8835440901,,,,,,5920.9444607,2023011227weS:8AM-8PM,,0,1566020230122002,03/03/2025
,SPOTTED SEATROUT,2023021227weS:8AM-8PM,2023112271566020230224,2023,6,13,57,12,1566020230224001,1,0.50,,8,0,1,7,287,8,7,2,1,4,1,0,0,0,0,3,,129,,,,O,we,1566020230224,5,,1566020230224001,,2,S:8AM-8PM,30189,02,,,,1509,8,3,1,169239,,,1,43,2,1,8,8,15AUG23:08:29,8835440102,,,,,,,7814.72513,2023021227weS:8AM-8PM,,0,1566020230224001,03/03/2025
,SPOTTED SEATROUT,2023021227weS:8AM-8PM,2023112271566020230224,2023,6,13,57,12,1566020230224002,1,3.50,,8,0,1,7,287,8,7,2,1,4,2,0,1,0,0,3,,129,,,,O,we,1566020230224,5,,1566020230224001,,2,S:8AM-8PM,30189,02,,,,1513,8,3,1,169239,,,1,14,2,2,8,8,15AUG23:08:29,8835440102,,,,,,,7814.72513,2023021227weS:8AM-8PM,,0,1566020230224002,03/03/2025
,SPOTTED SEATROUT,2023021227weS:8AM-8PM,2023112271566020230224,2023,6,13,57,12,1566020230224003,1,3.50,0.00,0,0,1,7,287,8,7,2,1,4,2,0,1,2,0,3,,129,,,,O,we,1566020230224,5,,1566020230224001,1,2,S:8AM-8PM,30189,02,,,,1513,8,3,1,169239,,,1,14,2,2,8,8,15AUG23:08:29,8835440102,,,,,,,7814.72513,2023021227weS:8AM-8PM,,0,1566020230224003,03/03/2025
,SPOTTED SEATROUT,2023021227weS:8AM-8PM,2023112271566020230224,2023,6,13,287,12,1566020230224004,1,4.00,0.00,12,0,1,7,287,8,7,2,1,2,1,0,0,2,0,3,,129,,,,O,we,1566020230224,5,,1566020230224004,1,2,S:8AM-8PM,31712,02,0,2,,1549,8,3,1,169239,,,1,56,1,1,8,8,15AUG23:08:29,8835440102,,,,,,,5919.1999684,2023021227weS:8AM-8PM,,0,1566020230224004,03/03/2025
,SPOTTED SEATROUT,2023021227weS:8AM-8PM,2023112271566020230224,2023,6,13,287,12,1566020230224005,1,4.00,0.00,12,0,1,7,287,8,7,2,1,2,2,0,1,1,0,3,,129,,,,O,we,1566020230224,5,,1566020230224004,1,2,S:8AM-8PM,31712,02,0,1,,1549,8,3,1,169239,,,2,57,1,1,8,8,15AUG23:08:29,8835440102,,,,,,,5919.1999684,2023021227weS:8AM-8PM,,0,1566020230224005,03/03/2025
,RED DRUM,2023011227weS:8AM-8PM,2023112271574320230108,2023,6,12,69,12,1574320230108001,1,5.00,0.00,24,2,1,7,957,8,7,2,1,2,1,0,0,1,0,3,,17,,,,O,we,1574320230108,3,,1574320230108001,1,2,S:8AM-8PM,34748,01,,,LAKE,1443,8,3,1,169290,,,1,30,2,1,8,8,15AUG23:08:29,8835440901,,,,,,,3667.8816307,2023011227weS:8AM-8PM,,0,1574320230108001,03/03/2025
,RED DRUM,2023011227weS:8AM-8PM,2023112271574320230108,2023,6,12,69,12,1574320230108002,1,5.00,0.00,24,2,1,7,957,8,7,2,1,2,2,0,1,1,0,3,,17,,,,O,we,1574320230108,3,,1574320230108001,1,2,S:8AM-8PM,34748,01,,,LAKE,1445,8,3,1,169290,,,1,34,2,2,8,8,15AUG23:08:29,8835440901,,,,,,,3667.8816307,2023011227weS:8AM-8PM,,0,1574320230108002,03/03/2025
,SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271574320230108,2023,7,12,17,12,1574320230108003,1,5.00,,52,8,1,7,957,8,7,2,1,3,1,0,0,0,0,3,,17,,,,Y,we,1574320230108,3,,1574320230108003,,2,S:8AM-8PM,34428,01,,,CITRUS,1510,8,3,1,169239,,,1,68,2,1,8,8,15AUG23:08:29,8835440102,,,,,,,3667.8816307,2023011227weS:8AM-8PM,,0,1574320230108003,03/03/2025
,SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271574320230108,2023,7,12,17,12,1574320230108004,1,5.00,,52,8,1,7,957,8,7,2,1,3,2,0,1,0,0,3,,17,,,,Y,we,1574320230108,3,,1574320230108003,,2,S:8AM-8PM,34428,01,,,CITRUS,1511,8,3,1,169239,,,1,70,2,2,8,8,15AUG23:08:29,8835440102,,,,,,,3667.8816307,2023011227weS:8AM-8PM,,0,1574320230108004,03/03/2025
,SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271574320230108,2023,7,12,17,12,1574320230108005,1,5.00,0.00,52,8,1,7,957,8,7,2,1,3,2,0,1,1,0,3,,17,,,,Y,we,1574320230108,3,,1574320230108003,1,2,S:8AM-8PM,34428,01,,,CITRUS,1511,8,3,1,169239,,,1,69,2,2,8,8,15AUG23:08:29,8835440102,,,,,,,3667.8816307,2023011227weS:8AM-8PM,,0,1574320230108005,03/03/2025
COMMON SNOOK,RED DRUM,2023011227weS:8AM-8PM,2023112271574320230108,2023,7,12,83,12,1574320230108006,1,8.00,0.00,12,2,1,7,957,8,7,2,1,2,1,0,0,2,0,3,,17,,,,Y,we,1574320230108,3,,1574320230108006,1,2,S:8AM-8PM,34432,01,,,MARION,1621,8,3,1,169290,167648,,1,37,2,1,8,8,15AUG23:08:29,8835440901,8835010105,,,,,,3667.8816307,2023011227weS:8AM-8PM,,0,1574320230108006,03/03/2025
COMMON SNOOK,RED DRUM,2023011227weS:8AM-8PM,2023112271574320230108,2023,7,12,83,12,1574320230108007,1,8.00,0.00,3,2,1,7,957,8,7,2,1,2,2,0,1,3,0,3,,17,,,,Y,we,1574320230108,3,,1574320230108006,1,2,S:8AM-8PM,34476,01,,,MARION,1622,8,3,1,169290,167648,,1,45,2,1,8,8,15AUG23:08:29,8835440901,8835010105,,,,,,3667.8816307,2023011227weS:8AM-8PM,,0,1574320230108007,03/03/2025
,,2023011227weS:8AM-8PM,2023112271574320230108,2023,7,12,17,12,1574320230108010,1,6.00,,12,1,1,7,957,8,7,2,1,1,8,0,0,0,0,3,,17,,,,Y,we,1574320230108,3,,1574320230108010,,2,S:8AM-8PM,34433,01,,,CITRUS,1732,8,3,1,,,,1,30,2,2,8,8,15AUG23:08:29,,,,,,,,8260.8637588,2023011227weS:8AM-8PM,,0,1574320230108010,03/03/2025
,,2023011227weS:8AM-8PM,2023112271574320230116,2023,7,12,105,12,1574320230116001,1,4.00,,52,8,1,7,516,8,7,2,1,3,1,0,0,0,0,3,,17,,,,Y,we,1574320230116,7,,1574320230116001,,2,S:8AM-8PM,33815,01,,,POLK,1206,8,3,1,,,,1,58,2,2,8,8,15AUG23:08:29,,,,,,,,4522.3104419,2023011227weS:8AM-8PM,,0,1574320230116001,03/03/2025
,,2023011227weS:8AM-8PM,2023112271574320230116,2023,7,12,119,12,1574320230116002,1,4.00,,52,8,1,7,516,8,7,2,1,3,2,0,1,0,0,3,,17,,,,Y,we,1574320230116,7,,1574320230116001,,2,S:8AM-8PM,32162,01,,,SUMTER,1207,8,3,1,,,,1,62,2,2,8,8,15AUG23:08:29,,,,,,,,4522.3104419,2023011227weS:8AM-8PM,,0,1574320230116002,03/03/2025
,,2023011227weS:8AM-8PM,2023112271574320230116,2023,6,37,13,12,1574320230116003,1,4.00,,0,0,1,7,516,8,7,2,1,3,2,0,1,0,0,3,,17,,,,O,we,1574320230116,7,,1574320230116001,,2,S:8AM-8PM,99998,01,,,BEAUFORT,1207,8,3,1,,,,1,61,2,1,8,8,15AUG23:08:29,,,,,,,,4522.3104419,2023011227weS:8AM-8PM,,0,1574320230116003,03/03/2025
RED DRUM,SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271574320230116,2023,7,12,17,12,1574320230116004,1,5.00,0.00,10,2,1,7,516,8,7,2,1,2,1,0,0,2,0,3,,17,,,,Y,we,1574320230116,7,,1574320230116004,1,2,S:8AM-8PM,34461,01,,,CITRUS,1503,8,3,1,169239,169290,,1,71,2,1,8,8,15AUG23:08:29,8835440102,8835440901,,,,,,1059.6906125,2023011227weS:8AM-8PM,,0,1574320230116004,03/03/2025
RED DRUM,SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271574320230116,2023,7,12,17,12,1574320230116005,1,5.00,0.00,1,1,1,7,516,8,7,2,1,2,2,0,1,1,0,3,,17,,,,Y,we,1574320230116,7,,1574320230116004,1,2,S:8AM-8PM,34461,01,,,CITRUS,1503,8,3,1,169239,169290,,1,75,2,2,8,8,15AUG23:08:29,8835440102,8835440901,,,,,,1059.6906125,2023011227weS:8AM-8PM,,0,1574320230116005,03/03/2025
SHEEPSHEAD,RED DRUM,2023011227weS:8AM-8PM,2023112271574320230120,2023,7,12,53,12,1574320230120005,1,4.00,0.00,52,8,1,7,495,8,7,2,1,1,8,0,0,1,0,3,,17,,,,Y,we,1574320230120,3,,1574320230120005,1,2,S:8AM-8PM,34613,01,,,HERNANDO,1231,8,3,1,169290,169189,,1,40,2,1,8,8,15AUG23:08:29,8835440901,8835430301,,,,,,1605.6723406,2023011227weS:8AM-8PM,,0,1574320230120005,03/03/2025
,,2023011227weS:8AM-8PM,2023112271574320230121,2023,7,12,53,12,1574320230121005,1,7.00,,24,2,1,7,472,8,7,2,1,2,1,0,0,0,0,3,,17,,,,Y,we,1574320230121,5,,1574320230121005,,2,S:8AM-8PM,34613,01,,,HERNANDO,1229,8,3,1,,,,1,57,2,1,8,8,15AUG23:08:29,,,,,,,,1267.8585045,2023011227weS:8AM-8PM,,0,1574320230121005,03/03/2025
,,2023011227weS:8AM-8PM,2023112271574320230121,2023,7,12,17,12,1574320230121006,1,7.00,,52,4,1,7,472,8,7,2,1,2,2,0,1,0,0,3,,17,,,,Y,we,1574320230121,5,,1574320230121005,,2,S:8AM-8PM,99998,01,,,CITRUS,1230,8,3,1,,,,1,52,2,2,8,8,15AUG23:08:29,,,,,,,,1267.8585045,2023011227weS:8AM-8PM,,0,1574320230121006,03/03/2025
