PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DATE1,DIST,MODE2001,AREA_NC,COMPFLAG,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,SPOTTED SEATROUT,200567228712we,1524420051211571334,2005,7,22,63,22,57,1334,8,7,4,5,7,0,11,3,1,0,2,0,1,1,2,2,1524420051211008,7,6,3,,,,N,,1524420051211,,12,we,1524420051211007,1,,,,1610,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,759.21196146,200567228712we,,0,1524420051211007,8,70706,03/03/2025
,SPOTTED SEATROUT,200567228712we,1524420051211571334,2005,7,22,57,22,57,1334,8,7,4,5,0.5,0,300,40,1,1,1,0,0,0,2,1,1524420051211009,7,6,2,,,,Y,,1524420051211,,12,we,1524420051211009,1,,,LAFOURCHE,1625,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,952.91974418,200567228712we,,0,1524420051211009,8,70345,03/03/2025
,SPOTTED SEATROUT,200567228712we,1524420051211571334,2005,7,22,57,22,57,1334,8,7,4,5,0.5,,30,2,1,1,0,0,0,1,2,2,1524420051211010,7,6,2,,,,Y,,1524420051211,,12,we,1524420051211009,,,,LAFOURCHE,1630,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,952.91974418,200567228712we,,0,1524420051211010,8,70345,03/03/2025
,SPOTTED SEATROUT,200567228712we,152442005121857524,2005,7,22,57,22,57,524,8,7,4,5,1,,100,4,1,1,0,0,0,0,2,1,1524420051218001,7,6,2,,,,Y,,1524420051218,,12,we,1524420051218001,,,,LAFOURCHE,1017,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,1032.9270182,200567228712we,,0,1524420051218001,8,70354,03/03/2025
SPOTTED SEATROUT,RED DRUM,200567228712we,152442005121857524,2005,7,22,57,22,57,524,8,7,4,5,0.5,,75,5,1,1,0,0,0,1,2,2,1524420051218002,7,6,2,,,,Y,,1524420051218,,12,we,1524420051218001,,,,LAFOURCHE,1024,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,8835440102,1032.9270182,200567228712we,,0,1524420051218002,8,70354,03/03/2025
,,200567228712we,152442005121857524,2005,7,22,51,22,57,524,8,7,4,5,2.5,0,300,20,2,2,2,1,0,0,2,1,1524420051218003,7,6,1,,,,Y,,1524420051218,,12,we,1524420051218003,1,50,0,JEFFERSON,1340,8,1,1,2,2,2,,20JAN200610:42,8,,,,,,,,1032.9270182,200567228712we,,0,1524420051218003,8,70072,03/03/2025
,,200567228712we,152442005121857524,2005,7,22,51,22,57,524,8,7,4,5,2.5,0,25,20,1,0,2,0,1,1,2,2,1524420051218004,7,6,3,,,,Y,,1524420051218,,12,we,1524420051218003,1,,,JEFFERSON,1350,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1032.9270182,200567228712we,,0,1524420051218003,8,70072,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,4,0,30,2,1,1,2,0,0,0,2,1,1524820051203001,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203001,1,0,15,JEFFERSON,1100,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203001,8,70053,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,4,0,25,2,1,1,2,0,0,1,2,2,1524820051203002,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203001,1,0,15,JEFFERSON,1105,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203002,8,70053,03/03/2025
,,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,2,,3,0,1,1,0,0,0,0,2,1,1524820051203003,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203003,,,,JEFFERSON,1145,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,246.00871427,200567228712we,,0,1524820051203003,8,70072,03/03/2025
,,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,2,,3,0,1,1,0,0,0,1,2,2,1524820051203004,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203003,,,,JEFFERSON,1150,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,246.00871427,200567228712we,,0,1524820051203004,8,70072,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,75,22,75,73,8,7,4,5,3.5,0,50,10,1,2,1,5,0,0,2,1,1524820051203005,7,6,1,,,,Y,,1524820051203,,12,we,1524820051203005,1,30,0,PLAQUEMINES,1200,8,1,1,2,1,2,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203005,8,70037,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,3.5,0,50,10,1,0,1,0,1,1,2,2,1524820051203006,7,6,3,,,,Y,,1524820051203,,12,we,1524820051203005,1,,,JEFFERSON,1205,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203005,8,70072,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,75,22,75,73,8,7,4,5,6,0,20,0,1,1,1,2,0,0,2,1,1524820051203007,7,6,1,,,,Y,,1524820051203,,12,we,1524820051203007,1,1,0,PLAQUEMINES,1210,8,1,1,8,1,1,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203007,8,70037,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,75,22,75,73,8,7,4,5,6,,20,0,1,1,0,0,0,1,2,2,1524820051203008,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203007,,,,PLAQUEMINES,1215,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203008,8,70037,03/03/2025
RED DRUM,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,2,0,15,0,1,2,1,1,0,0,2,1,1524820051203009,7,6,1,,,,Y,,1524820051203,,12,we,1524820051203009,1,6,0,JEFFERSON,1220,8,1,1,2,2,2,,20JAN200610:42,8,,,,,,8835440102,8835440901,246.00871427,200567228712we,,0,1524820051203009,8,70058,03/03/2025
RED DRUM,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,2,0,15,0,1,0,1,0,1,1,2,2,1524820051203010,7,6,3,,,,Y,,1524820051203,,12,we,1524820051203009,1,,,JEFFERSON,1225,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440102,8835440901,246.00871427,200567228712we,,0,1524820051203009,8,70058,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,75,22,75,73,8,7,4,5,5,0,18,6,1,1,5,0,0,0,2,1,1524820051203011,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203011,1,0,6,PLAQUEMINES,1230,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203011,8,70037,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,87,22,75,73,8,7,4,5,5,0,3,0,1,1,2,0,0,1,2,2,1524820051203012,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203011,1,,,ST BERNARD,1235,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203012,8,70043,03/03/2025
,RED DRUM,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,4,0,4,0,1,1,2,0,0,0,2,1,1524820051203013,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203013,1,,,JEFFERSON,1240,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,,246.00871427,200567228712we,,0,1524820051203013,8,70065,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,95,22,75,73,8,7,4,5,4,0,15,0,1,1,1,0,0,1,2,2,1524820051203014,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203013,1,,,ST JOHN THE BAPTIST,1245,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203014,8,70068,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,89,22,75,73,8,7,4,5,2,0,2,0,1,1,5,0,0,0,3,1,1524820051203015,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203015,1,0,2,ST CHARLES,1250,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203015,8,99998,03/03/2025
,,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,2,0,5,0,1,1,5,0,0,1,3,2,1524820051203016,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203015,1,0,2,JEFFERSON,1255,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,246.00871427,200567228712we,,0,1524820051203016,8,70001,03/03/2025
,,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,2,0,6,0,1,1,4,0,0,1,3,2,1524820051203017,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203015,1,0,1,JEFFERSON,1300,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,,,246.00871427,200567228712we,,0,1524820051203017,8,70003,03/03/2025
,,200567228712we,15248200512037573,2005,7,22,89,22,75,73,8,7,4,5,4,0,8,2,1,1,3,0,0,0,2,1,1524820051203018,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203018,1,,,ST CHARLES,1305,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,246.00871427,200567228712we,,0,1524820051203018,8,70070,03/03/2025
,,200567228712we,15248200512037573,2005,7,22,89,22,75,73,8,7,4,5,4,0,3,1,1,1,3,0,0,1,2,2,1524820051203019,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203018,1,,,ST CHARLES,1310,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,,,246.00871427,200567228712we,,0,1524820051203019,8,70070,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,75,22,75,73,8,7,4,5,5,0,30,0,1,1,5,0,0,0,3,1,1524820051203020,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203020,1,0,15,PLAQUEMINES,1320,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,369.0130714,200567228712we,,0,1524820051203020,8,70037,03/03/2025
,RED DRUM,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,5,0,40,0,1,1,5,0,0,1,3,2,1524820051203021,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203020,1,0,15,JEFFERSON,1325,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,,369.0130714,200567228712we,,0,1524820051203021,8,70056,03/03/2025
RED DRUM,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,2,,8,0,1,1,0,0,0,0,1,8,1524820051203023,7,6,2,,,,Y,,1524820051203,,12,we,1524820051203023,,,,JEFFERSON,1400,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,8835440901,246.00871427,200567228712we,,0,1524820051203023,8,70002,03/03/2025
,,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,3,0,25,5,1,3,0,3,0,0,3,1,1524820051203024,7,6,1,,,,Y,,1524820051203,,12,we,1524820051203024,1,1,0,JEFFERSON,1410,8,1,1,2,1,2,,20JAN200610:42,8,,,,,,,,738.0261428,200567228712we,,0,1524820051203024,8,70056,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,75,22,75,73,8,7,4,5,6,0,6,0,1,3,1,7,0,0,3,1,1524820051203025,7,6,1,,,,Y,,1524820051203,,12,we,1524820051203025,1,13,0,PLAQUEMINES,1430,8,1,1,2,1,2,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203025,8,70037,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,6,0,6,0,1,0,1,0,1,1,3,2,1524820051203026,7,6,3,,,,Y,,1524820051203,,12,we,1524820051203025,1,,,JEFFERSON,1435,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203025,8,70056,03/03/2025
,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,6,0,6,0,1,0,1,0,1,1,3,2,1524820051203027,7,6,3,,,,Y,,1524820051203,,12,we,1524820051203025,1,,,JEFFERSON,1440,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440102,,246.00871427,200567228712we,,0,1524820051203025,8,70058,03/03/2025
,RED DRUM,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,5,0,50,1,1,2,2,3,0,0,2,1,1524820051203028,7,6,1,,,,Y,,1524820051203,,12,we,1524820051203028,1,,,JEFFERSON,1530,8,1,1,2,2,2,,20JAN200610:42,8,,,,,,8835440901,,246.00871427,200567228712we,,0,1524820051203028,8,70056,03/03/2025
,,200567228712we,15248200512037573,2005,7,22,71,22,75,73,8,7,4,5,5,0,3,0,1,0,1,0,1,1,2,2,1524820051203029,7,6,3,,,,Y,,1524820051203,,12,we,1524820051203028,1,,,ORLEANS,1535,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,,,246.00871427,200567228712we,,0,1524820051203028,8,70131,03/03/2025
RED DRUM,SPOTTED SEATROUT,200567228712we,15248200512037573,2005,7,22,51,22,75,73,8,7,4,5,3,0,12,0,1,1,0,3,0,0,1,8,1524820051203030,7,6,1,,,,Y,,1524820051203,,12,we,1524820051203030,1,3,0,JEFFERSON,1545,8,1,1,8,1,1,,20JAN200610:42,8,,,,,,8835440102,8835440901,246.00871427,200567228712we,,0,1524820051203030,8,70056,03/03/2025
,SPOTTED SEATROUT,200567228711we,15256200511195171,2005,7,22,51,22,51,71,8,7,4,5,5,0,25,1,1,1,1,0,0,0,2,1,1525620051119001,7,6,2,,,,Y,,1525620051119,,11,we,1525620051119001,1,,,JEFFERSON,1500,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440102,,1305.9677121,200567228711we,,0,1525620051119001,8,70001,03/03/2025
,SPOTTED SEATROUT,200567228711we,15256200511195171,2005,7,22,51,22,51,71,8,7,4,5,5,0,0,0,1,1,1,0,0,1,2,2,1525620051119002,7,6,2,,,,Y,,1525620051119,,11,we,1525620051119001,1,,,JEFFERSON,1308,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440102,,1305.9677121,200567228711we,,0,1525620051119002,8,70003,03/03/2025
,SPOTTED SEATROUT,200567228711we,15256200511195171,2005,7,22,51,22,51,71,8,7,4,5,4,0,0,0,1,2,1,6,0,0,2,1,1525620051119003,7,6,1,,,,Y,,1525620051119,,11,we,1525620051119003,1,6,0,JEFFERSON,1415,8,1,1,2,2,2,,03JAN200608:24,8,,,,,,8835440102,,1305.9677121,200567228711we,,0,1525620051119003,8,70006,03/03/2025
,SPOTTED SEATROUT,200567228711we,15256200511195171,2005,7,22,51,22,51,71,8,7,4,5,4,0,0,0,1,0,1,0,1,1,2,2,1525620051119004,7,6,3,,,,Y,,1525620051119,,11,we,1525620051119003,1,,,JEFFERSON,1420,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440102,,1305.9677121,200567228711we,,0,1525620051119003,8,70006,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,57,22,109,244,8,7,4,5,3,0,10,5,1,2,1,9,0,0,2,1,1529820051105001,7,6,1,,,,Y,,1529820051105,,11,we,1529820051105001,1,5,0,LAFOURCHE,1015,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,8835440102,,1076.1727155,200567228711we,,0,1529820051105001,8,70394,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,57,22,109,244,8,7,4,5,3,0,10,5,1,0,1,0,1,1,2,2,1529820051105002,7,6,3,,,,Y,,1529820051105,,11,we,1529820051105001,1,,,LAFOURCHE,1030,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440102,,1076.1727155,200567228711we,,0,1529820051105001,8,70394,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,109,22,109,244,8,7,4,5,4.5,0,30,8,1,3,1,1,0,0,3,1,1529820051105003,7,6,1,,,,Y,,1529820051105,,11,we,1529820051105003,1,39,0,TERREBONNE,1050,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,8835440102,,1076.1727155,200567228711we,,0,1529820051105003,8,70360,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,63,22,109,244,8,7,4,5,4.5,0,1,0,1,0,1,0,1,1,3,2,1529820051105004,7,6,3,,,,N,,1529820051105,,11,we,1529820051105003,1,,,,1057,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440102,,857.41029418,200567228711we,,0,1529820051105003,8,70785,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,63,22,109,244,8,7,4,5,4.5,0,1,0,1,0,1,0,1,1,3,2,1529820051105005,7,6,3,,,,N,,1529820051105,,11,we,1529820051105003,1,,,,1104,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440102,,857.41029418,200567228711we,,0,1529820051105003,8,70785,03/03/2025
BLACK DRUM,RED DRUM,200567228711we,1529820051105109244,2005,7,22,109,22,109,244,8,7,4,5,4,0,60,4,1,2,2,3,0,0,2,1,1529820051105006,7,6,1,,,,Y,,1529820051105,,11,we,1529820051105006,1,,,TERREBONNE,1110,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,8835440901,8835440801,1076.1727155,200567228711we,,0,1529820051105006,8,70363,03/03/2025
BLACK DRUM,RED DRUM,200567228711we,1529820051105109244,2005,7,22,57,22,109,244,8,7,4,5,4,0,7,3,1,0,3,0,1,1,2,2,1529820051105007,7,6,3,,,,Y,,1529820051105,,11,we,1529820051105006,1,,,LAFOURCHE,1115,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440901,8835440801,1076.1727155,200567228711we,,0,1529820051105006,8,70394,03/03/2025
,,200567228711we,1529820051105109244,2005,7,28,89,22,109,244,8,7,4,5,4,0,11,0,2,3,4,2,0,0,3,1,1529820051105008,7,6,1,,,,O,,1529820051105,,11,we,1529820051105008,1,,,,1119,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,,,1575.7752171,200567228711we,,0,1529820051105008,8,39071,03/03/2025
,,200567228711we,1529820051105109244,2005,7,22,57,22,109,244,8,7,4,5,4,0,10,0,1,0,4,0,1,1,3,2,1529820051105009,7,6,3,,,,Y,,1529820051105,,11,we,1529820051105008,1,,,LAFOURCHE,1123,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,,,1076.1727155,200567228711we,,0,1529820051105008,8,99998,03/03/2025
,,200567228711we,1529820051105109244,2005,7,28,89,22,109,244,8,7,4,5,4,0,1,0,2,0,2,0,1,1,3,2,1529820051105010,7,6,3,,,,O,,1529820051105,,11,we,1529820051105008,1,,,,1128,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,,,1575.7752171,200567228711we,,0,1529820051105008,8,39071,03/03/2025
RED DRUM,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,57,22,109,244,8,7,4,5,4.5,0,25,1,1,2,2,3,0,0,2,1,1529820051105011,7,6,1,,,,Y,,1529820051105,,11,we,1529820051105011,1,5,0,LAFOURCHE,1133,8,1,1,2,2,2,,03JAN200608:24,8,,,,,,8835440102,8835440901,1076.1727155,200567228711we,,0,1529820051105011,8,70301,03/03/2025
RED DRUM,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,57,22,109,244,8,7,4,5,4.5,0,12,0,1,0,1,0,1,1,2,2,1529820051105012,7,6,3,,,,Y,,1529820051105,,11,we,1529820051105011,1,,,LAFOURCHE,1137,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440102,8835440901,1076.1727155,200567228711we,,0,1529820051105011,8,70301,03/03/2025
RED DRUM,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,5,22,109,244,8,7,4,5,4.5,0,0,0,1,1,2,0,0,0,2,1,1529820051105013,7,6,2,,,,Y,,1529820051105,,11,we,1529820051105013,1,,,ASCENSION,1143,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440102,8835440901,1076.1727155,200567228711we,,0,1529820051105013,8,70737,03/03/2025
RED DRUM,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,5,22,109,244,8,7,4,5,4.5,0,0,0,1,1,1,0,0,1,2,2,1529820051105014,7,6,2,,,,Y,,1529820051105,,11,we,1529820051105013,1,,,ASCENSION,1147,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440102,8835440901,1076.1727155,200567228711we,,0,1529820051105014,8,70737,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,93,22,109,244,8,7,4,5,5,0,12,6,1,1,3,0,0,0,2,1,1529820051105015,7,6,2,,,,Y,,1529820051105,,11,we,1529820051105015,1,,,ST JAMES,1153,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440102,,1076.1727155,200567228711we,,0,1529820051105015,8,70090,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,93,22,109,244,8,7,4,5,5,0,12,6,1,1,4,0,0,1,2,2,1529820051105016,7,6,2,,,,Y,,1529820051105,,11,we,1529820051105015,1,,,ST JAMES,1157,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440102,,1076.1727155,200567228711we,,0,1529820051105016,8,70090,03/03/2025
,,200567228711we,1529820051105109244,2005,7,22,93,22,109,244,8,7,4,5,5,0,8,4,1,2,2,4,0,0,2,1,1529820051105017,7,6,1,,,,Y,,1529820051105,,11,we,1529820051105017,1,1,0,ST JAMES,1210,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,,,1076.1727155,200567228711we,,0,1529820051105017,8,70090,03/03/2025
,,200567228711we,1529820051105109244,2005,7,22,57,22,109,244,8,7,4,5,5,0,3,0,1,0,2,0,1,1,2,2,1529820051105018,7,6,3,,,,Y,,1529820051105,,11,we,1529820051105017,1,,,LAFOURCHE,1215,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,,,1076.1727155,200567228711we,,0,1529820051105017,8,70301,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,57,22,109,244,8,7,4,5,5,0,4,0,1,2,1,1,0,0,2,1,1529820051105019,7,6,1,,,,Y,,1529820051105,,11,we,1529820051105019,1,50,0,LAFOURCHE,1221,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,8835440102,,1076.1727155,200567228711we,,0,1529820051105019,8,70301,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051105109244,2005,7,22,57,22,109,244,8,7,4,5,5,0,4,0,1,0,1,0,1,1,2,2,1529820051105020,7,6,3,,,,Y,,1529820051105,,11,we,1529820051105019,1,,,LAFOURCHE,1225,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440102,,1076.1727155,200567228711we,,0,1529820051105019,8,70301,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051112571334,2005,7,22,57,22,57,1334,8,7,4,5,3,0,4,2,1,3,1,3,0,0,3,1,1529820051112001,7,6,1,,,,Y,,1529820051112,,11,we,1529820051112001,1,39,0,LAFOURCHE,1104,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,8835440102,,477.37792894,200567228711we,,0,1529820051112001,8,70374,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051112571334,2005,7,22,57,22,57,1334,8,7,4,5,3,0,4,2,1,0,1,0,1,1,3,2,1529820051112002,7,6,3,,,,Y,,1529820051112,,11,we,1529820051112001,1,,,LAFOURCHE,1110,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440102,,477.37792894,200567228711we,,0,1529820051112001,8,70374,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051112571334,2005,7,22,57,22,57,1334,8,7,4,5,3,0,120,7,1,0,1,0,1,1,3,2,1529820051112003,7,6,3,,,,Y,,1529820051112,,11,we,1529820051112001,1,0,5,LAFOURCHE,1115,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440102,,477.37792894,200567228711we,,0,1529820051112001,8,70374,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051112571334,2005,7,22,57,22,57,1334,8,7,4,5,5,0,50,1,2,2,3,2,0,0,2,1,1529820051112004,7,6,1,,,,Y,,1529820051112,,11,we,1529820051112004,1,,,LAFOURCHE,1152,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,8835440102,,477.37792894,200567228711we,,0,1529820051112004,8,70374,03/03/2025
,SPOTTED SEATROUT,200567228711we,1529820051112571334,2005,7,22,57,22,57,1334,8,7,4,5,5,0,30,0,2,0,3,0,1,1,2,2,1529820051112005,7,6,3,,,,Y,,1529820051112,,11,we,1529820051112004,1,,,LAFOURCHE,1157,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440102,,477.37792894,200567228711we,,0,1529820051112004,8,70374,03/03/2025
,,200567228711we,1529820051112571334,2005,7,22,57,22,57,1334,8,7,4,5,6,0,0,0,1,3,1,12,0,0,3,1,1529820051112006,7,6,1,,,,Y,,1529820051112,,11,we,1529820051112006,1,12,0,LAFOURCHE,1225,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,,,477.37792894,200567228711we,,0,1529820051112006,8,70374,03/03/2025
,,200567228711we,1529820051112571334,2005,7,22,57,22,57,1334,8,7,4,5,6,0,3,0,1,0,1,0,1,1,3,2,1529820051112007,7,6,3,,,,Y,,1529820051112,,11,we,1529820051112006,1,,,LAFOURCHE,1235,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,,,477.37792894,200567228711we,,0,1529820051112006,8,70374,03/03/2025
,,200567228711we,1529820051112571334,2005,7,22,57,22,57,1334,8,7,4,5,6,0,12,0,1,0,1,0,1,1,3,2,1529820051112008,7,6,3,,,,Y,,1529820051112,,11,we,1529820051112006,1,,,LAFOURCHE,1244,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,,,477.37792894,200567228711we,,0,1529820051112006,8,70374,03/03/2025
,,200567228711we,1529820051112571334,2005,7,22,5,22,57,1334,8,7,4,5,6,,0,0,1,1,0,0,0,0,2,1,1529820051112009,7,6,2,,,,Y,,1529820051112,,11,we,1529820051112009,,,,ASCENSION,1255,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,,,477.37792894,200567228711we,,0,1529820051112009,8,70774,03/03/2025
