PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,PRIM1,PRIM2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DATE1,DIST,MODE2001,AREA_NC,MUNI_RES,MUNI_TRP,TSN1,TSN2,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
RED SNAPPER,SEA BASS FAMILY,200527121504we,153302005042391692,2005,6,13,247,12,91,692,7,5,1,4,2,0,0,0,1,0,1,0,1,1,15,2,1533020050423005,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423001,1,,,,1218,8835020000,8835360107,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,168853,27.377577018,200527121504we,,0,1533020050423001,1,99998,03/03/2025
RED SNAPPER,SEA BASS FAMILY,200527121504we,153302005042391692,2005,6,13,151,12,91,692,7,5,1,4,2,0,6,0,1,0,1,0,1,1,15,2,1533020050423006,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423001,1,,,,1219,8835020000,8835360107,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,168853,27.377577018,200527121504we,,0,1533020050423001,1,30252,03/03/2025
,SEA BASS FAMILY,200527121504we,153302005042391692,2005,7,12,123,12,91,692,7,5,1,4,2,0,100,18,2,0,1,0,1,1,15,2,1533020050423007,7,2,3,1,,,Y,1,1533020050423,,04,we,1533020050423001,1,,,TAYLOR,1220,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,22.083845691,200527121504we,,0,1533020050423001,1,32359,03/03/2025
,SEA BASS FAMILY,200527121504we,153302005042391692,2005,7,12,123,12,91,692,7,5,1,4,2,0,100,18,2,0,1,0,1,1,15,2,1533020050423008,7,2,3,1,,,Y,1,1533020050423,,04,we,1533020050423001,1,,,TAYLOR,1221,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,22.083845691,200527121504we,,0,1533020050423001,1,32359,03/03/2025
,,200527121504we,153302005042391692,2005,6,13,135,12,91,692,7,5,1,4,2,0,0,0,1,0,1,0,1,1,15,2,1533020050423009,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423001,1,,,,1222,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,27.377577018,200527121504we,,0,1533020050423001,1,30024,03/03/2025
,,200527121504we,153302005042391692,2005,6,13,135,12,91,692,7,5,1,4,2,,0,0,1,0,0,0,1,1,15,2,1533020050423010,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423001,,,,,1223,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,27.377577018,200527121504we,,0,1533020050423001,1,30039,03/03/2025
,,200527121504we,153302005042391692,2005,6,13,247,12,91,692,7,5,1,4,2,0,0,0,1,1,1,0,0,1,15,2,1533020050423011,7,2,2,1,,,O,1,1533020050423,,04,we,1533020050423001,1,,,,1224,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,27.377577018,200527121504we,,0,1533020050423011,1,30012,03/03/2025
,RED SNAPPER,200527121504we,153302005042391692,2005,0,16,77,12,91,692,7,5,1,4,3,0,7,2,1,12,2,22,0,0,12,1,1533020050423012,7,2,1,1,,,O,1,1533020050423,,04,we,1533020050423012,1,2,0,,1322,8835360107,,4,1,1,2,2,2,,18MAY200509:49,4,,,,,168853,,28.709007562,200527121504we,,0,1533020050423012,1,99998,03/03/2025
,,200527121504we,153302005042391692,2005,7,1,73,12,91,692,7,5,1,4,3,0,3,0,1,0,3,0,1,1,12,2,1533020050423013,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423012,1,,,,1323,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,28.709007562,200527121504we,,0,1533020050423012,1,35022,03/03/2025
,SEA BASS FAMILY,200527121504we,153302005042391692,2005,7,1,73,12,91,692,7,5,1,4,3,0,1,0,1,0,3,0,1,1,12,2,1533020050423014,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423012,1,,,,1324,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,28.709007562,200527121504we,,0,1533020050423012,1,35205,03/03/2025
,SEA BASS FAMILY,200527121504we,153302005042391692,2005,7,1,117,12,91,692,7,5,1,4,3,0,3,0,1,0,3,0,1,1,12,2,1533020050423015,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423012,1,,,,1325,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,28.709007562,200527121504we,,0,1533020050423012,1,35185,03/03/2025
,,200527121504we,153302005042391692,2005,7,1,117,12,91,692,7,5,1,4,3,0,0,0,1,0,2,0,1,1,12,2,1533020050423016,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423012,1,,,,1326,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,28.709007562,200527121504we,,0,1533020050423012,1,35185,03/03/2025
,,200527121504we,153302005042391692,2005,7,1,117,12,91,692,7,5,1,4,3,0,0,0,1,0,1,0,1,1,12,2,1533020050423017,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423012,1,,,,1327,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,28.709007562,200527121504we,,0,1533020050423012,1,35185,03/03/2025
,,200527121504we,153302005042391692,2005,7,1,117,12,91,692,7,5,1,4,3,0,0,0,1,0,2,0,1,1,12,2,1533020050423018,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423012,1,,,,1328,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,28.709007562,200527121504we,,0,1533020050423012,1,35178,03/03/2025
,,200527121504we,153302005042391692,2005,7,1,117,12,91,692,7,5,1,4,3,0,0,0,1,0,2,0,1,1,12,2,1533020050423019,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423012,1,,,,1329,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,28.709007562,200527121504we,,0,1533020050423012,1,35185,03/03/2025
,SEA BASS FAMILY,200527121504we,153302005042391692,2005,6,13,63,12,91,692,7,5,1,4,4,0,0,0,1,6,2,16,0,0,6,1,1533020050423020,7,2,1,1,,,O,1,1533020050423,,04,we,1533020050423020,1,6,0,,1857,8835020000,,4,1,1,2,1,2,,18MAY200509:49,4,,,,,167674,,23.827095568,200527121504we,,0,1533020050423020,1,30237,03/03/2025
,SEA BASS FAMILY,200527121504we,153302005042391692,2005,0,21,9,12,91,692,7,5,1,4,4,0,0,0,1,0,2,0,1,1,6,2,1533020050423021,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423020,1,,,,1858,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,23.827095568,200527121504we,,0,1533020050423020,1,42141,03/03/2025
,SEA BASS FAMILY,200527121504we,153302005042391692,2005,6,13,9,12,91,692,7,5,1,4,4,0,0,0,2,0,2,0,1,1,6,2,1533020050423022,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423020,1,,,,1859,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,23.827095568,200527121504we,,0,1533020050423020,1,31061,03/03/2025
,SEA BASS FAMILY,200527121504we,153302005042391692,2005,6,13,63,12,91,692,7,5,1,4,4,0,0,0,1,0,1,0,1,1,6,2,1533020050423023,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423020,1,,,,1900,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,23.827095568,200527121504we,,0,1533020050423020,1,30237,03/03/2025
,SEA BASS FAMILY,200527121504we,153302005042391692,2005,6,13,63,12,91,692,7,5,1,4,4,0,0,0,1,0,2,0,1,1,6,2,1533020050423024,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423020,1,,,,1901,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,23.827095568,200527121504we,,0,1533020050423020,1,30238,03/03/2025
,,200527121504we,153302005042391692,2005,6,13,231,12,91,692,7,5,1,4,4,0,12,0,1,0,2,0,1,1,6,2,1533020050423025,7,2,3,1,,,O,1,1533020050423,,04,we,1533020050423020,1,,,,1902,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,23.827095568,200527121504we,,0,1533020050423020,1,30292,03/03/2025
,RED SNAPPER,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,0,12,3,1,6,3,27,0,0,6,1,1533020050425001,7,2,1,1,,,Y,1,1533020050425,,04,wd,1533020050425001,1,4,0,OKALOOSA,1339,8835360107,,4,1,1,2,2,2,,18MAY200509:49,4,,,,,168853,,18.061264762,200527121504wd,,0,1533020050425001,1,32547,03/03/2025
,RED SNAPPER,200527121504wd,153302005042591693,2005,7,12,73,12,91,693,7,5,1,4,4,0,1,0,1,0,3,0,1,1,6,2,1533020050425002,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425001,1,,,LEON,1340,8835360107,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,168853,,18.061264762,200527121504wd,,0,1533020050425001,1,32301,03/03/2025
,RED SNAPPER,200527121504wd,153302005042591693,2005,7,12,5,12,91,693,7,5,1,4,4,0,1,0,1,0,3,0,1,1,6,2,1533020050425003,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425001,1,,,BAY,1341,8835360107,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,168853,,18.061264762,200527121504wd,,0,1533020050425001,1,32404,03/03/2025
,RED SNAPPER,200527121504wd,153302005042591693,2005,0,17,31,12,91,693,7,5,1,4,4,0,1,0,1,0,3,0,1,1,6,2,1533020050425004,7,2,3,1,,,O,1,1533020050425,,04,wd,1533020050425001,1,,,,1342,8835360107,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,168853,,22.390740906,200527121504wd,,0,1533020050425001,1,60091,03/03/2025
,RED SNAPPER,200527121504wd,153302005042591693,2005,6,13,67,12,91,693,7,5,1,4,4,0,1,0,1,0,3,0,1,1,6,2,1533020050425005,7,2,3,1,,,O,1,1533020050425,,04,wd,1533020050425001,1,,,,1343,8835360107,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,168853,,22.390740906,200527121504wd,,0,1533020050425001,1,30080,03/03/2025
,RED SNAPPER,200527121504wd,153302005042591693,2005,7,12,73,12,91,693,7,5,1,4,4,0,0,0,1,0,2,0,1,1,6,2,1533020050425006,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425001,1,0,11,LEON,1344,8835360107,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,168853,,18.061264762,200527121504wd,,0,1533020050425001,1,32301,03/03/2025
,,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,0,40,0,1,14,1,50,0,0,14,1,1533020050425007,7,2,1,1,,,Y,1,1533020050425,,04,wd,1533020050425007,1,5,0,OKALOOSA,1445,,,4,1,1,2,2,2,,18MAY200509:49,4,,,,,,,27.023702319,200527121504wd,,0,1533020050425007,1,32539,03/03/2025
,,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,0,0,0,1,0,1,0,1,1,14,2,1533020050425008,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425007,1,,,OKALOOSA,1446,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,27.023702319,200527121504wd,,0,1533020050425007,1,32539,03/03/2025
,SEA BASS FAMILY,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,0,70,10,1,0,2,0,1,1,14,2,1533020050425009,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425007,1,,,OKALOOSA,1447,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,27.023702319,200527121504wd,,0,1533020050425007,1,32539,03/03/2025
,,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,,4,0,1,0,0,0,1,1,14,2,1533020050425010,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425007,,,,OKALOOSA,1448,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,27.023702319,200527121504wd,,0,1533020050425007,1,32536,03/03/2025
,SEA BASS FAMILY,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,,100,20,1,0,0,0,1,1,14,2,1533020050425011,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425007,,,,OKALOOSA,1449,8835020000,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,,27.023702319,200527121504wd,,0,1533020050425007,1,32539,03/03/2025
,,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,,3,0,1,0,0,0,1,1,14,2,1533020050425012,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425007,,,,OKALOOSA,1450,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,27.023702319,200527121504wd,,0,1533020050425007,1,32539,03/03/2025
,,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,0,1,0,1,0,1,0,1,1,14,2,1533020050425013,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425007,1,,,OKALOOSA,1451,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,27.023702319,200527121504wd,,0,1533020050425007,1,32539,03/03/2025
,,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,0,30,2,1,0,1,0,1,1,14,2,1533020050425014,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425007,1,,,OKALOOSA,1452,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,27.023702319,200527121504wd,,0,1533020050425007,1,32536,03/03/2025
,RED SNAPPER,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,4,0,2,0,1,0,2,0,1,1,14,2,1533020050425015,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425007,1,,,OKALOOSA,1453,8835360107,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,168853,,27.023702319,200527121504wd,,0,1533020050425007,1,32536,03/03/2025
,,200527121504wd,153302005042591693,2005,7,28,15,12,91,693,7,5,1,4,6,0,1,1,1,4,3,28,0,0,4,1,1533020050425016,7,2,1,1,,,O,1,1533020050425,,04,wd,1533020050425016,1,5,0,,1637,,,4,1,1,2,1,2,,18MAY200509:49,4,,,,,,,22.390740906,200527121504wd,,0,1533020050425016,1,99998,03/03/2025
,,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,6,0,1,1,1,0,3,0,1,1,4,2,1533020050425017,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425016,1,,,OKALOOSA,1638,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,18.061264762,200527121504wd,,0,1533020050425016,1,32541,03/03/2025
,,200527121504wd,153302005042591693,2005,7,12,91,12,91,693,7,5,1,4,6,0,1,1,1,0,3,0,1,1,4,2,1533020050425018,7,2,3,1,,,Y,1,1533020050425,,04,wd,1533020050425016,1,,,OKALOOSA,1639,,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,,,18.061264762,200527121504wd,,0,1533020050425016,1,32541,03/03/2025
,,200527121504wd,153302005042591693,2005,7,28,47,12,91,693,7,5,1,4,6,0,1,1,1,0,3,0,1,1,4,2,1533020050425019,7,2,3,1,,,O,1,1533020050425,,04,wd,1533020050425016,1,,,HARRISON,1640,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,22.390740906,200527121504wd,,0,1533020050425016,1,99998,03/03/2025
RED GROUPER,GAG,200527121504wd,1533520050428123831,2005,6,13,17,12,123,831,7,5,1,4,6,0,3,3,1,4,1,21,0,0,5,1,1533520050428016,7,2,1,2,,,O,2,1533520050428,,04,wd,1533520050428016,1,1,0,,1715,8835020501,8835020408,4,1,1,2,1,2,,18MAY200509:49,4,,,,,167759,167702,173.61596384,200527121504wd,,0,1533520050428016,1,31750,03/03/2025
RED GROUPER,GAG,200527121504wd,1533520050428123831,2005,6,37,147,12,123,831,7,5,1,4,6,0,0,0,1,0,1,0,1,1,5,2,1533520050428017,7,2,3,2,,,O,2,1533520050428,,04,wd,1533520050428016,1,,,PITT,1717,8835020501,8835020408,4,1,1,8,1,8,,18MAY200509:49,4,,,,,167759,167702,173.61596384,200527121504wd,,0,1533520050428016,1,27834,03/03/2025
RED GROUPER,GAG,200527121504wd,1533520050428123831,2005,7,12,73,12,123,831,7,5,1,4,6,0,4,0,1,0,1,0,1,1,5,2,1533520050428018,7,2,3,2,,,Y,2,1533520050428,,04,wd,1533520050428016,1,,,LEON,1719,8835020501,8835020408,4,1,1,8,1,8,,18MAY200509:49,4,,,,,167759,167702,140.04556183,200527121504wd,,0,1533520050428016,1,32317,03/03/2025
RED GROUPER,GAG,200527121504wd,1533520050428123831,2005,7,12,73,12,123,831,7,5,1,4,6,0,3,0,1,0,2,0,1,1,5,2,1533520050428019,7,2,3,2,,,Y,2,1533520050428,,04,wd,1533520050428016,1,,,LEON,1721,8835020501,8835020408,4,1,1,8,1,8,,18MAY200509:49,4,,,,,167759,167702,140.04556183,200527121504wd,,0,1533520050428016,1,32303,03/03/2025
,,200527122503wd,153362005032121240,2005,0,27,163,12,21,240,7,5,1,4,6,0,0,0,1,6,5,9,0,0,7,1,1533620050321001,7,2,1,1,,,O,1,1533620050321,,03,wd,1533620050321001,1,1,0,,1514,,,4,1,1,2,1,2,,20APR200515:29,4,,,,,,,354.24390013,200527122503wd,,0,1533620050321001,2,55082,03/03/2025
,,200527122503wd,153362005032121240,2005,0,27,163,12,21,240,7,5,1,4,6,0,0,0,1,0,5,0,1,1,7,2,1533620050321002,7,2,3,1,,,O,1,1533620050321,,03,wd,1533620050321001,1,,,,1519,,,4,1,1,8,1,8,,20APR200515:29,4,,,,,,,354.24390013,200527122503wd,,0,1533620050321001,2,55082,03/03/2025
,,200527122503wd,153362005032121240,2005,0,27,163,12,21,240,7,5,1,4,6,0,0,0,9,0,5,0,1,1,7,2,1533620050321003,7,2,3,1,,,O,1,1533620050321,,03,wd,1533620050321001,1,,,,1523,,,4,1,1,8,2,8,,20APR200515:29,4,,,,,,,354.24390013,200527122503wd,,0,1533620050321001,2,55082,03/03/2025
,,200527122503wd,153362005032121240,2005,0,27,163,12,21,240,7,5,1,4,6,0,0,0,9,0,5,0,1,1,7,2,1533620050321004,7,2,3,1,,,O,1,1533620050321,,03,wd,1533620050321001,1,,,,1531,,,4,1,1,8,2,8,,20APR200515:29,4,,,,,,,354.24390013,200527122503wd,,0,1533620050321001,2,55082,03/03/2025
,,200527122503wd,153362005032121240,2005,0,27,163,12,21,240,7,5,1,4,6,0,0,0,1,0,5,0,1,1,7,2,1533620050321005,7,2,3,1,,,O,1,1533620050321,,03,wd,1533620050321001,1,,,,1537,,,4,1,1,8,2,8,,20APR200515:29,4,,,,,,,354.24390013,200527122503wd,,0,1533620050321001,2,55082,03/03/2025
,,200527122503wd,153362005032121240,2005,0,55,13,12,21,240,7,5,1,4,6,0,0,0,1,0,5,0,1,1,7,2,1533620050321006,7,2,3,1,,,O,1,1533620050321,,03,wd,1533620050321001,1,,,,1546,,,4,1,1,8,1,8,,20APR200515:29,4,,,,,,,354.24390013,200527122503wd,,0,1533620050321001,2,54830,03/03/2025
SEA BASS FAMILY,SNAPPER FAMILY,200527122503wd,153362005032121240,2005,0,18,3,12,21,240,7,5,1,4,5,0,1,0,1,4,2,8,0,0,4,1,1533620050321007,7,2,1,1,,,O,1,1533620050321,,03,wd,1533620050321007,1,1,0,,1604,8835360000,8835020000,4,1,1,2,1,2,,20APR200515:29,4,,,,,168845,167674,312.71670122,200527122503wd,,0,1533620050321007,2,99998,03/03/2025
SEA BASS FAMILY,SNAPPER FAMILY,200527122503wd,153362005032121240,2005,0,18,3,12,21,240,7,5,1,4,5,0,1,0,8,0,2,0,1,1,4,2,1533620050321008,7,2,3,1,,,O,1,1533620050321,,03,wd,1533620050321007,1,,,,1618,8835360000,8835020000,4,1,1,8,2,8,,20APR200515:29,4,,,,,168845,167674,312.71670122,200527122503wd,,0,1533620050321007,2,46825,03/03/2025
SEA BASS FAMILY,SNAPPER FAMILY,200527122503wd,153362005032121240,2005,7,12,71,12,21,240,7,5,1,4,5,0,24,4,1,0,3,0,1,1,4,2,1533620050321009,7,2,3,1,,,Y,1,1533620050321,,03,wd,1533620050321007,1,,,LEE,1637,8835360000,8835020000,4,1,1,8,1,8,,20APR200515:29,4,,,,,168845,167674,260.37752101,200527122503wd,,0,1533620050321007,2,33931,03/03/2025
SEA BASS FAMILY,SNAPPER FAMILY,200527122503wd,153362005032121240,2005,7,12,71,12,21,240,7,5,1,4,5,0,24,4,8,0,3,0,1,1,4,2,1533620050321010,7,2,3,1,,,Y,1,1533620050321,,03,wd,1533620050321007,1,,,LEE,1642,8835360000,8835020000,4,1,1,8,2,8,,20APR200515:29,4,,,,,168845,167674,260.37752101,200527122503wd,,0,1533620050321007,2,33914,03/03/2025
SNAPPER GENUS,SEA BASS FAMILY,200527122504wd,153362005042121240,2005,7,12,21,12,21,240,7,5,1,4,7,0,2,0,1,5,1,9,0,0,5,1,1533620050421001,7,2,1,1,,,Y,1,1533620050421,,04,wd,1533620050421001,1,10,0,COLLIER,1539,8835020000,8835360100,4,1,1,2,1,2,,18MAY200509:49,4,,,,,167674,168846,175.96177251,200527122504wd,,0,1533620050421001,2,34110,03/03/2025
SNAPPER GENUS,SEA BASS FAMILY,200527122504wd,153362005042121240,2005,7,12,21,12,21,240,7,5,1,4,7,0,12,2,1,0,1,0,1,1,5,2,1533620050421002,7,2,3,1,,,Y,1,1533620050421,,04,wd,1533620050421001,1,,,COLLIER,1545,8835020000,8835360100,4,1,1,8,1,8,,18MAY200509:49,4,,,,,167674,168846,175.96177251,200527122504wd,,0,1533620050421001,2,34110,03/03/2025
SNAPPER GENUS,SEA BASS FAMILY,200527122504wd,153362005042121240,2005,7,12,21,12,21,240,7,5,1,4,7,0,2,0,1,0,3,0,1,1,5,2,1533620050421003,7,2,3,1,,,Y,1,1533620050421,,04,wd,1533620050421001,1,,,COLLIER,1552,8835020000,8835360100,4,1,1,8,1,8,,18MAY200509:49,4,,,,,167674,168846,175.96177251,200527122504wd,,0,1533620050421001,2,34110,03/03/2025
SNAPPER GENUS,SEA BASS FAMILY,200527122504wd,153362005042121240,2005,7,12,21,12,21,240,7,5,1,4,7,0,12,2,1,0,4,0,1,1,5,2,1533620050421004,7,2,3,1,,,Y,1,1533620050421,,04,wd,1533620050421001,1,,,COLLIER,1555,8835020000,8835360100,4,1,1,8,1,8,,18MAY200509:49,4,,,,,167674,168846,175.96177251,200527122504wd,,0,1533620050421001,2,34110,03/03/2025
SNAPPER GENUS,SEA BASS FAMILY,200527122504wd,153362005042121240,2005,7,12,21,12,21,240,7,5,1,4,7,0,12,2,1,0,2,0,1,1,5,2,1533620050421005,7,2,3,1,,,Y,1,1533620050421,,04,wd,1533620050421001,1,,,COLLIER,1558,8835020000,8835360100,4,1,1,8,1,8,,18MAY200509:49,4,,,,,167674,168846,175.96177251,200527122504wd,,0,1533620050421001,2,34110,03/03/2025
,,200527122504wd,153362005042121240,2005,6,12,127,12,21,240,7,5,1,4,4.5,0,0,0,1,5,3,10,0,0,5,1,1533620050421006,7,2,1,1,,,O,1,1533620050421,,04,wd,1533620050421006,1,,,VOLUSIA,1715,,,4,1,1,2,1,2,,18MAY200509:49,4,,,,,,,211.33231789,200527122504wd,,0,1533620050421006,2,32128,03/03/2025
,,200527122504wd,153362005042121240,2005,6,12,127,12,21,240,7,5,1,4,4.5,,0,0,1,0,0,0,1,1,5,2,1533620050421007,7,2,3,1,,,O,1,1533620050421,,04,wd,1533620050421006,,,,VOLUSIA,1719,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,211.33231789,200527122504wd,,0,1533620050421006,2,32128,03/03/2025
,,200527122504wd,153362005042121240,2005,4,25,5,12,21,240,7,5,1,4,4.5,0,1,1,1,0,1,0,1,1,5,2,1533620050421008,7,2,3,1,,,O,1,1533620050421,,04,wd,1533620050421006,1,,,BRISTOL,1725,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,211.33231789,200527122504wd,,0,1533620050421006,2,02048,03/03/2025
,,200527122504wd,153362005042121240,2005,4,25,5,12,21,240,7,5,1,4,4.5,0,0,0,1,0,1,0,1,1,5,2,1533620050421009,7,2,3,1,,,O,1,1533620050421,,04,wd,1533620050421006,1,,,BRISTOL,1727,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,211.33231789,200527122504wd,,0,1533620050421006,2,02048,03/03/2025
,,200527122504wd,153362005042121240,2005,7,12,21,12,21,240,7,5,1,4,4.5,0,1,1,1,0,2,0,1,1,5,2,1533620050421010,7,2,3,1,,,Y,1,1533620050421,,04,wd,1533620050421006,1,,,COLLIER,1729,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,175.96177251,200527122504wd,,0,1533620050421006,2,34112,03/03/2025
,,200527122504wd,153362005042121240,2005,0,17,31,12,21,240,7,5,1,4,4,0,0,0,1,3,2,4,0,0,4,1,1533620050421011,7,2,1,1,,,O,1,1533620050421,,04,wd,1533620050421011,1,,,,1732,,,4,1,1,2,1,2,,18MAY200509:49,4,,,,,,,278.75006633,200527122504wd,,0,1533620050421011,2,60616,03/03/2025
,,200527122504wd,153362005042121240,2005,0,17,31,12,21,240,7,5,1,4,4,0,0,0,1,0,2,0,1,1,4,2,1533620050421012,7,2,3,1,,,O,1,1533620050421,,04,wd,1533620050421011,1,,,,1735,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,278.75006633,200527122504wd,,0,1533620050421011,2,60616,03/03/2025
,,200527122504wd,153362005042121240,2005,7,12,21,12,21,240,7,5,1,4,4,0,0,0,1,0,1,0,1,1,4,2,1533620050421013,7,2,3,1,,,Y,1,1533620050421,,04,wd,1533620050421011,1,,,COLLIER,1739,,,4,1,1,8,1,8,,18MAY200509:49,4,,,,,,,232.09585855,200527122504wd,,0,1533620050421011,2,34104,03/03/2025
SNAPPER GENUS,SEA BASS FAMILY,200527122504we,153362005042371305,2005,7,12,71,12,71,305,7,5,1,4,8,0,52,8,1,1,4,0,0,0,4,1,1533620050423022,7,2,2,2,,,Y,2,1533620050423,,04,we,1533620050423022,1,,,LEE,1632,8835020000,8835360100,4,1,1,8,1,8,,18MAY200509:49,4,,,,,167674,168846,207.50370893,200527122504we,,0,1533620050423022,2,33905,03/03/2025
SNAPPER GENUS,SEA BASS FAMILY,200527122504we,153362005042371305,2005,7,12,71,12,71,305,7,5,1,4,8,0,24,4,8,1,2,0,0,1,4,2,1533620050423023,7,2,2,2,,,Y,2,1533620050423,,04,we,1533620050423022,1,,,LEE,1635,8835020000,8835360100,4,1,1,8,2,8,,18MAY200509:49,4,,,,,167674,168846,207.50370893,200527122504we,,0,1533620050423023,2,99998,03/03/2025
,ATLANTIC TARPON,200527123504wd,1533920050420871341,2005,6,12,93,12,87,1341,7,5,1,4,4,0,20,5,1,1,3,0,0,0,2,1,1533920050420001,7,2,2,1,,,O,1,1533920050420,,04,wd,1533920050420001,1,,,OKEECHOBEE,1255,8738020201,,4,1,1,8,2,8,,18MAY200509:49,4,,,,,161116,,54.803244848,200527123504wd,,0,1533920050420001,3,34974,03/03/2025
