PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,MONITOR,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,RED DRUM,201267128712wd,155612012121475841,2012,7,12,83,12,75,841,8,7,3,5,3,,15,4,1,1,0,0,0,1,2,2,1556120121214002,7,6,2,,,,Y,,1556120121214,,12,wd,1556120121214001,,,,MARION,169290,,1422,8,1,1,8,2,8,,,2,18JAN201313:39,8,8835440901,,,,,,,1848.3135948,201267128712wd,,0,1556120121214002,8,34432,03/03/2025
SPOTTED SEATROUT,RED DRUM,201267128712wd,155612012121475841,2012,7,12,83,12,75,841,8,7,3,5,6,0,3,2,1,2,1,3,0,0,2,1,1556120121214003,7,6,1,,,,Y,,1556120121214,,12,wd,1556120121214003,1,3,0,MARION,169290,169239,1511,8,1,1,2,2,2,,,1,18JAN201313:39,8,8835440901,8835440102,,,,,,1848.3135948,201267128712wd,,0,1556120121214003,8,34471,03/03/2025
SPOTTED SEATROUT,RED DRUM,201267128712wd,155612012121475841,2012,7,12,83,12,75,841,8,7,3,5,6,0,15,8,2,0,1,0,1,1,2,2,1556120121214004,7,6,3,,,,Y,,1556120121214,,12,wd,1556120121214003,1,,,MARION,169290,169239,1513,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440901,8835440102,,,,,,1848.3135948,201267128712wd,,0,1556120121214003,8,34470,03/03/2025
,RED DRUM,201267128712wd,155612012121475841,2012,7,12,75,12,75,841,8,7,3,5,6,0,48,8,1,3,1,12,0,0,3,1,1556120121214005,7,6,1,,,,Y,,1556120121214,,12,wd,1556120121214005,1,2,0,LEVY,169290,,1537,8,1,1,2,1,2,,,1,18JAN201313:39,8,8835440901,,,,,,,1848.3135948,201267128712wd,,0,1556120121214005,8,32626,03/03/2025
,RED DRUM,201267128712wd,155612012121475841,2012,7,12,1,12,75,841,8,7,3,5,6,0,5,1,1,0,1,0,1,1,3,2,1556120121214006,7,6,3,,,,Y,,1556120121214,,12,wd,1556120121214005,1,,,ALACHUA,169290,,1539,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440901,,,,,,,1848.3135948,201267128712wd,,0,1556120121214005,8,32605,03/03/2025
,RED DRUM,201267128712wd,155612012121475841,2012,7,12,1,12,75,841,8,7,3,5,6,0,5,1,1,0,1,0,1,1,3,2,1556120121214007,7,6,3,,,,Y,,1556120121214,,12,wd,1556120121214005,1,,,ALACHUA,169290,,1541,8,1,1,8,1,8,,,2,18JAN201313:39,8,8835440901,,,,,,,1848.3135948,201267128712wd,,0,1556120121214005,8,32605,03/03/2025
,,201267128712wd,155612012121475841,2012,7,12,75,12,75,841,8,7,3,5,3,0,6,4,1,1,1,1,0,0,2,1,1556120121214009,7,6,1,,,,Y,,1556120121214,,12,wd,1556120121214009,1,,,LEVY,,,1628,8,1,1,8,2,1,,,2,18JAN201313:39,8,,,,,,,,1848.3135948,201267128712wd,,0,1556120121214009,8,32696,03/03/2025
,,201267128712wd,155612012121475841,2012,7,12,75,12,75,841,8,7,3,5,3,0,6,4,1,1,1,0,0,1,2,2,1556120121214010,7,6,2,,,,Y,,1556120121214,,12,wd,1556120121214009,1,,,LEVY,,,1636,8,1,1,8,1,8,,,1,18JAN201313:39,8,,,,,,,,1848.3135948,201267128712wd,,0,1556120121214010,8,32696,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,7,12,123,12,123,831,8,7,3,5,3,0,30,8,1,1,1,5,0,0,1,8,1556120121215001,7,6,1,,,,Y,,1556120121215,,12,we,1556120121215001,1,5,0,TAYLOR,169239,,1134,8,1,1,8,1,1,,,1,18JAN201313:39,8,8835440102,,,,,,,891.52680824,201267128712we,,0,1556120121215001,8,32357,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,6,13,321,12,123,831,8,7,3,5,3.5,0,6,3,1,1,2,0,0,0,2,1,1556120121215002,7,6,2,,,,O,,1556120121215,,12,we,1556120121215002,1,,,,169239,,1137,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440102,,,,,,,1076.7954299,201267128712we,,0,1556120121215002,8,99998,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,6,13,321,12,123,831,8,7,3,5,3.5,0,4,1,1,1,2,0,0,1,2,2,1556120121215003,7,6,2,,,,O,,1556120121215,,12,we,1556120121215002,1,,,,169239,,1139,8,1,1,8,2,8,,,1,18JAN201313:39,8,8835440102,,,,,,,1076.7954299,201267128712we,,0,1556120121215003,8,99998,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,7,12,1,12,123,831,8,7,3,5,2,0,10,1,1,2,0,1,0,0,2,1,1556120121215007,7,6,1,,,,Y,,1556120121215,,12,we,1556120121215007,1,3,0,ALACHUA,169239,,1327,8,1,1,2,1,2,,,1,18JAN201313:39,8,8835440102,,,,,,,891.52680824,201267128712we,,0,1556120121215007,8,32643,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,7,12,1,12,123,831,8,7,3,5,2,,20,5,1,0,0,0,1,1,2,2,1556120121215008,7,6,3,,,,Y,,1556120121215,,12,we,1556120121215007,,,,ALACHUA,169239,,1329,8,1,1,8,2,8,,,1,18JAN201313:39,8,8835440102,,,,,,,891.52680824,201267128712we,,0,1556120121215007,8,32643,03/03/2025
,,201267128712we,1556120121215123831,2012,7,12,1,12,123,831,8,7,3,5,3,,25,10,2,1,0,0,0,0,1,8,1556120121215011,7,6,2,,,,Y,,1556120121215,,12,we,1556120121215011,,,,ALACHUA,,,1405,8,1,1,8,1,8,,,1,18JAN201313:39,8,,,,,,,,891.52680824,201267128712we,,0,1556120121215011,8,32608,03/03/2025
,,201267128712we,1556120121215123831,2012,7,12,121,12,123,831,8,7,3,5,1.5,,100,20,1,1,0,0,0,0,2,1,1556120121215012,7,6,2,,,,Y,,1556120121215,,12,we,1556120121215012,,,,SUWANNEE,,,1426,8,1,1,8,2,8,,,1,18JAN201313:39,8,,,,,,,,891.52680824,201267128712we,,0,1556120121215012,8,32060,03/03/2025
,,201267128712we,1556120121215123831,2012,7,12,121,12,123,831,8,7,3,5,1.5,,100,20,1,1,0,0,0,1,2,2,1556120121215013,7,6,2,,,,Y,,1556120121215,,12,we,1556120121215012,,,,SUWANNEE,,,1428,8,1,1,8,2,8,,,2,18JAN201313:39,8,,,,,,,,891.52680824,201267128712we,,0,1556120121215013,8,32060,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,7,12,123,12,123,831,8,7,3,5,4,0,30,12,2,2,1,6,0,0,2,1,1556120121215014,7,6,1,,,,Y,,1556120121215,,12,we,1556120121215014,1,,,TAYLOR,169239,,1507,8,1,1,2,1,2,,,1,18JAN201313:39,8,8835440102,,,,,,,891.52680824,201267128712we,,0,1556120121215014,8,32357,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,0,19,7,12,123,831,8,7,3,5,4,0,30,12,2,0,2,0,1,1,2,2,1556120121215015,7,6,3,,,,O,,1556120121215,,12,we,1556120121215014,1,,,,169239,,1509,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440102,,,,,,,1076.7954299,201267128712we,,0,1556120121215014,8,52544,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,6,12,69,12,123,831,8,7,3,5,4,0,3,2,2,1,4,0,0,0,2,1,1556120121215025,7,6,2,,,,O,,1556120121215,,12,we,1556120121215025,1,,,LAKE,169239,,1538,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440102,,,,,,,1076.7954299,201267128712we,,0,1556120121215025,8,34748,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,6,12,69,12,123,831,8,7,3,5,4,0,3,2,2,1,4,0,0,1,2,2,1556120121215026,7,6,2,,,,O,,1556120121215,,12,we,1556120121215025,1,,,LAKE,169239,,1539,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440102,,,,,,,1076.7954299,201267128712we,,0,1556120121215026,8,34748,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,6,13,75,12,123,831,8,7,3,5,2.5,,20,0,1,1,0,0,0,0,5,1,1556120121215027,7,6,2,,,,O,,1556120121215,,12,we,1556120121215027,,,,,169239,,1544,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440102,,,,,,,1284.5609253,201267128712we,,0,1556120121215027,8,31620,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,6,13,75,12,123,831,8,7,3,5,2.5,0,5,0,1,1,2,0,0,1,5,2,1556120121215028,7,6,2,,,,O,,1556120121215,,12,we,1556120121215027,1,,,,169239,,1546,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440102,,,,,,,1284.5609253,201267128712we,,0,1556120121215028,8,31620,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,6,13,75,12,123,831,8,7,3,5,2.5,0,5,0,1,1,1,0,0,1,5,2,1556120121215029,7,6,2,,,,O,,1556120121215,,12,we,1556120121215027,1,,,,169239,,1548,8,1,1,8,2,8,,,2,18JAN201313:39,8,8835440102,,,,,,,1284.5609253,201267128712we,,0,1556120121215029,8,31620,03/03/2025
,SPOTTED SEATROUT,201267128712we,1556120121215123831,2012,6,13,75,12,123,831,8,7,3,5,2.5,0,5,0,1,1,1,0,0,1,5,2,1556120121215030,7,6,2,,,,O,,1556120121215,,12,we,1556120121215027,1,,,,169239,,1550,8,1,1,8,2,8,,,2,18JAN201313:39,8,8835440102,,,,,,,1284.5609253,201267128712we,,0,1556120121215030,8,31620,03/03/2025
,,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,4,,50,4,1,1,0,0,0,0,2,1,1558020121103002,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103002,,,,OKALOOSA,,,1127,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,1804.9515592,201267128711we,,0,1558020121103002,8,32539,03/03/2025
,,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,4,0,2,2,1,1,1,0,0,1,2,2,1558020121103003,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103002,1,,,OKALOOSA,,,1128,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,1804.9515592,201267128711we,,0,1558020121103003,8,32539,03/03/2025
,RED DRUM,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,2,0,40,15,2,1,1,0,0,0,3,1,1558020121103006,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103006,1,,,OKALOOSA,169290,,1223,8,1,1,8,1,8,,,1,20DEC201208:16,8,8835440901,,,,,,,1804.9515592,201267128711we,,0,1558020121103006,8,32541,03/03/2025
,RED DRUM,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,2,0,30,15,2,1,1,0,0,1,3,2,1558020121103007,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103006,1,,,OKALOOSA,169290,,1224,8,1,1,8,1,8,,,1,20DEC201208:16,8,8835440901,,,,,,,1804.9515592,201267128711we,,0,1558020121103007,8,32541,03/03/2025
,RED DRUM,201267128711we,155802012110391652,2012,7,12,131,12,91,652,8,7,4,5,2,,20,5,1,1,0,0,0,1,3,2,1558020121103008,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103006,,,,WALTON,169290,,1225,8,1,1,8,1,8,,,1,20DEC201208:16,8,8835440901,,,,,,,1804.9515592,201267128711we,,0,1558020121103008,8,32433,03/03/2025
,,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,0.5,0,5,5,1,1,1,0,0,0,2,1,1558020121103013,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103013,1,,,OKALOOSA,,,1247,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,1804.9515592,201267128711we,,0,1558020121103013,8,32541,03/03/2025
,,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,0.5,,0,0,1,1,0,0,0,1,2,2,1558020121103014,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103013,,,,OKALOOSA,,,1248,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,1804.9515592,201267128711we,,0,1558020121103014,8,32541,03/03/2025
,LEFTEYE FLOUNDER FAMILY,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,3.5,0,40,0,1,1,2,5,0,0,1,8,1558020121103015,7,6,1,,,,Y,,1558020121103,,11,we,1558020121103015,1,,,OKALOOSA,172714,,1323,8,1,1,8,1,1,,,1,20DEC201208:16,8,8857030000,,,,,,,1804.9515592,201267128711we,,0,1558020121103015,8,32541,03/03/2025
,LEFTEYE FLOUNDER FAMILY,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,2,,100,20,1,1,0,0,0,0,2,1,1558020121103016,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103016,,,,OKALOOSA,172714,,1429,8,1,1,8,2,8,,,1,20DEC201208:16,8,8857030000,,,,,,,1804.9515592,201267128711we,,0,1558020121103016,8,32541,03/03/2025
,LEFTEYE FLOUNDER FAMILY,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,2,,100,20,1,1,0,0,0,1,2,2,1558020121103017,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103016,,,,OKALOOSA,172714,,1430,8,1,1,8,2,8,,,2,20DEC201208:16,8,8857030000,,,,,,,1804.9515592,201267128711we,,0,1558020121103017,8,32541,03/03/2025
,LEFTEYE FLOUNDER FAMILY,201267128711we,155802012110391652,2012,7,12,131,12,91,652,8,7,4,5,3,0,20,0,1,1,1,0,0,0,2,1,1558020121103018,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103018,1,,,WALTON,172714,,1445,8,1,1,8,1,8,,,1,20DEC201208:16,8,8857030000,,,,,,,1804.9515592,201267128711we,,0,1558020121103018,8,99998,03/03/2025
,LEFTEYE FLOUNDER FAMILY,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,3,0,25,3,1,1,1,0,0,1,2,2,1558020121103019,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103018,1,,,OKALOOSA,172714,,1446,8,1,1,8,1,8,,,2,20DEC201208:16,8,8857030000,,,,,,,1804.9515592,201267128711we,,0,1558020121103019,8,32541,03/03/2025
,RED DRUM,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,1,0,50,15,2,1,1,0,0,0,2,1,1558020121103020,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103020,1,,,OKALOOSA,169290,,1501,8,1,1,8,1,8,,,1,20DEC201208:16,8,8835440901,,,,,,,1804.9515592,201267128711we,,0,1558020121103020,8,32541,03/03/2025
,RED DRUM,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,1,0,50,15,2,1,2,0,0,1,2,2,1558020121103021,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103020,1,,,OKALOOSA,169290,,1502,8,1,1,8,1,8,,,1,20DEC201208:16,8,8835440901,,,,,,,1804.9515592,201267128711we,,0,1558020121103021,8,32541,03/03/2025
,,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,1.5,0,4,1,2,1,1,0,0,0,2,1,1558020121103022,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103022,1,0,6,OKALOOSA,,,1510,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,1804.9515592,201267128711we,,0,1558020121103022,8,32541,03/03/2025
,,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,1.5,0,20,3,2,1,1,0,0,1,2,2,1558020121103023,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103022,1,,,OKALOOSA,,,1511,8,1,1,8,2,8,,,2,20DEC201208:16,8,,,,,,,,1804.9515592,201267128711we,,0,1558020121103023,8,32541,03/03/2025
,LEFTEYE FLOUNDER FAMILY,201267128711we,155802012110391652,2012,7,12,131,12,91,652,8,7,4,5,5,0,30,5,1,1,3,0,0,0,1,8,1558020121103026,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103026,1,,,WALTON,172714,,1530,8,1,1,8,1,8,,,1,20DEC201208:16,8,8857030000,,,,,,,1804.9515592,201267128711we,,0,1558020121103026,8,32459,03/03/2025
,LEFTEYE FLOUNDER FAMILY,201267128711we,155802012110391652,2012,7,12,91,12,91,652,8,7,4,5,1,,10,0,2,1,0,0,0,0,1,8,1558020121103027,7,6,2,,,,Y,,1558020121103,,11,we,1558020121103027,,,,OKALOOSA,172714,,1534,8,1,1,8,1,8,,,1,20DEC201208:16,8,8857030000,,,,,,,1804.9515592,201267128711we,,0,1558020121103027,8,32541,03/03/2025
,,201267128711we,1558020121124131598,2012,7,12,131,12,131,598,8,7,4,5,1,,20,4,1,1,0,0,0,0,4,1,1558020121124001,7,6,2,,,,Y,,1558020121124,,11,we,1558020121124001,,,,WALTON,,,1217,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,3119.1012463,201267128711we,,0,1558020121124001,8,32459,03/03/2025
,,201267128711we,1558020121124131598,2012,7,12,91,12,131,598,8,7,4,5,1,,15,0,1,1,0,0,0,1,4,2,1558020121124002,7,6,2,,,,Y,,1558020121124,,11,we,1558020121124001,,,,OKALOOSA,,,1218,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,3119.1012463,201267128711we,,0,1558020121124002,8,32541,03/03/2025
,,201267128711we,1558020121124131598,2012,7,12,131,12,131,598,8,7,4,5,1,,20,4,1,1,0,0,0,1,4,2,1558020121124003,7,6,2,,,,Y,,1558020121124,,11,we,1558020121124001,,,,WALTON,,,1219,8,1,1,8,2,8,,,2,20DEC201208:16,8,,,,,,,,3119.1012463,201267128711we,,0,1558020121124003,8,99998,03/03/2025
,,201267128711we,1558020121124131598,2012,7,12,131,12,131,598,8,7,4,5,1,,20,4,1,1,0,0,0,1,4,2,1558020121124004,7,6,2,,,,Y,,1558020121124,,11,we,1558020121124001,,,,WALTON,,,1220,8,1,1,8,2,8,,,2,20DEC201208:16,8,,,,,,,,3119.1012463,201267128711we,,0,1558020121124004,8,32459,03/03/2025
,,201267128711we,15580201211241313298,2012,7,12,131,12,131,3298,8,7,4,5,1,,40,3,2,1,0,0,0,0,2,1,1558020121124005,7,6,2,,,,Y,,1558020121124,,11,we,1558020121124005,,,,WALTON,,,1403,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,3119.1012463,201267128711we,,0,1558020121124005,8,32459,03/03/2025
,,201267128711we,15580201211241313298,2012,7,12,131,12,131,3298,8,7,4,5,1,0,10,0,2,1,1,0,0,1,2,2,1558020121124006,7,6,2,,,,Y,,1558020121124,,11,we,1558020121124005,1,,,WALTON,,,1404,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,3119.1012463,201267128711we,,0,1558020121124006,8,32459,03/03/2025
,RED DRUM,201267128711we,15580201211241313298,2012,6,13,211,12,131,3298,8,7,4,5,2,0,15,1,1,1,1,0,0,0,3,1,1558020121124007,7,6,2,,,,O,,1558020121124,,11,we,1558020121124007,1,,,,169290,,1418,8,1,1,8,1,8,,,1,20DEC201208:16,8,8835440901,,,,,,,3767.2832003,201267128711we,,0,1558020121124007,8,30650,03/03/2025
,RED DRUM,201267128711we,15580201211241313298,2012,6,13,211,12,131,3298,8,7,4,5,2,,15,1,1,1,0,0,0,1,3,2,1558020121124008,7,6,2,,,,O,,1558020121124,,11,we,1558020121124007,,,,,169290,,1419,8,1,1,8,2,8,,,2,20DEC201208:16,8,8835440901,,,,,,,3767.2832003,201267128711we,,0,1558020121124008,8,30650,03/03/2025
,RED DRUM,201267128711we,15580201211241313298,2012,6,13,211,12,131,3298,8,7,4,5,2,,5,1,1,1,0,0,0,1,3,2,1558020121124009,7,6,2,,,,O,,1558020121124,,11,we,1558020121124007,,,,,169290,,1420,8,1,1,8,2,8,,,2,20DEC201208:16,8,8835440901,,,,,,,3767.2832003,201267128711we,,0,1558020121124009,8,30650,03/03/2025
SPOTTED SEATROUT,RED DRUM,201267128711we,15580201211241313298,2012,7,12,5,12,131,3298,8,7,4,5,3,0,52,5,2,1,1,0,0,0,1,8,1558020121124010,7,6,2,,,,Y,,1558020121124,,11,we,1558020121124010,1,,,BAY,169290,169239,1434,8,1,1,8,1,8,,,1,20DEC201208:16,8,8835440901,8835440102,,,,,,3119.1012463,201267128711we,,0,1558020121124010,8,32408,03/03/2025
SPOTTED SEATROUT,RED DRUM,201267128711we,15580201211241313298,2012,7,12,5,12,131,3298,8,7,4,5,3,0,120,12,2,1,1,0,0,0,1,8,1558020121124011,7,6,2,,,,Y,,1558020121124,,11,we,1558020121124011,1,,,BAY,169290,169239,1435,8,1,1,8,1,8,,,1,20DEC201208:16,8,8835440901,8835440102,,,,,,3119.1012463,201267128711we,,0,1558020121124011,8,32408,03/03/2025
,STRIPED MULLET,201267128712wd,2528120121205129150,2012,7,12,129,12,129,150,8,7,4,5,6,0,30,20,1,2,2,7,0,0,2,1,2528120121205001,7,6,1,,,,Y,,2528120121205,,12,wd,2528120121205001,1,,,WAKULLA,170335,,1450,8,3,1,2,1,2,,,1,18JAN201313:39,8,8836010101,,,,,,,1577.5807161,201267128712wd,,0,2528120121205001,8,32327,03/03/2025
,STRIPED MULLET,201267128712wd,2528120121205129150,2012,7,12,129,12,129,150,8,7,4,5,6,0,0,0,1,0,1,0,1,1,2,2,2528120121205002,7,6,3,,,,Y,,2528120121205,,12,wd,2528120121205001,1,,,WAKULLA,170335,,1451,8,3,1,8,2,8,,,1,18JAN201313:39,8,8836010101,,,,,,,1577.5807161,201267128712wd,,0,2528120121205001,8,32327,03/03/2025
,STRIPED MULLET,201267128712wd,2528120121205129150,2012,7,12,73,12,129,150,8,7,4,5,6,0,5,1,1,1,1,0,0,0,1,8,2528120121205003,7,6,2,,,,Y,,2528120121205,,12,wd,2528120121205003,1,,,LEON,170335,,1501,8,3,1,8,2,8,,,1,18JAN201313:39,8,8836010101,,,,,,,1577.5807161,201267128712wd,,0,2528120121205003,8,32301,03/03/2025
,RED DRUM,201267128712wd,2528120121205129150,2012,7,12,129,12,129,150,8,7,4,5,4.5,0,52,4,1,1,1,1,0,0,2,1,2528120121205004,7,6,1,,,,Y,,2528120121205,,12,wd,2528120121205004,1,1,0,WAKULLA,169290,,1519,8,1,1,8,1,1,,,2,18JAN201313:39,8,8835440901,,,,,,,2885.5760417,201267128712wd,,0,2528120121205004,8,32327,03/03/2025
,SAND SEATROUT,201267128712wd,2528120121205129150,2012,0,21,169,12,129,150,8,7,4,5,4.5,0,30,18,1,1,4,0,0,0,2,1,2528120121205005,7,6,2,,,,O,,2528120121205,,12,wd,2528120121205005,1,,,,169243,,1520,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440106,,,,,,,1905.4185355,201267128712wd,,0,2528120121205005,8,42129,03/03/2025
,SAND SEATROUT,201267128712wd,2528120121205129150,2012,0,21,169,12,129,150,8,7,4,5,4.5,0,30,18,1,1,4,0,0,1,2,2,2528120121205006,7,6,2,,,,O,,2528120121205,,12,wd,2528120121205005,1,,,,169243,,1521,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440106,,,,,,,1905.4185355,201267128712wd,,0,2528120121205006,8,42129,03/03/2025
,RED DRUM,201267128712wd,2528120121205129150,2012,7,12,73,12,129,150,8,7,4,5,3.5,0,30,20,1,1,4,1,0,0,1,8,2528120121205007,7,6,1,,,,Y,,2528120121205,,12,wd,2528120121205007,1,,,LEON,169290,,1640,8,1,1,8,1,1,,,1,18JAN201313:39,8,8835440901,,,,,,,1577.5807161,201267128712wd,,0,2528120121205007,8,32309,03/03/2025
SPOTTED SEATROUT,SAND SEATROUT,201267128712wd,2528120121205129150,2012,7,12,129,12,129,150,8,7,4,5,5,0,99,60,1,2,3,3,0,0,2,1,2528120121205008,7,6,1,,,,Y,,2528120121205,,12,wd,2528120121205008,1,2,0,WAKULLA,169243,169239,1703,8,1,1,2,1,2,,,1,18JAN201313:39,8,8835440106,8835440102,,,,,,1577.5807161,201267128712wd,,0,2528120121205008,8,32327,03/03/2025
SPOTTED SEATROUT,SAND SEATROUT,201267128712wd,2528120121205129150,2012,7,12,129,12,129,150,8,7,4,5,5,0,90,60,1,0,3,0,1,1,2,2,2528120121205009,7,6,3,,,,Y,,2528120121205,,12,wd,2528120121205008,1,,,WAKULLA,169243,169239,1704,8,1,1,8,1,8,,,1,18JAN201313:39,8,8835440106,8835440102,,,,,,1577.5807161,201267128712wd,,0,2528120121205008,8,32327,03/03/2025
,,201267128712wd,2528120121205129150,2012,7,12,73,12,129,150,8,7,4,5,2,,5,1,1,1,0,0,0,0,1,8,2528120121205010,7,6,2,,,,Y,,2528120121205,,12,wd,2528120121205010,,,,LEON,,,1735,8,1,1,8,2,8,,,2,18JAN201313:39,8,,,,,,,,1577.5807161,201267128712wd,,0,2528120121205010,8,32301,03/03/2025
,RED DRUM,201267228311wd,150522012113011323,2012,7,22,55,22,113,23,4,3,5,5,1,0,6,0,1,2,3,1,0,0,,,1505220121130001,7,6,1,,,,Y,,1505220121130,,11,wd,1505220121130001,2,4,0,LAFAYETTE,169290,,1210,8,1,1,2,1,2,,,2,20DEC201208:16,8,8835440901,,,,,,,4661.6885164,201267228311wd,,0,1505220121130001,8,70506,03/03/2025
,RED DRUM,201267228311wd,150522012113011323,2012,7,22,55,22,113,23,4,3,5,5,1,0,2,0,1,0,1,0,1,0,,,1505220121130002,7,6,3,,,,Y,,1505220121130,,11,wd,1505220121130001,2,,,LAFAYETTE,169290,,1215,8,1,1,8,1,8,,,1,20DEC201208:16,8,8835440901,,,,,,,4661.6885164,201267228311wd,,0,1505220121130001,8,70506,03/03/2025
SPOTTED SEATROUT,RED DRUM,201267228311wd,150522012113011323,2012,7,22,55,22,113,23,5,3,5,5,2.5,0,24,4,1,1,2,1,0,0,,,1505220121130003,7,6,1,,,,Y,,1505220121130,,11,wd,1505220121130003,2,,,LAFAYETTE,169290,169239,1325,8,1,1,8,1,1,,,1,20DEC201208:16,8,8835440901,8835440102,,,,,,4661.6885164,201267228311wd,,0,1505220121130003,8,70503,03/03/2025
,,201267228311wd,150522012113011323,2012,7,22,113,22,113,23,5,3,5,5,3,0,5,1,1,1,1,1,0,0,,,1505220121130004,7,6,1,,,,Y,,1505220121130,,11,wd,1505220121130004,2,10,0,VERMILION,,,1330,8,1,1,8,1,1,,,1,20DEC201208:16,8,,,,,,,,4661.6885164,201267228311wd,,0,1505220121130004,8,70510,03/03/2025
,,201267228311we,150872012111771155,2012,7,22,71,22,71,155,1,3,4,5,1,0,364,60,2,1,1,0,0,0,,,1508720121117001,7,6,2,,,,Y,,1508720121117,,11,we,1508720121117001,2,,,ORLEANS,,,1408,8,1,1,8,1,8,,,1,20DEC201208:16,8,,,,,,,,17659.097635,201267228311we,,0,1508720121117001,8,70115,03/03/2025
