PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,SPOTTED SEATROUT,200917128702wd,147672009021921312,2009,5,51,103,12,21,312,8,7,4,5,5,0,5,2,1,1,3,0,0,1,4,2,1476720090219009,7,1,2,,,,O,,1476720090219,,02,wd,1476720090219008,1,,,LANCASTER,1655,169239,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835440102,,,,,,,,,,,,,,1737.5717205,200917128702wd,,0,1476720090219009,8,22578,03/03/2025
,SPOTTED SEATROUT,200917128702wd,147672009021921312,2009,7,12,57,12,21,312,8,7,4,5,5,0,20,1,1,1,2,0,0,1,4,2,1476720090219010,7,1,2,,,,Y,,1476720090219,,02,wd,1476720090219008,1,,,HILLSBOROUGH,1700,169239,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835440102,,,,,,,,,,,,,,1438.6128758,200917128702wd,,0,1476720090219010,8,99998,03/03/2025
,SPOTTED SEATROUT,200917128702wd,147672009021921312,2009,6,12,117,12,21,312,8,7,4,5,5,0,4,1,1,1,1,0,0,1,4,2,1476720090219011,7,1,2,,,,O,,1476720090219,,02,wd,1476720090219008,1,,,SEMINOLE,1705,169239,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835440102,,,,,,,,,,,,,,1737.5717205,200917128702wd,,0,1476720090219011,8,99998,03/03/2025
,COMMON SNOOK,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,1,,50,4,1,1,0,0,0,0,1,8,1476720090226001,7,1,2,,,,Y,,1476720090226,,02,wd,1476720090226001,,,,COLLIER,1400,167648,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835010105,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226001,8,34117,03/03/2025
SHEEPSHEAD,SPOTTED SEATROUT,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,4,0,100,16,1,3,2,14,0,0,3,1,1476720090226002,7,1,1,,,,Y,,1476720090226,,02,wd,1476720090226002,1,,,COLLIER,1415,169239,169189,8,1,1,2,1,2,,2,,20MAR200913:40,8,8835440102,8835430301,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226002,8,34112,03/03/2025
SHEEPSHEAD,SPOTTED SEATROUT,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,4,0,100,16,1,0,1,0,1,1,3,2,1476720090226003,7,1,3,,,,Y,,1476720090226,,02,wd,1476720090226002,1,,,COLLIER,1418,169239,169189,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835440102,8835430301,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226002,8,34112,03/03/2025
SHEEPSHEAD,SPOTTED SEATROUT,200917128702wd,147672009022621924,2009,0,27,21,12,21,924,8,7,4,5,4,0,100,16,1,0,2,0,1,1,3,2,1476720090226004,7,1,3,,,,O,,1476720090226,,02,wd,1476720090226002,1,,,,1420,169239,169189,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835440102,8835430301,,,,,,,,,,,,,2795.3062167,200917128702wd,,0,1476720090226002,8,99998,03/03/2025
,SHEEPSHEAD,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,5,0,9,3,1,1,1,0,0,0,2,1,1476720090226005,7,1,2,,,,Y,,1476720090226,,02,wd,1476720090226005,1,,,COLLIER,1445,169189,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835430301,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226005,8,34104,03/03/2025
,SHEEPSHEAD,200917128702wd,147672009022621924,2009,7,12,51,12,21,924,8,7,4,5,5,,9,3,1,1,0,0,0,1,2,2,1476720090226006,7,1,2,,,,Y,,1476720090226,,02,wd,1476720090226005,,,,HENDRY,1448,169189,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835430301,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226006,8,99998,03/03/2025
,,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,3,0,50,8,1,3,2,11,0,0,3,1,1476720090226007,7,1,1,,,,Y,,1476720090226,,02,wd,1476720090226007,1,,,COLLIER,1500,0,0,8,1,1,2,1,2,,1,,20MAR200913:40,8,,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226007,8,34112,03/03/2025
,,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,3,0,50,4,1,0,1,0,1,1,3,2,1476720090226008,7,1,3,,,,Y,,1476720090226,,02,wd,1476720090226007,1,,,COLLIER,1503,0,0,8,1,1,8,2,8,,2,,20MAR200913:40,8,,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226007,8,34117,03/03/2025
,,200917128702wd,147672009022621924,2009,7,48,499,12,21,924,8,7,4,5,3,0,4,2,1,0,1,0,1,1,3,2,1476720090226009,7,1,3,,,,O,,1476720090226,,02,wd,1476720090226007,1,,,,1505,0,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,,,,,,,,,,,,,,,2795.3062167,200917128702wd,,0,1476720090226007,8,99998,03/03/2025
,,200917128702wd,147672009022621924,2009,6,12,9,12,21,924,8,7,4,5,1,,50,10,1,1,0,0,0,0,3,1,1476720090226010,7,1,2,,,,O,,1476720090226,,02,wd,1476720090226010,,,,BREVARD,1515,0,0,8,1,1,8,1,8,,2,,20MAR200913:40,8,,,,,,,,,,,,,,,2795.3062167,200917128702wd,,0,1476720090226010,8,32940,03/03/2025
,,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,1,,2,1,1,1,0,0,0,1,3,2,1476720090226011,7,1,2,,,,Y,,1476720090226,,02,wd,1476720090226010,,,,COLLIER,1518,0,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226011,8,34119,03/03/2025
,,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,1,,2,1,1,1,0,0,0,1,3,2,1476720090226012,7,1,2,,,,Y,,1476720090226,,02,wd,1476720090226010,,,,COLLIER,1520,0,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226012,8,34105,03/03/2025
,SHEEPSHEAD,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,4,0,50,10,1,4,1,1,0,0,4,1,1476720090226013,7,1,1,,,,Y,,1476720090226,,02,wd,1476720090226013,1,18,0,COLLIER,1525,169189,0,8,1,1,2,1,2,,1,,20MAR200913:40,8,8835430301,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226013,8,34110,03/03/2025
,SHEEPSHEAD,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,4,0,50,10,1,0,1,0,1,1,4,2,1476720090226014,7,1,3,,,,Y,,1476720090226,,02,wd,1476720090226013,1,,,COLLIER,1528,169189,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835430301,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226013,8,34110,03/03/2025
,SHEEPSHEAD,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,4,0,20,5,1,0,1,0,1,1,4,2,1476720090226015,7,1,3,,,,Y,,1476720090226,,02,wd,1476720090226013,1,,,COLLIER,1530,169189,0,8,1,1,8,1,8,,2,,20MAR200913:40,8,8835430301,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226013,8,34110,03/03/2025
,SHEEPSHEAD,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,4,0,30,10,1,0,1,0,1,1,4,2,1476720090226016,7,1,3,,,,Y,,1476720090226,,02,wd,1476720090226013,1,,,COLLIER,1533,169189,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835430301,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226013,8,34110,03/03/2025
,RED DRUM,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,4,0,18,7,1,1,1,1,0,0,2,1,1476720090226017,7,1,1,,,,Y,,1476720090226,,02,wd,1476720090226017,1,,,COLLIER,1540,169290,0,8,1,1,8,1,1,,2,,20MAR200913:40,8,8835440901,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226017,8,34104,03/03/2025
,RED DRUM,200917128702wd,147672009022621924,2009,5,51,19,12,21,924,8,7,4,5,4,0,5,2,1,1,1,1,0,1,2,2,1476720090226018,7,1,1,,,,O,,1476720090226,,02,wd,1476720090226017,1,,,,1545,169290,0,8,1,1,8,1,1,,1,,20MAR200913:40,8,8835440901,,,,,,,,,,,,,,2795.3062167,200917128702wd,,0,1476720090226018,8,24121,03/03/2025
,SHEEPSHEAD,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,6,0,25,5,1,2,2,14,0,0,2,1,1476720090226019,7,1,1,,,,Y,,1476720090226,,02,wd,1476720090226019,1,4,0,COLLIER,1615,169189,0,8,1,1,2,1,2,,2,,20MAR200913:40,8,8835430301,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226019,8,34112,03/03/2025
,SHEEPSHEAD,200917128702wd,147672009022621924,2009,7,12,21,12,21,924,8,7,4,5,6,0,20,8,1,0,2,0,1,1,2,2,1476720090226020,7,1,3,,,,Y,,1476720090226,,02,wd,1476720090226019,1,,,COLLIER,1620,169189,0,8,1,1,8,1,8,,2,,20MAR200913:40,8,8835430301,,,,,,,,,,,,,,2314.3582897,200917128702wd,,0,1476720090226019,8,34112,03/03/2025
,GRAY SNAPPER,200917128702we,147672009022871591,2009,7,12,71,12,71,591,8,7,4,5,1,,60,3,1,1,0,0,0,0,3,1,1476720090228001,7,1,2,,,,Y,,1476720090228,,02,we,1476720090228001,,,,LEE,1500,168848,0,8,1,1,8,1,8,,1,,20MAR200913:40,8,8835360102,,,,,,,,,,,,,,1133.7379739,200917128702we,,0,1476720090228001,8,99998,03/03/2025
,GRAY SNAPPER,200917128702we,147672009022871591,2009,5,36,29,12,71,591,8,7,4,5,1,,1,0,1,1,0,0,0,1,3,2,1476720090228002,7,1,2,,,,O,,1476720090228,,02,we,1476720090228001,,,,,1505,168848,0,8,1,1,8,1,8,,2,,20MAR200913:40,8,8835360102,,,,,,,,,,,,,,1369.3406163,200917128702we,,0,1476720090228002,8,14206,03/03/2025
,GRAY SNAPPER,200917128702we,147672009022871591,2009,5,36,73,12,71,591,8,7,4,5,1,,1,0,1,1,0,0,0,1,3,2,1476720090228003,7,1,2,,,,O,,1476720090228,,02,we,1476720090228001,,,,,1510,168848,0,8,1,1,8,2,8,,2,,20MAR200913:40,8,8835360102,,,,,,,,,,,,,,1369.3406163,200917128702we,,0,1476720090228003,8,14103,03/03/2025
,,200917128702we,147672009022871591,2009,7,12,71,12,71,591,8,7,4,5,1,,1,0,1,1,0,0,0,0,3,1,1476720090228004,7,1,2,,,,Y,,1476720090228,,02,we,1476720090228004,,,,LEE,1620,0,0,8,1,1,8,2,8,,2,,20MAR200913:40,8,,,,,,,,,,,,,,,1133.7379739,200917128702we,,0,1476720090228004,8,99998,03/03/2025
,,200917128702we,147672009022871591,2009,7,12,71,12,71,591,8,7,4,5,1,,1,0,1,1,0,0,0,1,3,2,1476720090228005,7,1,2,,,,Y,,1476720090228,,02,we,1476720090228004,,,,LEE,1622,0,0,8,1,1,8,2,8,,2,,20MAR200913:40,8,,,,,,,,,,,,,,,1133.7379739,200917128702we,,0,1476720090228005,8,99998,03/03/2025
,,200917128702we,147672009022871591,2009,7,12,71,12,71,591,8,7,4,5,1,,1,0,1,1,0,0,0,1,3,2,1476720090228006,7,1,2,,,,Y,,1476720090228,,02,we,1476720090228004,,,,LEE,1623,0,0,8,1,1,8,2,8,,2,,20MAR200913:40,8,,,,,,,,,,,,,,,1133.7379739,200917128702we,,0,1476720090228006,8,33965,03/03/2025
SPOTTED SEATROUT,RED DRUM,200917128701we,1528120090124129150,2009,6,13,275,12,129,150,8,7,4,5,3,0,15,2,1,1,1,0,0,0,2,1,1528120090124001,7,1,2,,,,O,,1528120090124,,01,we,1528120090124001,1,,,,1553,169290,169239,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440901,8835440102,,,,,,,,,,,,,1897.8202755,200917128701we,,0,1528120090124001,8,31792,03/03/2025
RED DRUM,SPOTTED SEATROUT,200917128701we,1528120090124129150,2009,6,13,275,12,129,150,8,7,4,5,3,,30,5,1,1,0,0,0,1,2,2,1528120090124002,7,1,2,,,,O,,1528120090124,,01,we,1528120090124001,,,,,1554,169239,169290,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440102,8835440901,,,,,,,,,,,,,1897.8202755,200917128701we,,0,1528120090124002,8,31792,03/03/2025
RED DRUM,SPOTTED SEATROUT,200917128701we,1528120090124129150,2009,7,12,73,12,129,150,8,7,4,5,2.5,,40,8,1,1,0,0,0,0,2,1,1528120090124003,7,1,2,,,,Y,,1528120090124,,01,we,1528120090124003,,,,LEON,1703,169239,169290,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440102,8835440901,,,,,,,,,,,,,1571.2897788,200917128701we,,0,1528120090124003,8,32310,03/03/2025
RED DRUM,SPOTTED SEATROUT,200917128701we,1528120090124129150,2009,7,12,73,12,129,150,8,7,4,5,2.5,,70,8,1,1,0,0,0,1,2,2,1528120090124004,7,1,2,,,,Y,,1528120090124,,01,we,1528120090124003,,,,LEON,1704,169239,169290,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440102,8835440901,,,,,,,,,,,,,1571.2897788,200917128701we,,0,1528120090124004,8,32310,03/03/2025
,RED DRUM,200917128701wd,1528120090129129881,2009,7,12,73,12,129,881,8,7,3,5,3,0,100,15,1,1,1,1,0,0,2,1,1528120090129001,7,1,1,,,,Y,,1528120090129,,01,wd,1528120090129001,1,,,LEON,1255,169290,0,8,1,1,8,1,1,,1,,20FEB200908:17,8,8835440901,,,,,,,,,,,,,,2077.9079241,200917128701wd,,0,1528120090129001,8,32301,03/03/2025
,RED DRUM,200917128701wd,1528120090129129881,2009,7,12,73,12,129,881,8,7,3,5,3,0,0,0,1,1,1,0,0,1,2,2,1528120090129002,7,1,2,,,,Y,,1528120090129,,01,wd,1528120090129001,1,,,LEON,1256,169290,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440901,,,,,,,,,,,,,,2077.9079241,200917128701wd,,0,1528120090129002,8,32309,03/03/2025
RED DRUM,SPOTTED SEATROUT,200917128701wd,1528120090129129881,2009,7,12,73,12,129,881,8,7,3,5,4,0,30,9,1,1,0,1,0,0,2,1,1528120090129003,7,1,1,,,,Y,,1528120090129,,01,wd,1528120090129003,1,1,0,LEON,1450,169239,169290,8,1,1,8,1,1,,1,,20FEB200908:17,8,8835440102,8835440901,,,,,,,,,,,,,2077.9079241,200917128701wd,,0,1528120090129003,8,32303,03/03/2025
RED DRUM,SPOTTED SEATROUT,200917128701wd,1528120090129129881,2009,7,12,73,12,129,881,8,7,3,5,4,,12,2,1,1,0,0,0,1,2,2,1528120090129004,7,1,2,,,,Y,,1528120090129,,01,wd,1528120090129003,,,,LEON,1451,169239,169290,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440102,8835440901,,,,,,,,,,,,,2077.9079241,200917128701wd,,0,1528120090129004,8,32309,03/03/2025
,,200917128701wd,1528120090129129881,2009,7,12,73,12,129,881,8,7,3,5,4,0,35,4,1,1,2,0,0,0,2,1,1528120090129005,7,1,2,,,,Y,,1528120090129,,01,wd,1528120090129005,1,,,LEON,1602,0,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,,,,,,,,,,,,,,,2077.9079241,200917128701wd,,0,1528120090129005,8,32308,03/03/2025
,,200917128701wd,1528120090129129881,2009,7,12,39,12,129,881,8,7,3,5,4,0,30,4,1,1,1,0,0,1,2,2,1528120090129006,7,1,2,,,,Y,,1528120090129,,01,wd,1528120090129005,1,,,GADSDEN,1603,0,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,,,,,,,,,,,,,,,2077.9079241,200917128701wd,,0,1528120090129006,8,32352,03/03/2025
,RED DRUM,200917128701we,152812009013137648,2009,7,1,15,12,37,648,8,7,4,5,2,0,50,30,1,2,1,9,0,0,2,1,1528120090131001,7,1,1,,,,O,,1528120090131,,01,we,1528120090131001,1,10,0,,1333,169290,0,8,1,1,2,1,2,,1,,20FEB200908:17,8,8835440901,,,,,,,,,,,,,,1800.4524095,200917128701we,,0,1528120090131001,8,36207,03/03/2025
,SPOTTED SEATROUT,200917128701we,152812009013137648,2009,7,1,15,12,37,648,8,7,4,5,2,0,8,5,1,0,1,0,1,1,2,2,1528120090131002,7,1,3,,,,O,,1528120090131,,01,we,1528120090131001,1,,,,1334,169239,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440102,,,,,,,,,,,,,,1800.4524095,200917128701we,,0,1528120090131001,8,36207,03/03/2025
BLACK DRUM,SHEEPSHEAD,200917128701we,152812009013137648,2009,7,12,37,12,37,648,8,7,3,5,4.5,0,260,12,1,1,2,0,0,0,1,8,1528120090131003,7,1,2,,,,Y,,1528120090131,,01,we,1528120090131003,1,,,FRANKLIN,1411,169189,169288,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835430301,8835440801,,,,,,,,,,,,,1490.6745938,200917128701we,,0,1528120090131003,8,32320,03/03/2025
,,200917128701we,152812009013137648,2009,7,1,69,12,37,648,8,7,3,5,2,0,5,3,1,1,1,1,0,0,2,1,1528120090131004,7,1,1,,,,O,,1528120090131,,01,we,1528120090131004,1,1,0,,1451,0,0,8,1,1,8,1,1,,1,,20FEB200908:17,8,,,,,,,,,,,,,,,1800.4524095,200917128701we,,0,1528120090131004,8,36301,03/03/2025
,,200917128701we,152812009013137648,2009,7,1,69,12,37,648,8,7,3,5,2,,15,6,1,1,0,0,0,1,2,2,1528120090131005,7,1,2,,,,O,,1528120090131,,01,we,1528120090131004,,,,,1452,0,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,,,,,,,,,,,,,,,1800.4524095,200917128701we,,0,1528120090131005,8,36301,03/03/2025
SPOTTED SEATROUT,RED DRUM,200917128701we,152812009013137648,2009,0,18,117,12,37,648,8,7,4,5,8,0,8,8,1,4,2,11,0,0,4,1,1528120090131006,7,1,1,,,,O,,1528120090131,,01,we,1528120090131006,1,7,0,,1802,169290,169239,8,1,1,2,1,2,,1,,20FEB200908:17,8,8835440901,8835440102,,,,,,,,,,,,,1800.4524095,200917128701we,,0,1528120090131006,8,47432,03/03/2025
RED DRUM,SPOTTED SEATROUT,200917128701we,152812009013137648,2009,0,18,37,12,37,648,8,7,4,5,8,0,8,8,1,0,2,0,1,1,4,2,1528120090131007,7,1,3,,,,O,,1528120090131,,01,we,1528120090131006,1,,,,1803,169239,169290,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440102,8835440901,,,,,,,,,,,,,1800.4524095,200917128701we,,0,1528120090131006,8,47542,03/03/2025
SPOTTED SEATROUT,RED DRUM,200917128701we,152812009013137648,2009,0,18,97,12,37,648,8,7,4,5,8,0,8,8,1,0,2,0,1,1,4,2,1528120090131008,7,1,3,,,,O,,1528120090131,,01,we,1528120090131006,1,,,,1804,169290,169239,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440901,8835440102,,,,,,,,,,,,,1800.4524095,200917128701we,,0,1528120090131006,8,99998,03/03/2025
SPOTTED SEATROUT,RED DRUM,200917128701we,152812009013137648,2009,0,18,5,12,37,648,8,7,4,5,8,0,8,8,1,0,1,0,1,1,4,2,1528120090131009,7,1,3,,,,O,,1528120090131,,01,we,1528120090131006,1,,,,1805,169290,169239,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440901,8835440102,,,,,,,,,,,,,1800.4524095,200917128701we,,0,1528120090131006,8,47201,03/03/2025
,SPOTTED SEATROUT,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,3,0,52,7,1,1,3,0,0,0,1,8,1528220090106001,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106001,1,,,HILLSBOROUGH,1145,169239,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440102,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106001,8,33547,03/03/2025
,,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,4,0,3,0,1,1,2,0,0,0,2,1,1528220090106002,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106002,1,,,HILLSBOROUGH,1210,0,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106002,8,33534,03/03/2025
,,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,4,0,3,0,1,1,1,0,0,1,2,2,1528220090106003,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106002,1,,,HILLSBOROUGH,1212,0,0,8,1,1,8,2,8,,1,,20FEB200908:17,8,,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106003,8,33534,03/03/2025
,,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,2.5,,6,0,1,1,0,0,0,0,3,1,1528220090106004,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106004,,,,HILLSBOROUGH,1228,0,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106004,8,33570,03/03/2025
,,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,2.5,,6,0,1,1,0,0,0,1,3,2,1528220090106005,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106004,,,,HILLSBOROUGH,1230,0,0,8,1,1,8,2,8,,1,,20FEB200908:17,8,,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106005,8,33570,03/03/2025
,,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,2.5,,1,0,1,1,0,0,0,1,3,2,1528220090106006,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106004,,,,HILLSBOROUGH,1232,0,0,8,1,1,8,2,8,,2,,20FEB200908:17,8,,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106006,8,33570,03/03/2025
,RED DRUM,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,2,0,150,24,1,1,1,0,0,0,1,8,1528220090106007,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106007,1,,,HILLSBOROUGH,1238,169290,0,8,1,1,8,2,8,,1,,20FEB200908:17,8,8835440901,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106007,8,33570,03/03/2025
,SPOTTED SEATROUT,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,5,0,17,1,1,1,1,4,0,0,1,8,1528220090106008,7,1,1,,,,Y,,1528220090106,,01,wd,1528220090106008,1,4,0,HILLSBOROUGH,1245,169239,0,8,1,1,8,2,1,,1,,20FEB200908:17,8,8835440102,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106008,8,33637,03/03/2025
,SPOTTED SEATROUT,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,5,0,30,5,1,1,2,0,0,0,1,8,1528220090106009,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106009,1,,,HILLSBOROUGH,1248,169239,0,8,1,1,8,2,8,,1,,20FEB200908:17,8,8835440102,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106009,8,33617,03/03/2025
,SPOTTED SEATROUT,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,3,0,6,2,1,1,1,0,0,0,2,1,1528220090106010,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106010,1,,,HILLSBOROUGH,1300,169239,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440102,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106010,8,33570,03/03/2025
,SPOTTED SEATROUT,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,3,0,6,2,1,1,2,0,0,1,2,2,1528220090106011,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106010,1,,,HILLSBOROUGH,1302,169239,0,8,1,1,8,2,8,,1,,20FEB200908:17,8,8835440102,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106011,8,33570,03/03/2025
,RED DRUM,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,3,,72,12,1,1,0,0,0,0,1,8,1528220090106012,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106012,,,,HILLSBOROUGH,1306,169290,0,8,1,1,8,1,8,,1,,20FEB200908:17,8,8835440901,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106012,8,33570,03/03/2025
,,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,6,0,100,15,1,1,1,0,0,0,2,1,1528220090106013,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106013,1,,,HILLSBOROUGH,1323,0,0,8,1,1,8,2,8,,2,,20FEB200908:17,8,,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106013,8,99998,03/03/2025
,,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,6,0,100,15,1,1,1,0,0,1,2,2,1528220090106014,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106013,1,,,HILLSBOROUGH,1325,0,0,8,1,1,8,2,8,,1,,20FEB200908:17,8,,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106014,8,99998,03/03/2025
,SHEEPSHEAD,200917128701wd,152822009010657526,2009,0,26,19,12,57,526,8,7,K,5,3.5,0,6,6,1,1,1,7,0,0,1,8,1528220090106015,7,1,1,,,,O,,1528220090106,,01,wd,1528220090106015,1,7,0,,1350,169189,0,8,1,1,8,1,1,,1,,20FEB200908:17,8,8835430301,,,,,,,,,,,,,,4309.7338166,200917128701wd,,0,1528220090106015,8,99998,03/03/2025
,SHEEPSHEAD,200917128701wd,152822009010657526,2009,7,12,57,12,57,526,8,7,K,5,3.5,,6,6,1,1,0,0,0,0,1,8,1528220090106016,7,1,2,,,,Y,,1528220090106,,01,wd,1528220090106016,,,,HILLSBOROUGH,1352,169189,0,8,1,1,8,2,8,,1,,20FEB200908:17,8,8835430301,,,,,,,,,,,,,,3568.2202277,200917128701wd,,0,1528220090106016,8,33570,03/03/2025
