COMMON,STRAT_ID,PSU_ID,YEAR,ST,ID_CODE,WAVE,SUB_REG,MODE_FX,AREA_X,KOD,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,TOT_LEN_A,WGT_A,TOT_LEN_B1,WGT_B1,REGION,MONTH,WP_INT,FL_REG,WP_CATCH,TOT_CAT,WGT_AB1,TOT_LEN,LANDING,VAR_ID,ARX_METHOD,ALT_FLAG,DATE_PUBLISHED
,2025011513weS:8AM-8PM,2025115131701220250119,2025,15,1701220250119004,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,3972.8471336,8,3972.8471336,0,0,0,0,2025011513weS:8AM-8PM,,0,02/19/2026
WRASSE FAMILY,2025011513weS:8AM-8PM,2025115131701220250119,2025,15,1701220250119005,1,8,3,1,we,8839010000,0,0,2,0,2,0,0,0,0,0,1,01,3972.8471336,8,3972.8471336,2,0,0,2,2025011513weS:8AM-8PM,,0,02/19/2026
,2025011513weS:8AM-8PM,2025115131701220250119,2025,15,1701220250119006,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,2750.0609704,8,2750.0609704,0,0,0,0,2025011513weS:8AM-8PM,,0,02/19/2026
,2025011513weS:8AM-8PM,2025115131701220250119,2025,15,1701220250119007,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,2750.0609704,8,2750.0609704,0,0,0,0,2025011513weS:8AM-8PM,,0,02/19/2026
,2025011513weS:8AM-8PM,2025115131701220250124,2025,15,1701220250124001,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1793.863264,8,1793.863264,0,0,0,0,2025011513weS:8AM-8PM,,0,02/19/2026
,2025011513weS:8AM-8PM,2025115131701220250124,2025,15,1701220250124002,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1793.863264,8,1793.863264,0,0,0,0,2025011513weS:8AM-8PM,,0,02/19/2026
,2025011513weS:8AM-8PM,2025115131701220250124,2025,15,1701220250124003,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1167.1206182,8,1167.1206182,0,0,0,0,2025011513weS:8AM-8PM,,0,02/19/2026
,2025011513weS:8AM-8PM,2025115131701220250124,2025,15,1701220250124004,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1167.1206182,8,1167.1206182,0,0,0,0,2025011513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011513wdS:8AM-8PM,2025115131701220250128,2025,15,1701220250128001,1,8,3,1,wd,8835280601,11,0,0,11,0,0,2167,3.498,0,0,1,01,2366.7602201,8,2366.7602201,11,3.498,2167,11,2025011513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011513wdS:8AM-8PM,2025115131701220250128,2025,15,1701220250128002,1,8,3,1,wd,8835280601,9,0,0,9,0,0,1620,2.124,0,0,1,01,2366.7602201,8,2366.7602201,9,2.124,1620,9,2025011513wdS:8AM-8PM,,0,02/19/2026
,2025011513wdS:8AM-8PM,2025115131701220250128,2025,15,1701220250128003,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,01,2366.7602201,8,2366.7602201,0,0,0,0,2025011513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011513wdS:8AM-8PM,2025115131701220250128,2025,15,1701220250128004,1,8,3,1,wd,8835280601,9,0,0,9,0,0,1801.8,6.048,0,0,1,01,2366.7602201,8,2366.7602201,9,6.048,1801.8,9,2025011513wdS:8AM-8PM,,0,02/19/2026
,2025011513wdS:8AM-8PM,2025115131701220250128,2025,15,1701220250128005,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,01,3687.1634395,8,3687.1634395,0,0,0,0,2025011513wdS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250201,2025,15,1701220250201001,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3918.6928309,8,3918.6928309,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
SADDLE WRASSE,2025021513weS:8AM-8PM,2025115131701220250201,2025,15,1701220250201002,1,8,3,1,we,8839011004,1,0,0,1,0,0,0,0,0,0,1,02,3918.6928309,8,3918.6928309,1,0,0,1,2025021513weS:8AM-8PM,,0,02/19/2026
LIZARDFISH FAMILY,2025021513weS:8AM-8PM,2025115131701220250201,2025,15,1701220250201003,1,8,3,1,we,8762020000,0,1,0,0,0,1,0,0,0,0,1,02,3918.6928309,8,3918.6928309,1,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
TRUMPETFISH,2025021513weS:8AM-8PM,2025115131701220250201,2025,15,1701220250201003,1,8,3,1,we,8819010101,0,2,0,0,0,2,0,0,0,0,1,02,3918.6928309,8,3918.6928309,2,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
TRIGGERFISH FAMILY,2025021513weS:8AM-8PM,2025115131701220250201,2025,15,1701220250201003,1,8,3,1,we,8860020000,0,2,0,0,0,2,0,0,0,0,1,02,3918.6928309,8,3918.6928309,2,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250201,2025,15,1701220250201004,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3918.6928309,8,3918.6928309,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250201,2025,15,1701220250201005,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3918.6928309,8,3918.6928309,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250201,2025,15,1701220250201006,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,4073.6464073,8,4073.6464073,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
,2025021513wdS:8AM-8PM,2025115131701220250204,2025,15,1701220250204001,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,14902.352399,8,14902.352399,0,0,0,0,2025021513wdS:8AM-8PM,,0,02/19/2026
,2025021513wdS:8AM-8PM,2025115131701220250204,2025,15,1701220250204002,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,14902.352399,8,14902.352399,0,0,0,0,2025021513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250206,2025,15,1701220250206001,1,8,3,1,wd,8835280601,23,0,0,23,0,0,5198,12.098,0,0,1,02,2548.1540034,8,2548.1540034,23,12.098,5198,23,2025021513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250206,2025,15,1701220250206002,1,8,3,1,wd,8835280601,20,0,0,20,0,0,3092,7.52,0,0,1,02,2548.1540034,8,2548.1540034,20,7.52,3092,20,2025021513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250206,2025,15,1701220250206003,1,8,3,1,wd,8835280601,17,0,0,17,0,0,3757,7.99,0,0,1,02,2548.1540034,8,2548.1540034,17,7.99,3757,17,2025021513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250206,2025,15,1701220250206004,1,8,3,1,wd,8835280601,14,0,0,14,0,0,2774.8,4.34,0,0,1,02,2548.1540034,8,2548.1540034,14,4.34,2774.8,14,2025021513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250206,2025,15,1701220250206005,1,8,3,1,wd,8835280601,7,0,0,7,0,0,1365,2.898,0,0,1,02,2548.1540034,8,2548.1540034,7,2.898,1365,7,2025021513wdS:8AM-8PM,,0,02/19/2026
,2025021513wdS:8AM-8PM,2025115131701220250206,2025,15,1701220250206006,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,3139.688681,8,3139.688681,0,0,0,0,2025021513wdS:8AM-8PM,,0,02/19/2026
IRIDESCENT CARDINALFISH,2025021513weS:8AM-8PM,2025115131701220250209,2025,15,1701220250209001,1,8,3,1,we,8835180123,0,1,0,0,0,1,0,0,0,0,1,02,538.60785435,8,538.60785435,1,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
BLACKTAIL SNAPPER,2025021513weS:8AM-8PM,2025115131701220250209,2025,15,1701220250209001,1,8,3,1,we,8835360115,0,1,0,0,0,1,0,0,0,0,1,02,538.60785435,8,538.60785435,1,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250209,2025,15,1701220250209002,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,538.60785435,8,538.60785435,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513weS:8AM-8PM,2025115131701220250209,2025,15,1701220250209003,1,8,3,1,we,8835280601,7,0,0,7,0,0,1358,2.982,0,0,1,02,538.60785435,8,538.60785435,7,2.982,1358,7,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513weS:8AM-8PM,2025115131701220250209,2025,15,1701220250209004,1,8,3,1,we,8835280601,9,0,0,9,0,0,1962,5.202,0,0,1,02,538.60785435,8,538.60785435,9,5.202,1962,9,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513weS:8AM-8PM,2025115131701220250209,2025,15,1701220250209005,1,8,3,1,we,8835280601,31,0,0,31,0,0,6162.8,5.394,0,0,1,02,538.60785435,8,538.60785435,31,5.394,6162.8,31,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513weS:8AM-8PM,2025115131701220250209,2025,15,1701220250209006,1,8,3,1,we,8835280601,30,0,0,30,0,0,5856,8.22,0,0,1,02,538.60785435,8,538.60785435,30,8.22,5856,30,2025021513weS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250209,2025,15,1701220250209007,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,319.26830372,8,319.26830372,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250211,2025,15,1701220250211001,1,8,3,1,wd,8835280601,4,0,0,4,0,0,838,1.43,0,0,1,02,2223.8654103,8,2223.8654103,4,1.43,838,4,2025021513wdS:8AM-8PM,,0,02/19/2026
,2025021513wdS:8AM-8PM,2025115131701220250211,2025,15,1701220250211002,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,11774.563802,8,11774.563802,0,0,0,0,2025021513wdS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250221,2025,15,1701220250221001,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,997.11324516,8,997.11324516,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250221,2025,15,1701220250221002,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,997.11324516,8,997.11324516,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513weS:8AM-8PM,2025115131701220250221,2025,15,1701220250221003,1,8,3,1,we,8835280601,10,0,0,10,0,0,1850,2.92,0,0,1,02,997.11324516,8,997.11324516,10,2.92,1850,10,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513weS:8AM-8PM,2025115131701220250221,2025,15,1701220250221004,1,8,3,1,we,8835280601,9,0,0,9,0,0,1733.4,6.462,0,0,1,02,997.11324516,8,997.11324516,9,6.462,1733.4,9,2025021513weS:8AM-8PM,,0,02/19/2026
JACK FAMILY,2025021513weS:8AM-8PM,2025115131701220250223,2025,15,1701220250223001,1,8,3,1,we,8835280000,0,1,0,0,0,1,0,0,0,0,1,02,1774.5783471,8,1774.5783471,1,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250223,2025,15,1701220250223002,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,1774.5783471,8,1774.5783471,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513weS:8AM-8PM,2025115131701220250223,2025,15,1701220250223003,1,8,3,1,we,8835280601,1,0,0,1,0,0,159,0.08,0,0,1,02,1774.5783471,8,1774.5783471,1,0.08,159,1,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513weS:8AM-8PM,2025115131701220250223,2025,15,1701220250223004,1,8,3,1,we,8835280601,6,0,0,6,0,0,998.4,2.388,0,0,1,02,1774.5783471,8,1774.5783471,6,2.388,998.4,6,2025021513weS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131701220250223,2025,15,1701220250223005,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,1774.5783471,8,1774.5783471,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250225,2025,15,1701220250225001,1,8,3,1,wd,8835280601,1,0,0,1,0,0,159,0.08,0,0,1,02,2841.9384388,8,2841.9384388,1,0.08,159,1,2025021513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250225,2025,15,1701220250225002,1,8,3,1,wd,8835280601,4,0,0,4,0,0,741,1.82,0,0,1,02,2841.9384388,8,2841.9384388,4,1.82,741,4,2025021513wdS:8AM-8PM,,0,02/19/2026
,2025021513wdS:8AM-8PM,2025115131701220250226,2025,15,1701220250226001,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1048.2804483,8,1048.2804483,0,0,0,0,2025021513wdS:8AM-8PM,,0,02/19/2026
,2025021513wdS:8AM-8PM,2025115131701220250226,2025,15,1701220250226002,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1048.2804483,8,1048.2804483,0,0,0,0,2025021513wdS:8AM-8PM,,0,02/19/2026
,2025021513wdS:8AM-8PM,2025115131701220250226,2025,15,1701220250226003,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1048.2804483,8,1048.2804483,0,0,0,0,2025021513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250226,2025,15,1701220250226004,1,8,3,1,wd,8835280601,6,0,0,6,0,0,1435.2,3.264,0,0,1,02,785.28694225,8,785.28694225,6,3.264,1435.2,6,2025021513wdS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025021513wdS:8AM-8PM,2025115131701220250226,2025,15,1701220250226005,1,8,3,1,wd,8835280601,5,0,0,5,0,0,932,1.44,0,0,1,02,785.28694225,8,785.28694225,5,1.44,932,5,2025021513wdS:8AM-8PM,,0,02/19/2026
,2025011553weS:8AM-8PM,2025115531701420250103,2025,15,1701420250103001,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,5,01,1035.8031753,8,1035.8031753,0,0,0,0,2025011553weS:8AM-8PM,,0,02/19/2026
,2025011553wdS:8AM-8PM,2025115531701420250106,2025,15,1701420250106001,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,5,01,1546.3437247,8,1546.3437247,0,0,0,0,2025011553wdS:8AM-8PM,,0,02/19/2026
BLUEFIN TREVALLY,2025011553weS:8AM-8PM,2025115531701420250125,2025,15,1701420250125001,1,8,3,1,we,8835280311,2,0,0,2,0,0,474,1.4170132697,0,0,5,01,770.1026358,8,770.1026358,2,1.4170132697,474,2,2025011553weS:8AM-8PM,,0,02/19/2026
SMALLMOUTH BONEFISH,2025021553weS:8AM-8PM,2025115531701420250208,2025,15,1701420250208001,1,8,3,1,we,8739010103,4,0,0,4,0,0,2469,11.68,0,0,5,02,841.88962011,8,841.88962011,4,11.68,2469,4,2025021553weS:8AM-8PM,,0,02/19/2026
SMALLMOUTH BONEFISH,2025021553weS:8AM-8PM,2025115531701420250208,2025,15,1701420250208002,1,8,3,1,we,8739010103,1,0,0,1,0,0,571,3,0,0,5,02,841.88962011,8,841.88962011,1,3,571,1,2025021553weS:8AM-8PM,,0,02/19/2026
ISLAND JACK,2025021553weS:8AM-8PM,2025115531701420250208,2025,15,1701420250208003,1,8,3,1,we,8835282004,1,0,0,1,0,0,340,0.59,0,0,5,02,1044.1517907,8,1044.1517907,1,0.59,340,1,2025021553weS:8AM-8PM,,0,02/19/2026
SMALLMOUTH BONEFISH,2025021553weS:8AM-8PM,2025115531701420250215,2025,15,1701420250215001,1,8,3,1,we,8739010103,1,0,0,1,0,0,711,4,0,0,5,02,794.00671696,8,794.00671696,1,4,711,1,2025021553weS:8AM-8PM,,0,02/19/2026
SMALLMOUTH BONEFISH,2025021553weS:8AM-8PM,2025115531701420250216,2025,15,1701420250216001,1,8,3,1,we,8739010103,1,0,0,1,0,0,571,3,0,0,5,02,1234.5216651,8,1234.5216651,1,3,571,1,2025021553weS:8AM-8PM,,0,02/19/2026
BLUEFIN TREVALLY,2025021553weS:8AM-8PM,2025115531701420250216,2025,15,1701420250216001,1,8,3,1,we,8835280311,1,0,0,1,0,0,368,1.3970132697,0,0,5,02,1234.5216651,8,1234.5216651,1,1.3970132697,368,1,2025021553weS:8AM-8PM,,0,02/19/2026
,2025021553weS:8AM-8PM,2025115531701420250216,2025,15,1701420250216002,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,1234.5216651,8,1234.5216651,0,0,0,0,2025021553weS:8AM-8PM,,0,02/19/2026
BLUESTRIPE SNAPPER,2025011533weS:8AM-8PM,2025115331701620250104,2025,15,1701620250104001,1,8,3,1,we,8835360114,1,0,0,1,0,0,303,0.41,0,0,3,01,1761.3921523,8,1761.3921523,1,0.41,303,1,2025011533weS:8AM-8PM,,0,02/19/2026
BIGEYE TREVALLY,2025011533weS:8AM-8PM,2025115331701620250110,2025,15,1701620250110001,1,8,3,1,we,8835280312,7,0,0,7,0,0,0,0,0,0,3,01,4114.0514221,8,4114.0514221,7,0,0,7,2025011533weS:8AM-8PM,,0,02/19/2026
BLACKTAIL SNAPPER,2025011533weS:8AM-8PM,2025115331701620250110,2025,15,1701620250110001,1,8,3,1,we,8835360115,1,0,0,1,0,0,280,0.42,0,0,3,01,4114.0514221,8,4114.0514221,1,0.42,280,1,2025011533weS:8AM-8PM,,0,02/19/2026
BIGEYE TREVALLY,2025011533weS:8AM-8PM,2025115331701620250110,2025,15,1701620250110002,1,8,3,1,we,8835280312,3,0,0,3,0,0,0,0,0,0,3,01,4114.0514221,8,4114.0514221,3,0,0,3,2025011533weS:8AM-8PM,,0,02/19/2026
HAWAIIAN HOGFISH,2025011533weS:8AM-8PM,2025115331701620250110,2025,15,1701620250110002,1,8,3,1,we,8839010303,1,0,0,1,0,0,360,1.000150334,0,0,3,01,4114.0514221,8,4114.0514221,1,1.000150334,360,1,2025011533weS:8AM-8PM,,0,02/19/2026
EYESTRIPED SURGEONFISH,2025011533weS:8AM-8PM,2025115331701620250110,2025,15,1701620250110002,1,8,3,1,we,8849010108,1,0,0,1,0,0,457,1.9,0,0,3,01,4114.0514221,8,4114.0514221,1,1.9,457,1,2025011533weS:8AM-8PM,,0,02/19/2026
CORNETFISH,2025011533weS:8AM-8PM,2025115331701620250110,2025,15,1701620250110003,1,8,3,1,we,8819020104,0,3,0,0,0,3,0,0,0,0,3,01,6605.4831463,8,6605.4831463,3,0,0,0,2025011533weS:8AM-8PM,,0,02/19/2026
STOCKY HAWKFISH,2025011533weS:8AM-8PM,2025115331701620250110,2025,15,1701620250110004,1,8,3,1,we,8835640401,0,1,0,0,0,1,0,0,0,0,3,01,6605.4831463,8,6605.4831463,1,0,0,0,2025011533weS:8AM-8PM,,0,02/19/2026
,2025011533weS:8AM-8PM,2025115331701620250110,2025,15,1701620250110005,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,6605.4831463,8,6605.4831463,0,0,0,0,2025011533weS:8AM-8PM,,0,02/19/2026
,2025011533weS:8AM-8PM,2025115331701620250119,2025,15,1701620250119001,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,9015.0033031,8,9015.0033031,0,0,0,0,2025011533weS:8AM-8PM,,0,02/19/2026
,2025011533weS:8AM-8PM,2025115331701620250119,2025,15,1701620250119002,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,4016.754489,8,4016.754489,0,0,0,0,2025011533weS:8AM-8PM,,0,02/19/2026
,2025011533weS:8AM-8PM,2025115331701620250119,2025,15,1701620250119003,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,4016.754489,8,4016.754489,0,0,0,0,2025011533weS:8AM-8PM,,0,02/19/2026
,2025011533weS:8AM-8PM,2025115331701620250119,2025,15,1701620250119004,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,4016.754489,8,4016.754489,0,0,0,0,2025011533weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011533weS:8AM-8PM,2025115331701620250120,2025,15,1701620250120001,1,8,3,1,we,8835280601,1,0,5,1,5,0,238.2,0.512,1191,2.56,3,01,3869.6183695,8,3869.6183695,6,3.072,1429.2,6,2025011533weS:8AM-8PM,,0,02/19/2026
,2025011533weS:8AM-8PM,2025115331701620250120,2025,15,1701620250120002,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,3869.6183695,8,3869.6183695,0,0,0,0,2025011533weS:8AM-8PM,,0,02/19/2026
,2025011533weS:8AM-8PM,2025115331701620250120,2025,15,1701620250120003,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,3869.6183695,8,3869.6183695,0,0,0,0,2025011533weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011533weS:8AM-8PM,2025115331701620250120,2025,15,1701620250120004,1,8,3,1,we,8835280601,0,0,3,0,3,0,0,0,615,1.3,3,01,5166.2509477,8,5166.2509477,3,1.3,615,3,2025011533weS:8AM-8PM,,0,02/19/2026
,2025011533wdS:8AM-8PM,2025115331701620250123,2025,15,1701620250123001,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,3,01,2135.14616,8,2135.14616,0,0,0,0,2025011533wdS:8AM-8PM,,0,02/19/2026
,2025021533weS:8AM-8PM,2025115331701620250207,2025,15,1701620250207001,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,11185.350854,8,11185.350854,0,0,0,0,2025021533weS:8AM-8PM,,0,02/19/2026
BLUEFIN TREVALLY,2025021533weS:8AM-8PM,2025115331701620250207,2025,15,1701620250207002,1,8,3,1,we,8835280311,0,1,0,0,0,1,0,0,0,0,3,02,11185.350854,8,11185.350854,1,0,0,0,2025021533weS:8AM-8PM,,0,02/19/2026
,2025021533weS:8AM-8PM,2025115331701620250207,2025,15,1701620250207003,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,10180.843456,8,10180.843456,0,0,0,0,2025021533weS:8AM-8PM,,0,02/19/2026
,2025021533weS:8AM-8PM,2025115331701620250214,2025,15,1701620250214001,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,3587.6033553,8,3587.6033553,0,0,0,0,2025021533weS:8AM-8PM,,0,02/19/2026
,2025021533wdS:8AM-8PM,2025115331701620250220,2025,15,1701620250220001,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,3,02,4771.301643,8,4771.301643,0,0,0,0,2025021533wdS:8AM-8PM,,0,02/19/2026
BLUESTRIPE SNAPPER,2025021533wdS:8AM-8PM,2025115331701620250220,2025,15,1701620250220002,1,8,3,1,wd,8835360114,1,0,0,1,0,0,215.13986313,0.21,0,0,3,02,4771.301643,8,4771.301643,1,0.21,215.13986313,1,2025021533wdS:8AM-8PM,,0,02/19/2026
BLUESTRIPE SNAPPER,2025021533wdS:8AM-8PM,2025115331701620250220,2025,15,1701620250220003,1,8,3,1,wd,8835360114,1,0,0,1,0,0,221.46625597,0.23,0,0,3,02,4771.301643,8,4771.301643,1,0.23,221.46625597,1,2025021533wdS:8AM-8PM,,0,02/19/2026
,2025021533wdS:8AM-8PM,2025115331701620250220,2025,15,1701620250220004,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,3,02,10531.697808,8,10531.697808,0,0,0,0,2025021533wdS:8AM-8PM,,0,02/19/2026
GIANT TREVALLY,2025021533weS:8AM-8PM,2025115331701620250222,2025,15,1701620250222001,1,8,3,1,we,8835280310,1,0,0,1,0,0,171,0.11,0,0,3,02,15570.008389,8,15570.008389,1,0.11,171,1,2025021533weS:8AM-8PM,,0,02/19/2026
,2025021533wdS:8AM-8PM,2025115331701620250224,2025,15,1701620250224001,1,8,3,1,wd,,0,0,0,0,0,0,0,0,0,0,3,02,1909.3871265,8,1909.3871265,0,0,0,0,2025021533wdS:8AM-8PM,,0,02/19/2026
,2025021513weS:8AM-8PM,2025115131702020250214,2025,15,1702020250214001,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,738.44695891,8,738.44695891,0,0,0,0,2025021513weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011523weS:8AM-8PM,2025115231702220250103,2025,15,1702220250103003,1,8,3,1,we,8835280601,11,0,0,11,0,0,2103.2,5.918,0,0,2,01,316.06525752,8,316.06525752,11,5.918,2103.2,11,2025011523weS:8AM-8PM,,0,02/19/2026
SHARPNOSE MULLET,2025011523weS:8AM-8PM,2025115231702220250117,2025,15,1702220250117001,1,8,3,1,we,8836010601,5,0,0,5,0,0,0,0,0,0,2,01,524.22181647,8,524.22181647,5,0,0,5,2025011523weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011523weS:8AM-8PM,2025115231702220250118,2025,15,1702220250118002,1,8,3,1,we,8835280601,6,0,0,6,0,0,1255.2,2.688,0,0,2,01,559.27781871,8,559.27781871,6,2.688,1255.2,6,2025011523weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011523weS:8AM-8PM,2025115231702220250124,2025,15,1702220250124001,1,8,3,1,we,8835280601,10,0,0,10,0,0,1792,3.68,0,0,2,01,1718.2901597,8,1718.2901597,10,3.68,1792,10,2025011523weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011523weS:8AM-8PM,2025115231702220250124,2025,15,1702220250124004,1,8,3,1,we,8835280601,16,0,0,16,0,0,4400,5.376,0,0,2,01,1718.2901597,8,1718.2901597,16,5.376,4400,16,2025011523weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011523weS:8AM-8PM,2025115231702220250124,2025,15,1702220250124005,1,8,3,1,we,8835280601,12,0,0,12,0,0,2277.6,8.232,0,0,2,01,1718.2901597,8,1718.2901597,12,8.232,2277.6,12,2025011523weS:8AM-8PM,,0,02/19/2026
,2025011523weS:8AM-8PM,2025115231702220250125,2025,15,1702220250125001,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,1882.2949823,8,1882.2949823,0,0,0,0,2025011523weS:8AM-8PM,,0,02/19/2026
,2025011523weS:8AM-8PM,2025115231702220250125,2025,15,1702220250125002,1,8,3,1,we,,0,0,0,0,0,0,0,0,0,0,2,01,1882.2949823,8,1882.2949823,0,0,0,0,2025011523weS:8AM-8PM,,0,02/19/2026
BIGEYE SCAD,2025011523wdS:8AM-8PM,2025115231702220250129,2025,15,1702220250129001,1,8,3,1,wd,8835280601,11,0,3,11,3,0,2180.2,3.234,594.6,0.882,2,01,862.49905507,8,862.49905507,14,4.116,2774.8,14,2025011523wdS:8AM-8PM,,0,02/19/2026
