PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,TELEFON,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,MODE2001,MONITOR,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,RED DRUM,201317228701we,1516120130113751369,2013,7,22,105,22,75,1369,8,7,4,5,2,,7,2,1,0,0,0,1,2,2,1516120130113005,7,1,2,,,,,Y,,1516120130113,,01,we,1516120130113004,,,,TANGIPAHOA,169290,,1400,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,,,,,,,1412.4804403,201317228701we,,0,1516120130113005,8,70401,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228702wd,151612013021475232,2013,7,22,33,22,75,232,8,7,4,5,7,,3,0,1,0,0,0,0,2,1,1516120130214001,7,1,2,,,,,N,,1516120130214,,02,wd,1516120130214001,,,,,169239,169290,1415,8,1,1,8,1,8,,,22MAR201307:43,8,8835440102,8835440901,,,,,,1081.5872076,201317228702wd,,0,1516120130214001,8,70806,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228702wd,151612013021475232,2013,7,22,5,22,75,232,8,7,4,5,7,,3,0,1,0,0,0,1,2,2,1516120130214002,7,1,2,,,,,Y,,1516120130214,,02,wd,1516120130214001,,,,ASCENSION,169239,169290,1420,8,1,1,8,1,8,,,22MAR201307:43,8,8835440102,8835440901,,,,,,1357.5468479,201317228702wd,,0,1516120130214002,8,70737,03/03/2025
,RED DRUM,201317228702we,1516120130217756,2013,7,48,347,22,75,6,8,7,4,5,6,0,10,3,1,2,0,0,0,5,1,1516120130217001,7,1,2,,,,,O,,1516120130217,,02,we,1516120130217001,1,,,,169290,,1405,8,1,1,8,1,8,,,22MAR201307:43,8,8835440901,,,,,,,801.51516082,201317228702we,,0,1516120130217001,8,75961,03/03/2025
,RED DRUM,201317228702we,1516120130217756,2013,7,48,347,22,75,6,8,7,4,5,6,0,3,3,1,2,0,0,1,5,2,1516120130217002,7,1,2,,,,,O,,1516120130217,,02,we,1516120130217001,1,,,,169290,,1410,8,1,1,8,1,8,,,22MAR201307:43,8,8835440901,,,,,,,801.51516082,201317228702we,,0,1516120130217002,8,75961,03/03/2025
,RED DRUM,201317228702we,1516120130217756,2013,0,31,33,22,75,6,8,7,4,5,6,0,3,3,1,1,0,0,1,5,2,1516120130217003,7,1,2,,,,,O,,1516120130217,,02,we,1516120130217001,1,,,,169290,,1415,8,1,1,8,1,8,,,22MAR201307:43,8,8835440901,,,,,,,801.51516082,201317228702we,,0,1516120130217003,8,99998,03/03/2025
,RED DRUM,201317228702we,1516120130217756,2013,7,48,1,22,75,6,8,7,4,5,6,0,3,3,1,1,0,0,1,5,2,1516120130217004,7,1,2,,,,,O,,1516120130217,,02,we,1516120130217001,1,,,,169290,,1420,8,1,1,8,1,8,,,22MAR201307:43,8,8835440901,,,,,,,801.51516082,201317228702we,,0,1516120130217004,8,75861,03/03/2025
,RED DRUM,201317228702we,1516120130217756,2013,0,17,107,22,75,6,8,7,4,5,6,0,3,3,1,1,0,0,1,5,2,1516120130217005,7,1,2,,,,,O,,1516120130217,,02,we,1516120130217001,1,,,,169290,,1425,8,1,1,8,1,8,,,22MAR201307:43,8,8835440901,,,,,,,801.51516082,201317228702we,,0,1516120130217005,8,62656,03/03/2025
,RED DRUM,201317228701wd,151662013012851299,2013,7,22,71,22,51,299,8,7,4,5,4,0,70,10,1,1,2,0,0,2,1,1516620130128001,7,1,1,,,,,Y,,1516620130128,,01,wd,1516620130128001,1,1,0,ORLEANS,169290,,1240,8,1,1,8,1,1,,,20FEB201311:19,8,8835440901,,,,,,,1265.0223695,201317228701wd,,0,1516620130128001,8,70127,03/03/2025
,RED DRUM,201317228701wd,151662013012851299,2013,7,22,51,22,51,299,8,7,4,5,4,0,100,10,1,3,0,0,1,2,2,1516620130128002,7,1,2,,,,,Y,,1516620130128,,01,wd,1516620130128001,1,,,JEFFERSON,169290,,1245,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,,,,,,,1265.0223695,201317228701wd,,0,1516620130128002,8,70094,03/03/2025
,,201317228701wd,151662013012851299,2013,7,22,51,22,51,299,8,7,4,5,1,,2,1,1,0,0,0,0,2,1,1516620130128003,7,1,2,,,,,Y,,1516620130128,,01,wd,1516620130128003,,,,JEFFERSON,,,1435,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,1265.0223695,201317228701wd,,0,1516620130128003,8,70072,03/03/2025
,,201317228701wd,151662013012851299,2013,7,22,51,22,51,299,8,7,4,5,1,,2,1,1,0,0,0,1,2,2,1516620130128004,7,1,2,,,,,Y,,1516620130128,,01,wd,1516620130128003,,,,JEFFERSON,,,1440,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,1265.0223695,201317228701wd,,0,1516620130128004,8,70072,03/03/2025
,SPOTTED SEATROUT,201317228702we,151662013021751127,2013,7,22,51,22,51,127,8,7,4,5,5,,25,10,1,0,0,0,0,3,1,1516620130217001,7,1,2,,,,,Y,,1516620130217,,02,we,1516620130217001,,,,JEFFERSON,169239,,1240,8,1,1,8,1,8,,,22MAR201307:43,8,8835440102,,,,,,,748.52399713,201317228702we,,0,1516620130217001,8,70072,03/03/2025
,SPOTTED SEATROUT,201317228702we,151662013021751127,2013,7,22,51,22,51,127,8,7,4,5,5,,25,10,1,0,0,0,1,3,2,1516620130217002,7,1,2,,,,,Y,,1516620130217,,02,we,1516620130217001,,,,JEFFERSON,169239,,1245,8,1,1,8,1,8,,,22MAR201307:43,8,8835440102,,,,,,,748.52399713,201317228702we,,0,1516620130217002,8,70072,03/03/2025
,SPOTTED SEATROUT,201317228702we,151662013021751127,2013,7,22,51,22,51,127,8,7,4,5,5,0,6,2,1,1,0,0,1,3,2,1516620130217003,7,1,2,,,,,Y,,1516620130217,,02,we,1516620130217001,1,0,1,JEFFERSON,169239,,1250,8,1,1,8,1,8,,,22MAR201307:43,8,8835440102,,,,,,,748.52399713,201317228702we,,0,1516620130217003,8,99998,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228702we,151662013021751127,2013,7,22,51,22,51,127,8,7,4,5,5,0,24,4,1,0,1,0,0,3,1,1516620130217004,7,1,1,,,,,Y,,1516620130217,,02,we,1516620130217004,1,1,0,JEFFERSON,169290,169239,1400,8,1,1,8,1,1,,,22MAR201307:43,8,8835440901,8835440102,,,,,,748.52399713,201317228702we,,0,1516620130217004,8,70058,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228702we,151662013021751127,2013,7,22,51,22,51,127,8,7,4,5,5,,24,3,1,0,0,0,1,3,2,1516620130217005,7,1,2,,,,,Y,,1516620130217,,02,we,1516620130217004,,,,JEFFERSON,169290,169239,1405,8,1,1,8,1,8,,,22MAR201307:43,8,8835440901,8835440102,,,,,,748.52399713,201317228702we,,0,1516620130217005,8,70058,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228702we,151662013021751127,2013,7,22,51,22,51,127,8,7,4,5,5,,24,3,1,0,0,0,1,3,2,1516620130217006,7,1,2,,,,,Y,,1516620130217,,02,we,1516620130217004,,,,JEFFERSON,169290,169239,1410,8,1,1,8,1,8,,,22MAR201307:43,8,8835440901,8835440102,,,,,,748.52399713,201317228702we,,0,1516620130217006,8,99998,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228702we,151662013021751127,2013,7,22,51,22,51,127,8,7,4,5,6,,24,10,1,0,0,0,0,4,1,1516620130217007,7,1,2,,,,,Y,,1516620130217,,02,we,1516620130217007,,,,JEFFERSON,169290,169239,1420,8,1,1,8,1,8,,,22MAR201307:43,8,8835440901,8835440102,,,,,,748.52399713,201317228702we,,0,1516620130217007,8,70062,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228702we,151662013021751127,2013,7,22,51,22,51,127,8,7,4,5,6,0,24,10,1,0,2,0,1,4,2,1516620130217008,7,1,1,,,,,Y,,1516620130217,,02,we,1516620130217007,1,1,0,JEFFERSON,169290,169239,1425,8,1,1,1,1,2,,,22MAR201307:43,8,8835440901,8835440102,,,,,,748.52399713,201317228702we,,0,1516620130217008,8,70062,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228702we,151662013021751127,2013,7,22,51,22,51,127,8,7,4,5,6,0,24,4,1,0,1,0,1,4,2,1516620130217009,7,1,1,,,,,Y,,1516620130217,,02,we,1516620130217007,1,1,0,JEFFERSON,169290,169239,1430,8,1,1,1,1,2,,,22MAR201307:43,8,8835440901,8835440102,,,,,,748.52399713,201317228702we,,0,1516620130217009,8,70062,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228702we,151662013021751127,2013,7,22,103,22,51,127,8,7,4,5,6,0,12,3,1,1,1,0,1,4,2,1516620130217010,7,1,1,,,,,Y,,1516620130217,,02,we,1516620130217007,1,1,0,ST TAMMANY,169290,169239,1435,8,1,1,1,1,2,,,22MAR201307:43,8,8835440901,8835440102,,,,,,748.52399713,201317228702we,,0,1516620130217010,8,70433,03/03/2025
,RED DRUM,201317228701wd,1523320130103573141,2013,7,22,103,22,57,3141,8,7,4,5,4,0,36,24,1,3,0,0,0,2,1,1523320130103001,7,1,2,,,,,Y,,1523320130103,,01,wd,1523320130103001,1,0,1,ST TAMMANY,169290,,1208,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,,,,,,,6081.1196216,201317228701wd,,0,1523320130103001,8,70431,03/03/2025
,RED DRUM,201317228701wd,1523320130103573141,2013,0,8,5,22,57,3141,8,7,4,5,4,0,0,0,1,2,0,0,1,2,2,1523320130103002,7,1,2,,,,,O,,1523320130103,,01,wd,1523320130103001,1,0,5,,169290,,1213,8,1,1,8,2,8,,,20FEB201311:19,8,8835440901,,,,,,,8904.2190477,201317228701wd,,0,1523320130103002,8,80122,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228701wd,1523320130103573141,2013,7,22,33,22,57,3141,8,7,4,5,2.5,0,36,10,1,2,2,0,0,2,1,1523320130103003,7,1,1,,,,,N,,1523320130103,,01,wd,1523320130103003,1,1,0,,169290,169239,1229,8,1,1,1,2,2,,,20FEB201311:19,8,8835440901,8835440102,,,,,,4844.9607472,201317228701wd,,0,1523320130103003,8,70808,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228701wd,1523320130103573141,2013,0,8,35,22,57,3141,8,7,4,5,2.5,0,0,0,1,2,1,0,1,2,2,1523320130103004,7,1,1,,,,,O,,1523320130103,,01,wd,1523320130103003,1,4,1,,169290,169239,1234,8,1,1,1,1,2,,,20FEB201311:19,8,8835440901,8835440102,,,,,,8904.2190477,201317228701wd,,0,1523320130103004,8,80134,03/03/2025
,,201317228701wd,1523320130103573141,2013,7,22,33,22,57,3141,8,7,4,5,5,0,50,23,1,1,2,0,0,2,1,1523320130103005,7,1,1,,,,,N,,1523320130103,,01,wd,1523320130103005,1,1,0,,,,1322,8,1,1,1,1,2,,,20FEB201311:19,8,,,,,,,,4844.9607472,201317228701wd,,0,1523320130103005,8,70809,03/03/2025
,,201317228701wd,1523320130103573141,2013,7,22,33,22,57,3141,8,7,4,5,5,0,25,5,1,1,1,0,1,2,2,1523320130103006,7,1,1,,,,,N,,1523320130103,,01,wd,1523320130103005,1,5,0,,,,1327,8,1,1,1,2,2,,,20FEB201311:19,8,,,,,,,,4844.9607472,201317228701wd,,0,1523320130103006,8,70808,03/03/2025
,RED DRUM,201317228701we,1523320130105109325,2013,7,22,57,22,109,325,8,7,4,5,0.5,,7,1,1,0,0,0,0,2,1,1523320130105001,7,1,2,,,,,Y,,1523320130105,,01,we,1523320130105001,,,,LAFOURCHE,169290,,1029,8,1,1,8,2,8,,,20FEB201311:19,8,8835440901,,,,,,,419.05976551,201317228701we,,0,1523320130105001,8,70301,03/03/2025
,RED DRUM,201317228701we,1523320130105109325,2013,7,22,57,22,109,325,8,7,4,5,0.5,,7,1,1,0,0,0,1,2,2,1523320130105002,7,1,2,,,,,Y,,1523320130105,,01,we,1523320130105001,,,,LAFOURCHE,169290,,1034,8,1,1,8,2,8,,,20FEB201311:19,8,8835440901,,,,,,,419.05976551,201317228701we,,0,1523320130105002,8,70301,03/03/2025
,RED DRUM,201317228701we,1523320130105109325,2013,7,22,109,22,109,325,8,7,4,5,1,,30,20,1,0,0,0,0,2,1,1523320130105003,7,1,2,,,,,Y,,1523320130105,,01,we,1523320130105003,,,,TERREBONNE,169290,,1101,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,,,,,,,419.05976551,201317228701we,,0,1523320130105003,8,70360,03/03/2025
,RED DRUM,201317228701we,1523320130105109325,2013,7,22,55,22,109,325,8,7,4,5,1,,2,1,1,0,0,0,1,2,2,1523320130105004,7,1,2,,,,,Y,,1523320130105,,01,we,1523320130105003,,,,LAFAYETTE,169290,,1106,8,1,1,8,2,8,,,20FEB201311:19,8,8835440901,,,,,,,419.05976551,201317228701we,,0,1523320130105004,8,99998,03/03/2025
,RED DRUM,201317228701we,1523320130105109325,2013,7,22,45,22,109,325,8,7,4,5,4,,150,8,1,0,0,0,0,1,8,1523320130105005,7,1,2,,,,,Y,,1523320130105,,01,we,1523320130105005,,,,IBERIA,169290,,1140,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,,,,,,,419.05976551,201317228701we,,0,1523320130105005,8,70560,03/03/2025
,SHEEPSHEAD,201317228701we,1523320130105109325,2013,7,22,5,22,109,325,8,7,4,5,4,0,14,2,1,2,0,0,0,2,1,1523320130105006,7,1,2,,,,,Y,,1523320130105,,01,we,1523320130105006,1,0,13,ASCENSION,169189,,1232,8,1,1,8,1,8,,,20FEB201311:19,8,8835430301,,,,,,,419.05976551,201317228701we,,0,1523320130105006,8,70774,03/03/2025
,SHEEPSHEAD,201317228701we,1523320130105109325,2013,7,22,33,22,109,325,8,7,4,5,4,0,14,2,1,1,0,0,1,2,2,1523320130105007,7,1,2,,,,,N,,1523320130105,,01,we,1523320130105006,1,0,12,,169189,,1237,8,1,1,8,1,8,,,20FEB201311:19,8,8835430301,,,,,,,333.87406283,201317228701we,,0,1523320130105007,8,70808,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228701we,1523320130105109325,2013,7,22,7,22,109,325,8,7,4,5,6,0,24,2,2,1,15,0,0,2,1,1523320130105008,7,1,1,,,,,Y,,1523320130105,,01,we,1523320130105008,1,50,0,ASSUMPTION,169239,169290,1307,8,1,1,2,2,2,,,20FEB201311:19,8,8835440102,8835440901,,,,,,419.05976551,201317228701we,,0,1523320130105008,8,70390,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228701we,1523320130105109325,2013,7,22,5,22,109,325,8,7,4,5,6,0,24,2,0,3,0,1,1,2,2,1523320130105009,7,1,3,,,,,Y,,1523320130105,,01,we,1523320130105008,1,,,ASCENSION,169239,169290,1312,8,1,1,8,2,8,,,20FEB201311:19,8,8835440102,8835440901,,,,,,419.05976551,201317228701we,,0,1523320130105008,8,70346,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228701we,1523320130105109325,2013,7,22,101,22,109,325,8,7,4,5,4.5,0,5,1,1,0,1,0,0,2,1,1523320130105010,7,1,1,,,,,Y,,1523320130105,,01,we,1523320130105010,1,1,0,ST MARY,169290,169239,1432,8,1,1,1,1,2,,,20FEB201311:19,8,8835440901,8835440102,,,,,,419.05976551,201317228701we,,0,1523320130105010,8,70342,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228701we,1523320130105109325,2013,7,22,101,22,109,325,8,7,4,5,4.5,0,5,1,1,2,3,0,1,2,2,1523320130105011,7,1,1,,,,,Y,,1523320130105,,01,we,1523320130105010,1,,,ST MARY,169290,169239,1437,8,1,1,1,2,2,,,20FEB201311:19,8,8835440901,8835440102,,,,,,419.05976551,201317228701we,,0,1523320130105011,8,70342,03/03/2025
,,201317228701we,152332013011957269,2013,7,1,3,22,57,269,8,7,4,5,4,,3,0,1,0,0,0,0,1,8,1523320130119001,7,1,2,,,,,O,,1523320130119,,01,we,1523320130119001,,,,BALDWIN,,,1232,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,1347.8112762,201317228701we,,0,1523320130119001,8,36526,03/03/2025
,,201317228701we,152332013011957269,2013,7,22,33,22,57,269,8,7,4,5,4,,30,6,1,0,0,0,0,1,8,1523320130119002,7,1,2,,,,,N,,1523320130119,,01,we,1523320130119002,,,,,,,1237,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,733.37062945,201317228701we,,0,1523320130119002,8,99998,03/03/2025
,,201317228701we,152332013011957269,2013,7,22,63,22,57,269,8,7,4,5,4,,4,0,1,0,0,0,0,1,8,1523320130119003,7,1,2,,,,,N,,1523320130119,,01,we,1523320130119003,,,,,,,1242,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,733.37062945,201317228701we,,0,1523320130119003,8,99998,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228701we,152332013011957269,2013,7,22,51,22,57,269,8,7,4,5,6,,20,6,1,0,0,0,0,2,1,1523320130119004,7,1,2,,,,,Y,,1523320130119,,01,we,1523320130119004,,,,JEFFERSON,169290,169239,1352,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,8835440102,,,,,,920.48517158,201317228701we,,0,1523320130119004,8,70058,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228701we,152332013011957269,2013,7,22,51,22,57,269,8,7,4,5,6,,20,6,1,0,0,0,1,2,2,1523320130119005,7,1,2,,,,,Y,,1523320130119,,01,we,1523320130119004,,,,JEFFERSON,169290,169239,1357,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,8835440102,,,,,,920.48517158,201317228701we,,0,1523320130119005,8,99998,03/03/2025
,RED DRUM,201317228701we,152332013011957269,2013,7,22,33,22,57,269,8,7,4,5,4,0,4,0,1,1,0,0,0,3,1,1523320130119006,7,1,2,,,,,N,,1523320130119,,01,we,1523320130119006,1,,,,169290,,1404,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,,,,,,,733.37062945,201317228701we,,0,1523320130119006,8,70814,03/03/2025
,RED DRUM,201317228701we,152332013011957269,2013,7,22,33,22,57,269,8,7,4,5,4,0,2,2,1,0,1,0,1,3,2,1523320130119007,7,1,1,,,,,N,,1523320130119,,01,we,1523320130119006,1,1,0,,169290,,1409,8,1,1,1,1,2,,,20FEB201311:19,8,8835440901,,,,,,,733.37062945,201317228701we,,0,1523320130119007,8,99998,03/03/2025
,RED DRUM,201317228701we,152332013011957269,2013,7,22,63,22,57,269,8,7,4,5,4,0,6,0,1,0,1,0,1,3,2,1523320130119008,7,1,1,,,,,N,,1523320130119,,01,we,1523320130119006,1,1,0,,169290,,1414,8,1,1,1,2,2,,,20FEB201311:19,8,8835440901,,,,,,,733.37062945,201317228701we,,0,1523320130119008,8,70706,03/03/2025
,RED DRUM,201317228701we,152332013011957269,2013,7,22,55,22,57,269,8,7,4,5,3.5,0,24,3,1,1,0,0,0,2,1,1523320130119009,7,1,2,,,,,Y,,1523320130119,,01,we,1523320130119009,1,,,LAFAYETTE,169290,,1421,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,,,,,,,920.48517158,201317228701we,,0,1523320130119009,8,70503,03/03/2025
,RED DRUM,201317228701we,152332013011957269,2013,7,22,71,22,57,269,8,7,4,5,3.5,0,5,0,1,1,0,0,1,2,2,1523320130119010,7,1,2,,,,,Y,,1523320130119,,01,we,1523320130119009,1,,,ORLEANS,169290,,1426,8,1,1,8,2,8,,,20FEB201311:19,8,8835440901,,,,,,,920.48517158,201317228701we,,0,1523320130119010,8,70130,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228701we,152332013011957269,2013,7,22,33,22,57,269,8,7,4,5,5,,36,8,1,0,0,0,0,2,1,1523320130119011,7,1,2,,,,,N,,1523320130119,,01,we,1523320130119011,,,,,169239,169290,1432,8,1,1,8,1,8,,,20FEB201311:19,8,8835440102,8835440901,,,,,,733.37062945,201317228701we,,0,1523320130119011,8,70802,03/03/2025
,,201317228701we,152332013011957269,2013,7,22,5,22,57,269,8,7,4,5,5,,30,4,1,0,0,0,1,2,2,1523320130119012,7,1,2,,,,,Y,,1523320130119,,01,we,1523320130119011,,,,ASCENSION,,,1437,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,920.48517158,201317228701we,,0,1523320130119012,8,70737,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228701we,152332013011957269,2013,7,22,33,22,57,269,8,7,4,5,5,0,28,8,1,1,0,0,0,2,1,1523320130119013,7,1,2,,,,,N,,1523320130119,,01,we,1523320130119013,1,,,,169290,169239,1618,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,8835440102,,,,,,733.37062945,201317228701we,,0,1523320130119013,8,70714,03/03/2025
SPOTTED SEATROUT,RED DRUM,201317228701we,152332013011957269,2013,7,22,63,22,57,269,8,7,4,5,5,0,8,2,1,1,1,0,1,2,2,1523320130119014,7,1,1,,,,,N,,1523320130119,,01,we,1523320130119013,1,1,0,,169290,169239,1623,8,1,1,8,2,1,,,20FEB201311:19,8,8835440901,8835440102,,,,,,733.37062945,201317228701we,,0,1523320130119014,8,70449,03/03/2025
,SPOTTED SEATROUT,201317228701wd,152332013012357328,2013,7,22,33,22,57,328,8,7,4,5,6,0,120,12,2,1,2,0,0,2,1,1523320130123001,7,1,1,,,,,N,,1523320130123,,01,wd,1523320130123001,1,25,0,,169239,,1403,8,1,1,2,1,2,,,20FEB201311:19,8,8835440102,,,,,,,1422.0765133,201317228701wd,,0,1523320130123001,8,70770,03/03/2025
,SPOTTED SEATROUT,201317228701wd,152332013012357328,2013,7,22,63,22,57,328,8,7,4,5,6,0,120,12,0,2,0,1,1,2,2,1523320130123002,7,1,3,,,,,N,,1523320130123,,01,wd,1523320130123001,1,,,,169239,,1408,8,1,1,8,2,8,,,20FEB201311:19,8,8835440102,,,,,,,1422.0765133,201317228701wd,,0,1523320130123001,8,70706,03/03/2025
,RED DRUM,201317228701we,1523320130127109325,2013,7,22,55,22,109,325,8,7,4,5,1.5,,6,4,1,0,0,0,0,1,8,1523320130127001,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127001,,,,LAFAYETTE,169290,,1045,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,,,,,,,501.57353025,201317228701we,,0,1523320130127001,8,70503,03/03/2025
,,201317228701we,1523320130127109325,2013,7,22,109,22,109,325,8,7,4,5,1.5,0,45,2,1,2,0,0,0,2,1,1523320130127002,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127002,1,,,TERREBONNE,,,1105,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,501.57353025,201317228701we,,0,1523320130127002,8,70360,03/03/2025
,,201317228701we,1523320130127109325,2013,7,22,109,22,109,325,8,7,4,5,1.5,0,6,2,1,3,0,0,1,2,2,1523320130127003,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127002,1,,,TERREBONNE,,,1110,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,501.57353025,201317228701we,,0,1523320130127003,8,70364,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228701we,1523320130127109325,2013,7,22,57,22,109,325,8,7,4,5,3,0,12,2,1,2,0,0,0,2,1,1523320130127004,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127004,1,0,5,LAFOURCHE,169239,169290,1123,8,1,1,8,2,8,,,20FEB201311:19,8,8835440102,8835440901,,,,,,501.57353025,201317228701we,,0,1523320130127004,8,70301,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228701we,1523320130127109325,2013,7,22,57,22,109,325,8,7,4,5,3,0,8,3,1,1,0,0,1,2,2,1523320130127005,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127004,1,,,LAFOURCHE,169239,169290,1128,8,1,1,8,2,8,,,20FEB201311:19,8,8835440102,8835440901,,,,,,501.57353025,201317228701we,,0,1523320130127005,8,70301,03/03/2025
,RED DRUM,201317228701we,1523320130127109325,2013,7,22,109,22,109,325,8,7,4,5,3,0,8,3,1,1,0,0,0,2,1,1523320130127006,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127006,1,,,TERREBONNE,169290,,1130,8,1,1,8,1,8,,,20FEB201311:19,8,8835440901,,,,,,,501.57353025,201317228701we,,0,1523320130127006,8,70364,03/03/2025
,RED DRUM,201317228701we,1523320130127109325,2013,7,22,109,22,109,325,8,7,4,5,3,0,8,3,1,1,0,0,1,2,2,1523320130127007,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127006,1,,,TERREBONNE,169290,,1135,8,1,1,8,2,8,,,20FEB201311:19,8,8835440901,,,,,,,501.57353025,201317228701we,,0,1523320130127007,8,70364,03/03/2025
,SPOTTED SEATROUT,201317228701we,1523320130127109325,2013,7,22,57,22,109,325,8,7,4,5,3,0,75,5,1,1,3,0,0,2,1,1523320130127008,7,1,1,,,,,Y,,1523320130127,,01,we,1523320130127008,1,3,0,LAFOURCHE,169239,,1148,8,1,1,8,2,1,,,20FEB201311:19,8,8835440102,,,,,,,501.57353025,201317228701we,,0,1523320130127008,8,70394,03/03/2025
,SPOTTED SEATROUT,201317228701we,1523320130127109325,2013,7,22,51,22,109,325,8,7,4,5,3,,30,3,1,0,0,0,1,2,2,1523320130127009,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127008,,,,JEFFERSON,169239,,1153,8,1,1,8,1,8,,,20FEB201311:19,8,8835440102,,,,,,,501.57353025,201317228701we,,0,1523320130127009,8,70003,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228701we,1523320130127109325,2013,7,22,109,22,109,325,8,7,4,5,0.5,,30,0,1,0,0,0,0,3,1,1523320130127010,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127010,,,,TERREBONNE,169239,169290,1155,8,1,1,8,2,8,,,20FEB201311:19,8,8835440102,8835440901,,,,,,501.57353025,201317228701we,,0,1523320130127010,8,70364,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228701we,1523320130127109325,2013,7,22,109,22,109,325,8,7,4,5,0.5,,20,0,1,0,0,0,1,3,2,1523320130127011,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127010,,,,TERREBONNE,169239,169290,1200,8,1,1,8,2,8,,,20FEB201311:19,8,8835440102,8835440901,,,,,,501.57353025,201317228701we,,0,1523320130127011,8,70363,03/03/2025
RED DRUM,SPOTTED SEATROUT,201317228701we,1523320130127109325,2013,7,22,109,22,109,325,8,7,4,5,0.5,,1,0,1,0,0,0,1,3,2,1523320130127012,7,1,2,,,,,Y,,1523320130127,,01,we,1523320130127010,,,,TERREBONNE,169239,169290,1205,8,1,1,8,2,8,,,20FEB201311:19,8,8835440102,8835440901,,,,,,501.57353025,201317228701we,,0,1523320130127012,8,99998,03/03/2025
