PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,NEW_LIST,KOD,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,IMP_REC,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,DISTKEYS,REEF,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
RED DRUM,COMMON SNOOK,2021041225weS:8AM-8PM,2021212252574320210430,2021,6,12,69,12,2574320210430009,1,3.50,0.00,12,1,2,7,4460,7,5,3,0,3,2,1,1,1,0,3,1,17,,,,O,1,we,2574320210430,5,2574320210430007,1,,2,S:8AM-8PM,34731,04,,,LAKE,1852,7,3,1,167648,169290,,1,36,2,2,8,8,19MAY21:09:04,8835010105,8835440901,,,,,,,,378.16582128,2021041225weS:8AM-8PM,,0,2574320210430007,03/03/2025
,HOGFISH,2021031235wdS:8AM-8PM,2021212351546420210302,2021,7,12,103,12,1546420210302001,1,5.50,0.00,0,0,2,7,524,7,5,1,6,6,1,0,0,2,51,4,1,103,,,,Y,1,wd,1546420210302,5,1546420210302001,1,,3,S:8AM-8PM,34683,03,51,0,PINELLAS,1446,7,4,1,170566,,,1,69,2,1,2,2,19MAY21:09:04,8839010901,,,,,,,,,597.29782941,2021031235wdS:8AM-8PM,,0,1546420210302001,03/03/2025
,HOGFISH,2021031235wdS:8AM-8PM,2021212351546420210302,2021,0,18,141,12,1546420210302002,1,5.50,0.00,0,0,2,7,524,7,5,3,0,6,2,1,1,1,0,4,1,103,,,,O,1,wd,1546420210302,5,1546420210302001,1,,3,S:8AM-8PM,46530,03,,,,1452,7,4,1,170566,,,1,76,2,1,8,8,19MAY21:09:04,8839010901,,,,,,,,,597.29782941,2021031235wdS:8AM-8PM,,0,1546420210302001,03/03/2025
,,2021031235wdS:8AM-8PM,2021212351546420210302,2021,0,27,83,12,1546420210302010,1,2.50,0.00,0,0,2,7,524,7,5,1,1,1,8,0,0,2,20,4,1,103,,,,O,1,wd,1546420210302,5,1546420210302010,1,,3,S:8AM-8PM,56258,03,20,0,,1722,7,4,1,,,,1,38,2,1,1,8,19MAY21:09:04,,,,,,,,,,1619.5018362,2021031235wdS:8AM-8PM,,0,1546420210302010,03/03/2025
,,2021031235weS:8AM-8PM,2021212351546420210328,2021,5,42,5,12,1546420210328019,1,4.00,0.00,0,0,2,7,524,7,5,1,4,4,1,0,0,3,25,4,1,103,,,,O,1,we,1546420210328,5,1546420210328019,1,,3,S:8AM-8PM,16262,03,25,0,,1501,7,4,1,,,,1,50,2,2,2,2,19MAY21:09:04,,,,,,,,,,105.59858763,2021031235weS:8AM-8PM,,0,1546420210328019,03/03/2025
,,2021031235weS:8AM-8PM,2021212351546420210328,2021,5,42,5,12,1546420210328020,1,4.00,0.00,0,0,2,7,524,7,5,3,0,4,2,1,1,2,0,4,1,103,,,,O,1,we,1546420210328,5,1546420210328019,1,,3,S:8AM-8PM,16262,03,,,,1508,7,4,1,,,,2,45,2,2,8,8,19MAY21:09:04,,,,,,,,,,105.59858763,2021031235weS:8AM-8PM,,0,1546420210328019,03/03/2025
,,2021031235weS:8AM-8PM,2021212351546420210328,2021,5,42,5,12,1546420210328021,1,4.00,0.00,0,0,2,7,524,7,5,3,0,4,2,1,1,2,0,4,1,103,,,,O,1,we,1546420210328,5,1546420210328019,1,,3,S:8AM-8PM,16262,03,,,,1508,7,4,1,,,,2,14,2,2,8,8,19MAY21:09:04,,,,,,,,,,105.59858763,2021031235weS:8AM-8PM,,0,1546420210328019,03/03/2025
,,2021031235weS:8AM-8PM,2021212351546420210328,2021,5,42,5,12,1546420210328022,1,4.00,0.00,0,0,2,7,524,7,5,3,0,4,2,1,1,2,0,4,1,103,,,,O,1,we,1546420210328,5,1546420210328019,1,,3,S:8AM-8PM,16262,03,,,,1508,7,4,1,,,,2,11,2,2,8,8,19MAY21:09:04,,,,,,,,,,105.59858763,2021031235weS:8AM-8PM,,0,1546420210328019,03/03/2025
,,2021031235weS:8AM-8PM,2021212351546420210328,2021,4,25,13,12,1546420210328023,1,6.00,0.00,0,0,2,7,524,7,5,1,5,5,1,0,0,3,18,4,1,103,,,,O,1,we,1546420210328,5,1546420210328023,1,,3,S:8AM-8PM,01106,03,21,0,,1550,7,4,1,,,,1,43,2,1,2,2,19MAY21:09:04,,,,,,,,,,140.09122551,2021031235weS:8AM-8PM,,0,1546420210328023,03/03/2025
,,2021031235weS:8AM-8PM,2021212351546420210328,2021,7,48,121,12,1546420210328024,1,6.00,0.00,0,0,2,7,524,7,5,3,0,5,2,1,1,3,0,4,1,103,,,,O,1,we,1546420210328,5,1546420210328023,1,,3,S:8AM-8PM,75034,03,,,,1554,7,4,1,,,,1,42,2,2,8,8,19MAY21:09:04,,,,,,,,,,140.09122551,2021031235weS:8AM-8PM,,0,1546420210328023,03/03/2025
,,2021031235weS:8AM-8PM,2021212351546420210328,2021,6,45,19,12,1546420210328025,1,6.00,0.00,0,0,2,7,524,7,5,3,0,5,2,1,1,3,0,4,1,103,,,,O,1,we,1546420210328,5,1546420210328023,1,,3,S:8AM-8PM,29445,03,,,CHARLESTON,1554,7,4,1,,,,1,40,2,2,8,8,19MAY21:09:04,,,,,,,,,,140.09122551,2021031235weS:8AM-8PM,,0,1546420210328023,03/03/2025
,,2021041235wdS:8AM-8PM,2021212351546620210426,2021,0,47,165,12,1546620210426001,1,2.00,0.00,2,0,2,7,4452,7,5,1,4,4,1,0,0,1,7,4,1,115,,,,O,1,wd,1546620210426,3,1546620210426001,1,,3,S:8AM-8PM,37075,04,10,0,,1358,7,4,1,,,,1,40,2,1,2,2,19MAY21:09:04,,,,,,,,,,607.05776193,2021041235wdS:8AM-8PM,,0,1546620210426001,03/03/2025
,,2021041235wdS:8AM-8PM,2021212351546620210426,2021,0,47,165,12,1546620210426003,1,2.00,0.00,0,0,2,7,4452,7,5,3,0,4,2,1,1,1,0,4,1,115,,,,O,1,wd,1546620210426,3,1546620210426001,1,,3,S:8AM-8PM,37075,04,,,,1358,7,4,1,,,,2,40,2,1,8,8,19MAY21:09:04,,,,,,,,,,607.05776193,2021041235wdS:8AM-8PM,,0,1546620210426001,03/03/2025
,,2021041235wdS:8AM-8PM,2021212351546620210426,2021,0,47,165,12,1546620210426005,1,2.00,0.00,0,0,2,7,4452,7,5,3,0,4,2,1,1,1,0,4,1,115,,,,O,1,wd,1546620210426,3,1546620210426001,1,,3,S:8AM-8PM,37075,04,,,,1358,7,4,1,,,,1,42,2,1,8,8,19MAY21:09:04,,,,,,,,,,607.05776193,2021041235wdS:8AM-8PM,,0,1546620210426001,03/03/2025
,,2021041235wdS:8AM-8PM,2021212351546620210426,2021,0,47,165,12,1546620210426006,1,2.00,0.00,0,0,2,7,4452,7,5,3,0,4,2,1,1,1,0,4,1,115,,,,O,1,wd,1546620210426,3,1546620210426001,1,,3,S:8AM-8PM,37075,04,,,,1400,7,4,1,,,,2,43,2,1,8,8,19MAY21:09:04,,,,,,,,,,607.05776193,2021041235wdS:8AM-8PM,,0,1546620210426001,03/03/2025
,,2021031285wdS:8AM-8PM,2021212851563120210302,2021,4,33,19,12,1563120210302001,1,4.00,0.00,0,0,2,7,543,7,5,1,1,2,1,0,0,2,1,4,1,87,,,,O,1,wd,1563120210302,5,1563120210302001,1,,8,S:8AM-8PM,03781,03,1,0,,1051,7,4,1,,,,1,55,2,1,1,8,19MAY21:09:04,,,,,,,,,,697.18363646,2021031285wdS:8AM-8PM,,0,1563120210302001,03/03/2025
,,2021031285wdS:8AM-8PM,2021212851563120210302,2021,4,33,19,12,1563120210302002,1,4.00,0.00,0,0,2,7,543,7,5,2,1,2,2,0,1,1,0,4,1,87,,,,O,1,wd,1563120210302,5,1563120210302001,1,,8,S:8AM-8PM,03781,03,,,,1053,7,4,1,,,,2,49,2,2,8,8,19MAY21:09:04,,,,,,,,,,697.18363646,2021031285wdS:8AM-8PM,,0,1563120210302002,03/03/2025
,,2021031285wdS:8AM-8PM,2021212851563120210302,2021,6,13,121,12,1563120210302008,1,2.50,0.00,0,0,2,7,543,7,5,1,4,4,1,0,0,3,6,4,1,87,,,,O,1,wd,1563120210302,5,1563120210302008,1,,8,S:8AM-8PM,30327,03,13,0,,1121,7,4,1,,,,1,46,2,1,2,2,19MAY21:09:04,,,,,,,,,,294.61245723,2021031285wdS:8AM-8PM,,0,1563120210302008,03/03/2025
,,2021031285wdS:8AM-8PM,2021212851563120210302,2021,6,13,121,12,1563120210302009,1,2.50,0.00,0,0,2,7,543,7,5,3,0,4,2,1,1,1,0,4,1,87,,,,O,1,wd,1563120210302,5,1563120210302008,1,,8,S:8AM-8PM,30327,03,,,,1129,7,4,1,,,,1,16,2,2,8,8,19MAY21:09:04,,,,,,,,,,294.61245723,2021031285wdS:8AM-8PM,,0,1563120210302008,03/03/2025
,,2021031285wdS:8AM-8PM,2021212851563120210302,2021,6,13,121,12,1563120210302010,1,2.50,0.00,0,0,2,7,543,7,5,3,0,4,2,1,1,1,0,4,1,87,,,,O,1,wd,1563120210302,5,1563120210302008,1,,8,S:8AM-8PM,30327,03,,,,1129,7,4,1,,,,2,45,2,2,8,8,19MAY21:09:04,,,,,,,,,,294.61245723,2021031285wdS:8AM-8PM,,0,1563120210302008,03/03/2025
,,2021031285wdS:8AM-8PM,2021212851563120210302,2021,6,13,121,12,1563120210302011,1,2.50,0.00,0,0,2,7,543,7,5,3,0,4,2,1,1,1,0,4,1,87,,,,O,1,wd,1563120210302,5,1563120210302008,1,,8,S:8AM-8PM,30327,03,,,,1129,7,4,1,,,,1,13,2,2,8,8,19MAY21:09:04,,,,,,,,,,294.61245723,2021031285wdS:8AM-8PM,,0,1563120210302008,03/03/2025
,,2021031285wdS:8AM-8PM,2021212851563120210302,2021,6,12,99,12,1563120210302016,1,4.00,0.00,0,0,2,7,543,7,5,1,3,3,1,0,0,1,7,4,1,87,,,,O,1,wd,1563120210302,5,1563120210302016,1,,8,S:8AM-8PM,33426,03,24,0,PALM BEACH,1229,7,4,1,,,,2,47,2,1,2,2,19MAY21:09:04,,,,,,,,,,872.43449513,2021031285wdS:8AM-8PM,,0,1563120210302016,03/03/2025
,,2021031285weS:8AM-8PM,2021212851563120210320,2021,7,12,87,12,1563120210320005,1,5.50,0.00,6,6,2,7,3513,7,5,1,3,3,1,0,0,0,5,4,2,87,,,,Y,2,we,1563120210320,5,1563120210320005,1,,8,S:8AM-8PM,33050,03,10,0,MONROE,1416,7,4,1,,,,1,60,2,1,2,2,19MAY21:09:04,,,,,,,,,,255.99829805,2021031285weS:8AM-8PM,,0,1563120210320005,03/03/2025
,,2021031285weS:8AM-8PM,2021212851563120210320,2021,7,12,87,12,1563120210320006,1,5.50,,6,6,2,7,3513,7,5,3,0,3,2,1,1,0,0,4,2,87,,,,Y,2,we,1563120210320,5,1563120210320005,,,8,S:8AM-8PM,33050,03,,,MONROE,1422,7,4,1,,,,2,58,2,2,8,8,19MAY21:09:04,,,,,,,,,,255.99829805,2021031285weS:8AM-8PM,,0,1563120210320005,03/03/2025
,,2021031285weS:8AM-8PM,2021212851563120210320,2021,0,26,31,12,1563120210320007,1,5.50,,6,6,2,7,3513,7,5,3,0,3,2,1,1,0,0,4,2,87,,,,O,2,we,1563120210320,5,1563120210320005,,,8,S:8AM-8PM,49721,03,,,,1422,7,4,1,,,,1,24,2,2,8,8,19MAY21:09:04,,,,,,,,,,255.99829805,2021031285weS:8AM-8PM,,0,1563120210320005,03/03/2025
DOLPHIN,BLACKFIN TUNA,2021031285weS:8AM-8PM,2021212851563120210320,2021,6,12,99,12,1563120210320008,1,5.00,0.00,4,0,2,7,3513,7,5,1,5,5,1,0,0,2,8,4,1,87,,,,O,1,we,1563120210320,5,1563120210320008,1,,8,S:8AM-8PM,33432,03,17,0,PALM BEACH,1622,7,4,1,172427,168791,,1,29,2,1,2,2,19MAY21:09:04,8850030404,8835290101,,,,,,,,316.91999545,2021031285weS:8AM-8PM,,0,1563120210320008,03/03/2025
DOLPHIN,BLACKFIN TUNA,2021031285weS:8AM-8PM,2021212851563120210320,2021,7,12,87,12,1563120210320009,1,5.00,0.00,4,0,2,7,3513,7,5,3,0,5,2,1,1,2,0,4,1,87,,,,Y,1,we,1563120210320,5,1563120210320008,1,,8,S:8AM-8PM,33037,03,,,MONROE,1637,7,4,1,172427,168791,,1,59,2,2,8,8,19MAY21:09:04,8850030404,8835290101,,,,,,,,316.91999545,2021031285weS:8AM-8PM,,0,1563120210320008,03/03/2025
DOLPHIN,BLACKFIN TUNA,2021031285weS:8AM-8PM,2021212851563120210320,2021,6,12,11,12,1563120210320010,1,5.00,0.00,3,1,2,7,3513,7,5,3,0,5,2,1,1,1,0,4,1,87,,,,O,1,we,1563120210320,5,1563120210320008,1,,8,S:8AM-8PM,33029,03,,,BROWARD,1637,7,4,1,172427,168791,,1,55,2,2,8,8,19MAY21:09:04,8850030404,8835290101,,,,,,,,316.91999545,2021031285weS:8AM-8PM,,0,1563120210320008,03/03/2025
DOLPHIN,BLACKFIN TUNA,2021031285weS:8AM-8PM,2021212851563120210320,2021,6,12,11,12,1563120210320011,1,5.00,0.00,3,1,2,7,3513,7,5,3,0,5,2,1,1,1,0,4,1,87,,,,O,1,we,1563120210320,5,1563120210320008,1,,8,S:8AM-8PM,33029,03,,,BROWARD,1637,7,4,1,172427,168791,,1,12,2,2,8,8,19MAY21:09:04,8850030404,8835290101,,,,,,,,316.91999545,2021031285weS:8AM-8PM,,0,1563120210320008,03/03/2025
,YELLOWTAIL SNAPPER,2021041285wdS:8AM-8PM,2021212851563120210419,2021,6,13,51,12,1563120210419001,1,2.00,0.00,6,3,2,7,788,7,5,1,2,2,1,0,0,2,10,4,1,87,,,,O,1,wd,1563120210419,5,1563120210419001,1,,8,S:8AM-8PM,31406,04,38,0,CHATHAM,1029,7,4,1,168907,,,1,34,2,1,2,2,19MAY21:09:04,8835360401,,,,,,,,,881.33280248,2021041285wdS:8AM-8PM,,0,1563120210419001,03/03/2025
,YELLOWTAIL SNAPPER,2021041285weS:8AM-8PM,2021212851563120210424,2021,7,48,201,12,1563120210424001,1,2.50,0.00,0,0,2,7,788,7,5,1,2,2,1,0,0,1,3,4,1,87,,,,O,1,we,1563120210424,5,1563120210424001,1,,8,S:8AM-8PM,77042,04,3,0,,1128,7,4,1,168907,,,2,32,2,1,2,2,19MAY21:09:04,8835360401,,,,,,,,,122.54836135,2021041285weS:8AM-8PM,,0,1563120210424001,03/03/2025
,YELLOWTAIL SNAPPER,2021041285weS:8AM-8PM,2021212851563120210424,2021,7,48,201,12,1563120210424002,1,2.50,,0,0,2,7,788,7,5,3,0,2,2,1,1,0,0,4,1,87,,,,O,1,we,1563120210424,5,1563120210424001,,,8,S:8AM-8PM,77042,04,,,,1136,7,4,1,168907,,,1,33,2,2,8,8,19MAY21:09:04,8835360401,,,,,,,,,122.54836135,2021041285weS:8AM-8PM,,0,1563120210424001,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,0,4,453,12,1563120210424003,1,3.50,0.00,0,0,2,7,788,7,5,1,4,4,1,0,0,2,4,4,1,87,,,,O,1,we,1563120210424,5,1563120210424003,1,,8,S:8AM-8PM,78746,04,7,0,,1142,7,4,1,,,,1,41,2,1,2,2,19MAY21:09:04,,,,,,,,,,122.54836135,2021041285weS:8AM-8PM,,0,1563120210424003,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,0,4,453,12,1563120210424004,1,3.50,0.00,0,0,2,7,788,7,5,3,0,4,2,1,1,1,0,4,1,87,,,,O,1,we,1563120210424,5,1563120210424003,1,,8,S:8AM-8PM,78746,04,,,,1148,7,4,1,,,,2,41,2,2,8,8,19MAY21:09:04,,,,,,,,,,122.54836135,2021041285weS:8AM-8PM,,0,1563120210424003,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,0,4,453,12,1563120210424005,1,3.50,,0,0,2,7,788,7,5,3,0,4,2,1,1,0,0,4,1,87,,,,O,1,we,1563120210424,5,1563120210424003,,,8,S:8AM-8PM,78746,04,,,,1148,7,4,1,,,,1,11,2,2,8,8,19MAY21:09:04,,,,,,,,,,122.54836135,2021041285weS:8AM-8PM,,0,1563120210424003,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,0,4,453,12,1563120210424006,1,3.50,,0,0,2,7,788,7,5,3,0,4,2,1,1,0,0,4,1,87,,,,O,1,we,1563120210424,5,1563120210424003,,,8,S:8AM-8PM,78746,04,,,,1148,7,4,1,,,,2,9,2,2,8,8,19MAY21:09:04,,,,,,,,,,122.54836135,2021041285weS:8AM-8PM,,0,1563120210424003,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,0,18,127,12,1563120210424013,1,1.50,0.00,0,0,2,7,788,7,5,1,3,4,1,0,0,0,1,4,1,87,,,,O,1,we,1563120210424,5,1563120210424013,1,,8,S:8AM-8PM,46304,04,4,0,,1447,7,4,1,,,,2,58,2,1,2,2,19MAY21:09:04,,,,,,,,,,97.233547158,2021041285weS:8AM-8PM,,0,1563120210424013,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,0,18,127,12,1563120210424014,1,1.50,,0,0,2,7,788,7,5,3,0,4,2,1,1,0,0,4,1,87,,,,O,1,we,1563120210424,5,1563120210424013,,,8,S:8AM-8PM,46304,04,,,,1449,7,4,1,,,,2,61,2,2,8,8,19MAY21:09:04,,,,,,,,,,97.233547158,2021041285weS:8AM-8PM,,0,1563120210424013,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,6,12,99,12,1563120210424015,1,1.50,,0,0,2,7,788,7,5,3,0,4,2,1,1,0,0,4,1,87,,,,O,1,we,1563120210424,5,1563120210424013,,,8,S:8AM-8PM,33408,04,,,PALM BEACH,1449,7,4,1,,,,2,57,2,2,8,8,19MAY21:09:04,,,,,,,,,,97.233547158,2021041285weS:8AM-8PM,,0,1563120210424013,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,6,12,11,12,1563120210424016,1,6.00,0.00,2,0,2,7,788,7,5,1,4,6,1,0,0,2,3,4,1,87,,,,O,1,we,1563120210424,5,1563120210424016,1,,8,S:8AM-8PM,33025,04,4,0,BROWARD,1519,7,4,1,,,,1,39,2,1,2,2,19MAY21:09:04,,,,,,,,,,203.38609551,2021041285weS:8AM-8PM,,0,1563120210424016,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,6,12,86,12,1563120210424017,1,6.00,0.00,3,0,2,7,788,7,5,3,0,6,2,1,1,1,0,4,1,87,,,,O,1,we,1563120210424,5,1563120210424016,1,,8,S:8AM-8PM,33157,04,,,MIAMI-DADE,1527,7,4,1,,,,2,38,2,2,8,8,19MAY21:09:04,,,,,,,,,,203.38609551,2021041285weS:8AM-8PM,,0,1563120210424016,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,6,12,99,12,1563120210424023,1,6.50,0.00,30,4,2,7,788,7,5,1,2,2,1,0,0,1,5,4,2,87,,,,O,2,we,1563120210424,5,1563120210424023,1,,8,S:8AM-8PM,33436,04,10,0,PALM BEACH,1601,7,4,1,,,,2,58,2,1,2,2,19MAY21:09:04,,,,,,,,,,76.003037488,2021041285weS:8AM-8PM,,0,1563120210424023,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,6,12,99,12,1563120210424024,1,6.50,0.00,3,0,2,7,788,7,5,3,0,2,2,1,1,1,0,4,2,87,,,,O,2,we,1563120210424,5,1563120210424023,1,,8,S:8AM-8PM,33436,04,,,PALM BEACH,1610,7,4,1,,,,1,59,2,2,8,8,19MAY21:09:04,,,,,,,,,,76.003037488,2021041285weS:8AM-8PM,,0,1563120210424023,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,0,2,20,12,1563120210424025,1,3.00,0.00,0,0,2,7,788,7,5,1,2,2,1,0,0,2,2,4,1,87,,,,O,1,we,1563120210424,5,1563120210424025,1,,8,S:8AM-8PM,99515,04,5,0,,1641,7,4,1,,,,1,42,2,1,2,2,19MAY21:09:04,,,,,,,,,,76.003037488,2021041285weS:8AM-8PM,,0,1563120210424025,03/03/2025
,,2021041285weS:8AM-8PM,2021212851563120210424,2021,0,2,20,12,1563120210424026,1,3.00,0.00,0,0,2,7,788,7,5,3,0,2,2,1,1,2,0,4,1,87,,,,O,1,we,1563120210424,5,1563120210424025,1,,8,S:8AM-8PM,99515,04,,,,1641,7,4,1,,,,2,38,2,2,8,8,19MAY21:09:04,,,,,,,,,,76.003037488,2021041285weS:8AM-8PM,,0,1563120210424025,03/03/2025
,DOLPHIN,2021041285weS:8AM-8PM,2021212851563120210430,2021,0,26,99,12,1563120210430002,1,7.00,0.00,1,1,2,7,279,7,5,1,2,2,1,0,0,2,8,4,1,87,,,,O,1,we,1563120210430,3,1563120210430002,1,,8,S:8AM-8PM,48088,04,8,0,,1547,7,4,1,168791,,,1,80,2,1,2,2,19MAY21:09:04,8835290101,,,,,,,,,80.292058443,2021041285weS:8AM-8PM,,0,1563120210430002,03/03/2025
,DOLPHIN,2021041285weS:8AM-8PM,2021212851563120210430,2021,0,26,99,12,1563120210430003,1,7.00,0.00,1,1,2,7,279,7,5,3,0,2,2,1,1,1,0,4,1,87,,,,O,1,we,1563120210430,3,1563120210430002,1,,8,S:8AM-8PM,48314,04,,,,1549,7,4,1,168791,,,1,66,2,2,8,8,19MAY21:09:04,8835290101,,,,,,,,,80.292058443,2021041285weS:8AM-8PM,,0,1563120210430002,03/03/2025
,,2021031285weS:8AM-8PM,2021212851572020210307,2021,6,37,97,12,1572020210307002,1,9.00,0.00,2,0,2,7,1379,7,5,1,4,4,1,0,0,4,8,4,1,87,,,,O,1,we,1572020210307,5,1572020210307002,1,,8,S:8AM-8PM,28117,03,19,0,,1601,7,4,1,,,,1,46,2,2,2,2,19MAY21:09:04,,,,,,,,,,92.403233319,2021031285weS:8AM-8PM,,0,1572020210307002,03/03/2025
,,2021031285weS:8AM-8PM,2021212851572020210307,2021,6,37,97,12,1572020210307003,1,9.00,0.00,2,0,2,7,1379,7,5,3,0,4,2,1,1,2,0,4,1,87,,,,O,1,we,1572020210307,5,1572020210307002,1,,8,S:8AM-8PM,28117,03,,,,1607,7,4,1,,,,1,,2,2,8,8,19MAY21:09:04,,,,,,,,,,92.403233319,2021031285weS:8AM-8PM,,0,1572020210307002,03/03/2025
,,2021041285weS:8AM-8PM,2021212851572020210409,2021,0,18,97,12,1572020210409001,1,7.00,0.00,0,0,2,7,1379,7,5,1,4,4,1,0,0,2,5,4,1,87,,,,O,1,we,1572020210409,5,1572020210409001,1,,8,S:8AM-8PM,46208,04,5,0,,1630,7,4,1,,,,1,35,2,2,2,2,19MAY21:09:04,,,,,,,,,,258.28415452,2021041285weS:8AM-8PM,,0,1572020210409001,03/03/2025
,,2021041285weS:8AM-8PM,2021212851572020210409,2021,0,18,97,12,1572020210409002,1,7.00,0.00,0,0,2,7,1379,7,5,3,0,4,2,1,1,2,0,4,1,87,,,,O,1,we,1572020210409,5,1572020210409001,1,,8,S:8AM-8PM,46208,04,,,,1633,7,4,1,,,,1,31,2,2,8,8,19MAY21:09:04,,,,,,,,,,258.28415452,2021041285weS:8AM-8PM,,0,1572020210409001,03/03/2025
,,2021041285weS:8AM-8PM,2021212851572020210409,2021,7,48,113,12,1572020210409003,1,7.00,0.00,0,0,2,7,1379,7,5,3,0,4,2,1,1,1,0,4,1,87,,,,O,1,we,1572020210409,5,1572020210409001,1,,8,S:8AM-8PM,75219,04,,,,1633,7,4,1,,,,1,31,2,1,8,8,19MAY21:09:04,,,,,,,,,,258.28415452,2021041285weS:8AM-8PM,,0,1572020210409001,03/03/2025
,,2021041285weS:8AM-8PM,2021212851572020210416,2021,5,42,73,12,1572020210416001,1,3.50,0.00,6,2,2,7,543,7,5,1,4,4,1,0,0,2,4,4,1,87,,,,O,1,we,1572020210416,5,1572020210416001,1,,8,S:8AM-8PM,16101,04,16,0,,1107,7,4,1,,,,1,53,2,2,2,2,19MAY21:09:04,,,,,,,,,,468.82539534,2021041285weS:8AM-8PM,,0,1572020210416001,03/03/2025
,TUNA GENUS,2021041285weS:8AM-8PM,2021212851572020210416,2021,7,22,63,12,1572020210416004,1,6.00,0.00,0,0,2,7,543,7,5,1,4,4,1,0,0,2,9,4,1,87,,,,O,1,we,1572020210416,5,1572020210416004,1,,8,S:8AM-8PM,70726,04,59,0,,1406,7,4,1,172418,,,1,53,2,1,2,2,19MAY21:09:04,8850030400,,,,,,,,,261.77291822,2021041285weS:8AM-8PM,,0,1572020210416004,03/03/2025
,,2021041285weS:8AM-8PM,2021212851572020210416,2021,6,12,95,12,1572020210416005,1,4.00,0.00,2,0,2,7,543,7,5,1,4,6,1,0,0,2,5,4,1,87,,,,O,1,we,1572020210416,5,1572020210416005,1,,8,S:8AM-8PM,99999,04,10,0,ORANGE,1435,7,4,1,,,,1,54,2,2,2,2,19MAY21:09:04,,,,,,,,,,386.50362309,2021041285weS:8AM-8PM,,0,1572020210416005,03/03/2025
,DOLPHIN,2021041285weS:8AM-8PM,2021212851572020210416,2021,6,45,63,12,1572020210416006,1,6.00,0.00,1,0,2,7,543,7,5,1,3,3,1,0,0,0,1,4,1,87,,,,O,1,we,1572020210416,5,1572020210416006,1,,8,S:8AM-8PM,29036,04,8,0,,1451,7,4,1,168791,,,1,51,2,1,2,2,19MAY21:09:04,8835290101,,,,,,,,,199.40756578,2021041285weS:8AM-8PM,,0,1572020210416006,03/03/2025
YELLOWTAIL SNAPPER,BLACKFIN TUNA,2021041285weS:8AM-8PM,2021212851572020210416,2021,4,9,1,12,1572020210416007,1,6.00,0.00,2,0,2,7,543,7,5,1,6,6,1,0,0,2,6,4,1,87,,,,O,1,we,1572020210416,5,1572020210416007,1,,8,S:8AM-8PM,06897,04,19,0,FAIRFIELD,1546,7,4,1,172427,168907,,1,60,2,2,2,2,19MAY21:09:04,8850030404,8835360401,,,,,,,,137.04221335,2021041285weS:8AM-8PM,,0,1572020210416007,03/03/2025
YELLOWTAIL SNAPPER,BLACKFIN TUNA,2021041285weS:8AM-8PM,2021212851572020210416,2021,0,17,31,12,1572020210416008,1,6.00,0.00,15,6,2,7,543,7,5,3,0,6,2,1,1,2,0,4,1,87,,,,O,1,we,1572020210416,5,1572020210416007,1,,8,S:8AM-8PM,60532,04,,,,1547,7,4,1,172427,168907,,1,64,2,2,8,8,19MAY21:09:04,8850030404,8835360401,,,,,,,,137.04221335,2021041285weS:8AM-8PM,,0,1572020210416007,03/03/2025
YELLOWTAIL SNAPPER,BLACKFIN TUNA,2021041285weS:8AM-8PM,2021212851572020210416,2021,6,12,11,12,1572020210416009,1,6.00,0.00,5,2,2,7,543,7,5,3,0,6,2,1,1,1,0,4,1,87,,,,O,1,we,1572020210416,5,1572020210416007,1,,8,S:8AM-8PM,33301,04,,,BROWARD,1547,7,4,1,172427,168907,,1,63,2,1,8,8,19MAY21:09:04,8850030404,8835360401,,,,,,,,137.04221335,2021041285weS:8AM-8PM,,0,1572020210416007,03/03/2025
