PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,NUM_TYP9,ASG_CODE,MONTH,KOD,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,,200367121511we,152032003110891599,,1,4,,3,0,91,157,O,1,1,2,5,1520320031108022,599,7,5,0,0,1,1,1,9,0,12,47,7,1,6,2003,,,1520320031108,11,we,,1520320031108016,,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,8,8,1438,6.3088941309,200367121511we,,0,1520320031108016,38017,03/03/2025
,,200367121511we,152032003110891599,0,1,4,,1,6,91,5,O,0,0,1,4,1520320031108023,599,7,5,2,62,0,0,1,6,0,12,47,7,1,6,2003,,,1520320031108,11,we,,1520320031108023,1,1,0,1,1,,,20JAN200409:16,4,2,1,,,,0,0,1,2,2,1546,6.3088941309,200367121511we,,0,1520320031108023,38320,03/03/2025
,,200367121511we,152032003110891599,0,1,4,,3,0,91,5,O,0,0,2,4,1520320031108024,599,7,5,1,0,1,1,1,6,0,12,47,7,1,6,2003,,,1520320031108,11,we,,1520320031108023,1,0,10,1,1,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1547,6.3088941309,200367121511we,,0,1520320031108023,38320,03/03/2025
,,200367121511we,152032003110891599,0,1,4,,3,0,91,5,O,0,0,2,4,1520320031108025,599,7,5,2,0,1,1,1,6,0,12,47,7,1,6,2003,,,1520320031108,11,we,,1520320031108023,1,,,1,1,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1548,6.3088941309,200367121511we,,0,1520320031108023,38320,03/03/2025
,,200367121511we,152032003110891599,0,1,4,,3,0,91,5,O,0,0,2,4,1520320031108026,599,7,5,2,0,1,1,1,6,0,12,47,7,1,6,2003,,,1520320031108,11,we,,1520320031108023,1,0,12,1,1,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1549,6.3088941309,200367121511we,,0,1520320031108023,38320,03/03/2025
,,200367121511we,152032003110891599,0,1,4,,3,0,91,5,O,0,0,2,4,1520320031108027,599,7,5,3,0,1,1,1,6,0,12,47,7,1,6,2003,,,1520320031108,11,we,,1520320031108023,1,,,1,1,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1550,6.3088941309,200367121511we,,0,1520320031108023,38320,03/03/2025
,,200367121511we,152032003110891599,0,1,4,,3,0,91,5,O,0,0,2,4,1520320031108028,599,7,5,3,0,1,1,1,6,0,12,47,7,1,6,2003,,,1520320031108,11,we,,1520320031108023,1,,,1,1,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1551,6.3088941309,200367121511we,,0,1520320031108023,38320,03/03/2025
,,200367121511wd,152032003111491692,0,1,4,,1,14,91,121,O,0,0,1,4,1520320031114001,692,7,5,1,88,0,0,1,14,7,12,48,7,1,6,2003,,,1520320031114,11,wd,,1520320031114001,1,,,1,2,,,20JAN200409:16,4,2,1,,,,0,0,1,2,2,1800,13.888218187,200367121511wd,,0,1520320031114001,75034,03/03/2025
,,200367121511wd,152032003111491692,0,1,4,,3,0,91,13,O,0,0,2,4,1520320031114002,692,7,5,1,0,1,1,1,14,5,12,34,7,1,6,2003,,,1520320031114,11,wd,,1520320031114001,1,,,1,2,,ESSEX,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1801,13.888218187,200367121511wd,,0,1520320031114001,07108,03/03/2025
,,200367121511wd,152032003111491692,0,1,4,,3,0,91,103,O,0,0,2,4,1520320031114003,692,7,5,2,0,1,1,1,14,5,12,36,7,1,6,2003,,,1520320031114,11,wd,,1520320031114001,1,,,1,2,,SUFFOLK,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1802,13.888218187,200367121511wd,,0,1520320031114001,11727,03/03/2025
,,200367121511wd,152032003111491692,,1,4,,3,0,91,39,O,0,0,2,4,1520320031114004,692,7,5,0,0,1,1,1,14,5,12,34,7,1,6,2003,,,1520320031114,11,wd,,1520320031114001,,,,1,2,,UNION,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1803,13.888218187,200367121511wd,,0,1520320031114001,07076,03/03/2025
,,200367121511wd,152032003111491692,0,1,4,,3,0,91,3,O,0,0,2,4,1520320031114005,692,7,5,1,0,1,1,1,14,0,12,39,7,1,6,2003,,,1520320031114,11,wd,,1520320031114001,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1804,13.888218187,200367121511wd,,0,1520320031114001,45801,03/03/2025
,,200367121511wd,152032003111491692,0,1,4,,3,0,91,59,O,0,0,2,4,1520320031114006,692,7,5,1,0,1,1,1,14,0,12,8,7,1,6,2003,,,1520320031114,11,wd,,1520320031114001,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1805,13.888218187,200367121511wd,,0,1520320031114001,80127,03/03/2025
,,200367121511wd,152032003111491692,0,1,4,,3,0,91,103,O,0,0,2,4,1520320031114007,692,7,5,1,0,1,1,1,14,5,12,36,7,8,6,2003,,,1520320031114,11,wd,,1520320031114001,1,,,1,2,,SUFFOLK,20JAN200409:16,4,8,1,,,,0,0,2,2,8,1806,13.888218187,200367121511wd,,0,1520320031114001,11790,03/03/2025
,,200367121511wd,152032003111491692,0,1,4,,3,0,91,1,O,0,0,2,4,1520320031114008,692,7,5,1,0,1,1,1,14,0,12,4,7,1,6,2003,,,1520320031114,11,wd,,1520320031114001,1,,,1,1,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1807,13.888218187,200367121511wd,,0,1520320031114001,86515,03/03/2025
,,200367121511wd,152032003111491692,0,1,4,,3,0,91,59,O,0,0,2,4,1520320031114009,692,7,5,2,0,1,1,1,14,5,12,36,7,1,6,2003,,,1520320031114,11,wd,,1520320031114001,1,,,1,1,,NASSAU,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1808,13.888218187,200367121511wd,,0,1520320031114001,11550,03/03/2025
,,200367121511wd,152032003111491692,0,1,4,,3,0,91,93,O,0,0,2,4,1520320031114010,692,7,5,1,0,1,1,1,14,0,12,47,7,2,6,2003,,,1520320031114,11,wd,,1520320031114001,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1809,13.888218187,200367121511wd,,0,1520320031114001,99998,03/03/2025
,,200367121511we,152032003111591599,0,1,4,,1,2,91,97,O,0,0,1,6,1520320031115005,599,7,5,1,8,0,0,1,2,0,12,18,7,1,6,2003,,,1520320031115,11,we,,1520320031115005,1,4,0,1,2,,,20JAN200409:16,4,2,1,,,,0,0,1,8,2,1210,6.3088941309,200367121511we,,0,1520320031115005,46241,03/03/2025
,,200367121511we,152032003111591599,0,1,4,,3,0,91,67,O,0,0,2,6,1520320031115006,599,7,5,2,0,1,1,1,2,0,12,18,7,1,6,2003,,,1520320031115,11,we,,1520320031115005,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,8,8,1211,6.3088941309,200367121511we,,0,1520320031115005,46902,03/03/2025
,YELLOWFIN TUNA,200367121511we,152032003111591599,0,1,4,,1,5,91,187,O,1,8,1,9.5,1520320031115007,599,7,5,0,9,0,0,1,5,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115007,1,1,0,1,2,,,20JAN200409:16,4,2,1,,,,8850030403,0,1,1,2,1422,6.3088941309,200367121511we,,0,1520320031115007,99998,03/03/2025
,YELLOWFIN TUNA,200367121511we,152032003111591599,,1,4,,3,0,91,187,O,0,2,2,9.5,1520320031115008,599,7,5,0,0,1,1,1,5,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115007,,,,1,2,,,20JAN200409:16,4,8,1,,,,8850030403,0,1,1,8,1423,6.3088941309,200367121511we,,0,1520320031115007,37221,03/03/2025
,YELLOWFIN TUNA,200367121511we,152032003111591599,0,1,4,,3,0,91,187,O,0,1,2,9.5,1520320031115009,599,7,5,1,0,1,1,1,5,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115007,1,,,1,2,,,20JAN200409:16,4,8,1,,,,8850030403,0,1,1,8,1424,6.3088941309,200367121511we,,0,1520320031115007,37221,03/03/2025
,YELLOWFIN TUNA,200367121511we,152032003111591599,,1,4,,3,0,91,187,O,0,2,2,9.5,1520320031115010,599,7,5,0,0,1,1,1,5,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115007,,,,1,2,,,20JAN200409:16,4,8,1,,,,8850030403,0,1,1,8,1425,6.3088941309,200367121511we,,0,1520320031115007,99998,03/03/2025
,YELLOWFIN TUNA,200367121511we,152032003111591599,,1,4,,3,0,91,91,Y,1,10,2,9.5,1520320031115011,599,7,5,0,0,1,1,2,5,7,12,12,7,1,6,2003,,,1520320031115,11,we,,1520320031115007,,,,1,2,,OKALOOSA,20JAN200409:16,4,8,1,,,,8850030403,0,1,1,8,1426,3.3867549849,200367121511we,,0,1520320031115007,32578,03/03/2025
,,200367121511we,152032003111591599,0,1,4,,1,8,91,37,O,0,0,1,5,1520320031115012,599,7,5,1,31,0,0,1,8,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115012,1,1,0,1,2,,,20JAN200409:16,4,2,1,,,,0,0,1,2,2,1556,6.3088941309,200367121511we,,0,1520320031115012,37205,03/03/2025
,,200367121511we,152032003111591599,0,1,4,,3,0,91,149,O,0,0,2,5,1520320031115013,599,7,5,1,0,1,1,1,8,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115012,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1557,6.3088941309,200367121511we,,0,1520320031115012,37086,03/03/2025
,,200367121511we,152032003111591599,0,1,4,,3,0,91,149,O,0,0,2,5,1520320031115014,599,7,5,1,0,1,1,1,8,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115012,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1558,6.3088941309,200367121511we,,0,1520320031115012,37086,03/03/2025
,,200367121511we,152032003111591599,0,1,4,,3,0,91,37,O,0,0,2,5,1520320031115015,599,7,5,1,0,1,1,1,8,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115012,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1559,6.3088941309,200367121511we,,0,1520320031115012,37221,03/03/2025
,,200367121511we,152032003111591599,0,1,4,,3,0,91,189,O,0,0,2,5,1520320031115016,599,7,5,1,0,1,1,1,8,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115012,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1600,6.3088941309,200367121511we,,0,1520320031115012,99998,03/03/2025
,,200367121511we,152032003111591599,0,1,4,,3,0,91,149,O,0,0,2,5,1520320031115017,599,7,5,1,0,1,1,1,8,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115012,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1601,6.3088941309,200367121511we,,0,1520320031115012,37167,03/03/2025
,,200367121511we,152032003111591599,0,1,4,,3,0,91,21,O,0,0,2,5,1520320031115018,599,7,5,1,0,1,1,1,8,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115012,1,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1602,6.3088941309,200367121511we,,0,1520320031115012,99998,03/03/2025
,,200367121511we,152032003111591599,,1,4,,3,0,91,37,O,0,0,2,5,1520320031115019,599,7,5,0,0,1,1,1,8,0,12,47,7,1,6,2003,,,1520320031115,11,we,,1520320031115012,,,,1,2,,,20JAN200409:16,4,8,1,,,,0,0,1,2,8,1603,6.3088941309,200367121511we,,0,1520320031115012,37205,03/03/2025
GRAY SNAPPER,UNIDENTIFIED GROUPER,200367122512we,15231200312131031345,0,1,4,,1,2,103,103,Y,8,100,1,4,1523120031213001,1345,7,5,2,11,0,0,1,2,7,12,12,7,1,6,2003,,,1523120031213,12,we,,1523120031213001,1,2,0,2,1,,PINELLAS,20JAN200409:16,4,2,1,,,,8835025000,8835360102,1,8,2,1505,23.526845165,200367122512we,,0,1523120031213001,33785,03/03/2025
GRAY SNAPPER,UNIDENTIFIED GROUPER,200367122512we,15231200312131031345,0,1,4,,3,0,103,163,O,0,2,2,4,1523120031213002,1345,7,5,2,0,1,1,1,2,0,12,18,7,1,6,2003,,,1523120031213,12,we,,1523120031213001,1,,,2,2,,,20JAN200409:16,4,8,1,,,,8835025000,8835360102,1,8,8,1507,28.152307996,200367122512we,,0,1523120031213001,47725,03/03/2025
GRAY SNAPPER,UNIDENTIFIED GROUPER,200367122512we,15231200312131031345,0,1,4,,1,3,103,57,Y,1,3,1,6,1523120031213003,1345,7,5,2,12,0,0,1,3,7,12,12,7,1,6,2003,,,1523120031213,12,we,,1523120031213003,1,7,0,2,1,,HILLSBOROUGH,20JAN200409:16,4,2,1,,,,8835025000,8835360102,1,8,2,1550,23.526845165,200367122512we,,0,1523120031213003,33594,03/03/2025
GRAY SNAPPER,UNIDENTIFIED GROUPER,200367122512we,15231200312131031345,0,1,4,,3,0,103,57,Y,1,3,2,6,1523120031213004,1345,7,5,2,0,1,1,1,3,7,12,12,7,1,6,2003,,,1523120031213,12,we,,1523120031213003,1,,,2,2,,HILLSBOROUGH,20JAN200409:16,4,8,1,,,,8835025000,8835360102,1,8,8,1552,23.526845165,200367122512we,,0,1523120031213003,33594,03/03/2025
GRAY SNAPPER,UNIDENTIFIED GROUPER,200367122512we,15231200312131031345,0,1,4,,3,0,103,57,Y,1,3,2,6,1523120031213005,1345,7,5,2,0,1,1,1,3,7,12,12,7,1,6,2003,,,1523120031213,12,we,,1523120031213003,1,,,2,2,,HILLSBOROUGH,20JAN200409:16,4,8,1,,,,8835025000,8835360102,1,8,8,1559,23.526845165,200367122512we,,0,1523120031213003,33594,03/03/2025
,,200367122511wd,1524220031121103524,0,1,4,,1,5,103,73,O,0,0,1,4,1524220031121001,524,7,5,3,21,0,0,1,5,7,12,1,7,1,6,2003,,,1524220031121,11,wd,,1524220031121001,1,,,2,2,,,20JAN200409:16,4,2,1,,,,0,0,1,8,2,1225,117.19882581,200367122511wd,,0,1524220031121001,35173,03/03/2025
,,200367122511wd,1524220031121103524,0,1,4,,3,0,103,111,O,0,0,2,4,1524220031121002,524,7,5,3,0,1,1,1,5,6,12,13,7,1,6,2003,,,1524220031121,11,wd,,1524220031121001,1,,,2,2,,,20JAN200409:16,4,8,1,,,,0,0,1,8,8,1227,117.19882581,200367122511wd,,0,1524220031121001,30513,03/03/2025
,,200367122511wd,1524220031121103524,0,1,4,,3,0,103,119,O,0,0,2,4,1524220031121003,524,7,5,3,0,1,1,1,5,6,12,37,7,1,6,2003,,,1524220031121,11,wd,,1524220031121001,1,,,2,2,,,20JAN200409:16,4,8,1,,,,0,0,1,8,8,1229,117.19882581,200367122511wd,,0,1524220031121001,28270,03/03/2025
,,200367122511wd,1524220031121103524,0,1,4,,3,0,103,27,O,0,0,2,4,1524220031121004,524,7,5,3,0,1,1,1,5,5,12,24,7,1,6,2003,,,1524220031121,11,wd,,1524220031121001,1,,,2,2,,HOWARD,20JAN200409:16,4,8,1,,,,0,0,1,8,8,1231,117.19882581,200367122511wd,,0,1524220031121001,21075,03/03/2025
,,200367122511wd,1524220031121103524,0,1,4,,3,0,103,103,Y,0,0,2,4,1524220031121005,524,7,5,3,0,1,1,1,5,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121001,1,,,2,1,,PINELLAS,20JAN200409:16,4,8,1,,,,0,0,1,8,8,1233,97.942897925,200367122511wd,,0,1524220031121001,34689,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,1,11,103,103,Y,4,24,1,2.5,1524220031121006,524,7,5,3,16,0,0,1,11,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121006,1,2,0,2,1,,PINELLAS,20JAN200409:16,4,2,1,,,,8835025000,0,1,8,2,1335,97.942897925,200367122511wd,,0,1524220031121006,33772,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,55,O,0,0,2,2.5,1524220031121007,524,7,5,3,0,1,1,1,11,5,12,36,7,1,6,2003,,,1524220031121,11,wd,,1524220031121006,1,,,2,1,,,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1337,117.19882581,200367122511wd,,0,1524220031121006,14580,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,103,Y,1,1,2,2.5,1524220031121008,524,7,5,3,0,1,1,1,11,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121006,1,0,1,2,1,,PINELLAS,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1339,97.942897925,200367122511wd,,0,1524220031121006,33771,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,57,Y,2,2,2,2.5,1524220031121009,524,7,5,2,0,1,1,1,11,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121006,1,,,2,2,,HILLSBOROUGH,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1341,97.942897925,200367122511wd,,0,1524220031121006,33624,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,57,Y,2,2,2,2.5,1524220031121010,524,7,5,3,0,1,1,1,11,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121006,1,,,2,2,,HILLSBOROUGH,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1343,97.942897925,200367122511wd,,0,1524220031121006,33624,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,101,Y,2,2,2,2.5,1524220031121011,524,7,5,3,0,1,1,1,11,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121006,1,,,2,1,,PASCO,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1345,97.942897925,200367122511wd,,0,1524220031121006,34668,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,101,Y,0,6,2,2.5,1524220031121012,524,7,5,2,0,1,1,1,11,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121006,1,,,2,1,,PASCO,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1347,97.942897925,200367122511wd,,0,1524220031121006,34652,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,1,9,103,103,Y,0,0,1,2,1524220031121013,524,7,5,2,27,0,0,2,9,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121013,1,6,0,2,1,,PINELLAS,20JAN200409:16,4,2,1,,,,8835025000,0,1,8,2,1445,73.713673772,200367122511wd,,0,1524220031121013,33756,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,57,Y,0,6,2,2,1524220031121014,524,7,5,3,0,1,1,2,9,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121013,1,,,2,1,,HILLSBOROUGH,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1447,73.713673772,200367122511wd,,0,1524220031121013,33511,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,71,Y,6,60,2,2,1524220031121015,524,7,5,2,0,1,1,2,9,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121013,1,,,2,1,,LEE,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1450,73.713673772,200367122511wd,,0,1524220031121013,33908,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,57,Y,0,0,2,2,1524220031121016,524,7,5,2,0,1,1,2,9,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121013,1,,,2,2,,HILLSBOROUGH,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1510,73.713673772,200367122511wd,,0,1524220031121013,33527,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,101,Y,0,3,2,2,1524220031121017,524,7,5,3,0,1,1,2,9,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121013,1,,,2,1,,PASCO,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1512,73.713673772,200367122511wd,,0,1524220031121013,34655,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,103,Y,8,60,2,2,1524220031121018,524,7,5,2,0,1,1,2,9,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121013,1,,,2,1,,PINELLAS,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1515,73.713673772,200367122511wd,,0,1524220031121013,34683,03/03/2025
,,200367122511wd,1524220031121103524,0,1,4,,1,5,103,105,Y,4,24,1,6,1524220031121019,524,7,5,3,10,0,0,1,5,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121019,1,1,0,2,1,,POLK,20JAN200409:16,4,2,1,,,,0,0,1,8,2,1545,97.942897925,200367122511wd,,0,1524220031121019,33860,03/03/2025
,,200367122511wd,1524220031121103524,0,1,4,,3,0,103,73,Y,0,0,2,6,1524220031121020,524,7,5,2,0,1,1,1,5,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121019,1,,,2,1,,LEON,20JAN200409:16,4,8,1,,,,0,0,1,8,8,1547,97.942897925,200367122511wd,,0,1524220031121019,32303,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,1,6,103,57,Y,0,0,1,4,1524220031121021,524,7,5,1,14,0,0,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121021,1,3,0,2,1,,HILLSBOROUGH,20JAN200409:16,4,2,1,,,,8835025000,0,1,8,2,1613,97.942897925,200367122511wd,,0,1524220031121021,33635,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,57,Y,2,30,2,4,1524220031121022,524,7,5,3,0,1,1,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121021,1,,,2,1,,HILLSBOROUGH,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1615,97.942897925,200367122511wd,,0,1524220031121021,33611,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,57,Y,6,30,2,4,1524220031121023,524,7,5,3,0,1,1,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121021,1,,,2,1,,HILLSBOROUGH,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1617,97.942897925,200367122511wd,,0,1524220031121021,33617,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,57,Y,5,30,2,4,1524220031121024,524,7,5,2,0,1,1,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121021,1,,,2,1,,HILLSBOROUGH,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1633,97.942897925,200367122511wd,,0,1524220031121021,33569,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,103,Y,0,1,2,4,1524220031121025,524,7,5,1,0,1,1,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121021,1,,,2,1,,PINELLAS,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1645,97.942897925,200367122511wd,,0,1524220031121021,33705,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,,1,4,,3,0,103,85,O,0,4,2,4,1524220031121026,524,7,5,0,0,1,1,1,6,6,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121021,,,,2,1,,MARTIN,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1650,117.19882581,200367122511wd,,0,1524220031121021,34990,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,1,6,103,105,Y,2,3,1,6,1524220031121027,524,7,5,2,26,0,0,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121027,1,3,0,2,1,,POLK,20JAN200409:16,4,2,1,,,,8835025000,0,1,8,2,1810,97.942897925,200367122511wd,,0,1524220031121027,33881,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,105,Y,0,3,2,6,1524220031121028,524,7,5,2,0,1,1,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121027,1,,,2,1,,POLK,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1812,97.942897925,200367122511wd,,0,1524220031121027,33881,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,105,Y,0,0,2,6,1524220031121029,524,7,5,2,0,1,1,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121027,1,,,2,1,,POLK,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1814,97.942897925,200367122511wd,,0,1524220031121027,33881,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,105,Y,0,2,2,6,1524220031121030,524,7,5,2,0,1,1,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121027,1,,,2,1,,POLK,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1816,97.942897925,200367122511wd,,0,1524220031121027,33881,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,105,Y,2,4,2,6,1524220031121031,524,7,5,2,0,1,1,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121027,1,,,2,2,,POLK,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1818,97.942897925,200367122511wd,,0,1524220031121027,33881,03/03/2025
,UNIDENTIFIED GROUPER,200367122511wd,1524220031121103524,0,1,4,,3,0,103,105,Y,0,2,2,6,1524220031121032,524,7,5,2,0,1,1,1,6,7,12,12,7,1,6,2003,,,1524220031121,11,wd,,1524220031121027,1,,,2,2,,POLK,20JAN200409:16,4,8,1,,,,8835025000,0,1,8,8,1820,97.942897925,200367122511wd,,0,1524220031121027,33881,03/03/2025
UNIDENTIFIED GROUPER,GRAY SNAPPER,200367122511wd,15242200311241151329,0,1,4,,1,3,115,49,O,0,4,1,4.5,1524220031124010,1329,7,5,5,11,0,0,1,3,0,12,39,7,1,6,2003,,,1524220031124,11,wd,,1524220031124010,1,,,2,1,,,20JAN200409:16,4,2,1,,,,8835360102,8835025000,1,8,2,1305,117.19882581,200367122511wd,,0,1524220031124010,43230,03/03/2025
